Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
Finance,Bid documents of all the bidders have been downloaded successfully.,Samyak Bikash Subudhi,12-Nov-2025 04:02 PM,,BOQ Comparative Chart,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Angul Irrigation Division Angul,2025_CEBBS_120339_12,SE-AID-8/2025-26,Improvement to Kalinga Sub-Minor-II from RD 700m to 800m of Sapua Badjore Irrigation Project. Working RD 700 to 757m.,1.0,3203909.0,BIDHUBHUSHAN MISHRA,INR,"499,785",1,3203909,BIDHUBHUSHAN MISHRA,09-Nov-2025 09:38 PM,Accepted-AOC,Winner in the transparent lottery system for award of contract.,11-Dec-2025 05:19 PM,15-Dec-2025,"INR 499,785",60.0,Samyak Bikash Subudhi,11-Dec-2025 05:19 PM,12WOBidhubhushanMishra.pdf (1262.00 KB),Winner in the transparent lottery system.,Superintending Engineer,Internal,"DAO, Estimator",Santoshibala Sahuranta Sahoo,27-Nov-2025 12:04 PM,techsummary_560141.pdf (183.28 KB),Superintending Engineer,Internal,"DAO, Estimator",Santoshibala Sahuranta Sahoo,27-Nov-2025 12:12 PM,finsummary_560141.pdf (436.70 KB),AOC,1.0,ICICI BANK,"5,900",Yes,fixed,,Nil,Nil,31-Oct-2025 11:00 AM,11-Nov-2025 11:00 AM,31-Oct-2025 11:00 AM,10-Nov-2025 05:00 PM,31-Oct-2025 11:00 AM ,06-Nov-2025 05:00 PM ,31-Oct-2025 11:00 AM,10-Nov-2025 05:00 PM,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Angul Irrigation Division Angul,SE-AID-8/2025-26,2025_CEBBS_120339_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD, GSTIN, PAN, Contractor R.C, Registered under CDMS portal, NRC.",Improvement to Kalinga Sub-Minor-II from RD 700m to 800m of Sapua Badjore Irrigation Project. Working RD 700 to 757m.,Improvement to Kalinga Sub-Minor-II from RD 700m to 800m of Sapua Badjore Irrigation Project. Working RD 700 to 757m.,NA ,NA ,,Civil Works - Canal,Canal Works ,Tender,90.0,60.0,Angul,759143.0,NA ,NA ,NA ,"O.O the S.E, Angul Irr. Divn. Angul",No ,No,"4,000",Nil,Nil,No,"S.E, Angul Irr. Divn. Angul","O.O the S.E, Angul Irr. Divn. Angul, At/P.O- Hakimpada, Dist-Angul",AOC
,,,,,,,,,,,,,,,2,3206741,LAXMIDHAR SAHOO,10-Nov-2025 01:13 PM,Rejected-Finance,Not won in the transparent lottery system,27-Nov-2025 12:12 PM,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavits, undertakings and any other document as per SBD/DTCN.",,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,3172588,MISIRA KUMAR DHAR,02-Nov-2025 11:13 AM,Rejected-Finance,Not won in the transparent lottery system,27-Nov-2025 12:12 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3197601,Puspa Sethy,08-Nov-2025 02:58 PM,Rejected-Finance,Not won in the transparent lottery system,27-Nov-2025 12:12 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3194867,RASHMITA BARIK,07-Nov-2025 06:19 PM,Rejected-Finance,Not won in the transparent lottery system,27-Nov-2025 12:12 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3199134,Saroj Kumar Sahoo,08-Nov-2025 08:20 PM,Rejected-Finance,Not won in the transparent lottery system,27-Nov-2025 12:12 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,3181474,SOUMYA RANJAN BEHERA,04-Nov-2025 04:42 PM,Rejected-Finance,Not won in the transparent lottery system,27-Nov-2025 12:12 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,8,3174135,SUDHIR KUMAR PATI,02-Nov-2025 02:03 PM,Rejected-Finance,Not won in the transparent lottery system,27-Nov-2025 12:12 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,9,3180168,SUVENDU KUMAR PANDA,05-Nov-2025 12:28 PM,Rejected-Finance,Not won in the transparent lottery system,27-Nov-2025 12:12 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
