Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Superintending Engineer Angul R and B Division,O/O the Superintending Engineer Angul RB Division,Construction of deep drain and paver block from 1.400km to 1.500km and 1.960km to 2.0km (RHS) of Handidhuan FCI road.,Construction of deep drain and paver block from 1.400km to 1.500km and 1.960km to 2.0km (RHS) of Handidhuan FCI road.,Please refer Tender documents. ,NA ,"17,22,551",Civil Works - Roads,NA ,Tender,90.0,60.0,ANGUL,759122.0,NA ,NA ,NA ,O/O the Superintending Engineer Angul RB Division,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid Cost and EMD online, GSTIN, PAN, RC, Affidavit, and Other documents as per DTCN.","17,300",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,12-Sep-2025 02:00 PM,23-Sep-2025 11:00 AM,12-Sep-2025 02:00 PM,22-Sep-2025 05:00 PM,NA ,NA ,12-Sep-2025 02:00 PM,22-Sep-2025 05:00 PM,1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB Angul Division,SE (R and B) Angul-32/ 2025-26,2025_EICCL_117950_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB Angul Division,2025_EICCL_117950_1,SE (R and B) Angul-32/ 2025-26,Construction of deep drain and paver block from 1.400km to 1.500km and 1.960km to 2.0km (RHS) of Handidhuan FCI road.,PK HARIPAL,Internal,K BEHERA Sr. DAO S PARIDA JE ESTIMATOR,Pratap Kumar Haripal,24-Dec-2025 12:35 PM,finsummary_552262.pdf (375.93 KB),Finance,The validity of the tender is subject to the result of detail scrutiny of documents submitted by the bidder online.,Kapilendra Behera,24-Dec-2025 12:10 PM,finance_552262.pdf,BOQ Comparative Chart,1.0,3090019.0,TRISHULA SHAKTI THAMB,INR,"1,464,341",1,3091132,ARCHANA PRADHAN,20-Sep-2025 06:14 PM,Rejected-AOC,Lottery looser,24-Dec-2025 12:40 PM,24-Dec-2025,"INR 1,464,341",60.0,Pratap Kumar Haripal,24-Dec-2025 12:40 PM,WO.pdf (846.00 KB),Agreement No. 1694 P1 of 2025-26 (Contract value excluding GST) Date of Commencement- 11.12.2025 Date of Completion- 10.02.2026,PK HARIPAL,Internal,K BEHERA Sr. DAO S PARIDA JE ESTIMATOR,Pratap Kumar Haripal,24-Dec-2025 12:26 PM,techsummary_552262.pdf (771.86 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3086980,ASHANTA KUMAR DEBATA,19-Sep-2025 12:57 PM,Rejected-AOC,Lottery looser,24-Dec-2025 12:40 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3088797,BABULI ROUT,19-Sep-2025 06:03 PM,Rejected-AOC,Lottery looser,24-Dec-2025 12:40 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3095075,Balaram Pattnaik,22-Sep-2025 03:34 PM,Rejected-AOC,Lottery looser,24-Dec-2025 12:40 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3079932,BIJAY KUMAR BEHERA,14-Sep-2025 06:39 PM,Rejected-AOC,Lottery looser,24-Dec-2025 12:40 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3086990,BINAYA KUMAR DAS,18-Sep-2025 07:53 PM,Rejected-AOC,Lottery looser,24-Dec-2025 12:40 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3093901,NARAYAN NAYAK,22-Sep-2025 11:43 AM,Rejected-AOC,Lottery looser,24-Dec-2025 12:40 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3091259,PREMALATA SAMAL,20-Sep-2025 07:05 PM,Rejected-AOC,Lottery looser,24-Dec-2025 12:40 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3093262,SABITRI SAHOO,22-Sep-2025 05:57 AM,Rejected-AOC,Lottery looser,24-Dec-2025 12:40 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3092141,SUSANTA BEHERA,21-Sep-2025 12:55 PM,Rejected-AOC,Lottery looser,24-Dec-2025 12:40 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,3090019,TRISHULA SHAKTI THAMB,20-Sep-2025 12:07 PM,Accepted-AOC,Lottery winner,24-Dec-2025 12:40 PM,,,,,,,,,,,,,,AOC
