Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Construction of Dormitory with Toilet at Gundhani Ashram School under Raikia Block,Construction of Dormitory with Toilet at Gundhani Ashram School under Raikia Block,Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,90.0,NA ,Gundhani Ashram School under Raikia Block,762103.0,NA ,NA ,NA ,ITDA BALLIGUDA,No ,No,ST and SC Development Deptt||ITDA Baliguda,PA (ITDA)-BLG-3/25-26,2025_STSCD_115746_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,PA ITDA BALLIGUDA,PA ITDA BALLIGUDA,1.0,Fee/PreQual/Technical,.pdf,DTCN,1.0,ICICI BANK,1.0,Corrigundum,Date,,19-Jul-2025 05:00 PM,06-Aug-2025 11:00 AM,19-Jul-2025 05:00 PM,05-Aug-2025 05:00 PM,NA ,NA ,19-Jul-2025 05:00 PM,05-Aug-2025 05:00 PM,28-Aug-2025 09:00 AM,"6,000",0.0,Nil,Nil,No,"33,615",Yes,fixed,,Nil,Nil,AOC,PA ITDA BALLIGUDA,Internal,AEE ITDA BALLIGUDA,Sudarsan Behera,09-Dec-2025 04:53 PM,finsummary_546523.pdf (44.84 KB),ST and SC Development Deptt||ITDA Baliguda,2025_STSCD_115746_6,PA (ITDA)-BLG-3/25-26,Construction of Dormitory with Toilet at Gundhani Ashram School under Raikia Block,Technical,Total Fourteen Bidders,Sudarsan Behera,25-Aug-2025 03:59 PM,technical_546523.pdf,1.0,3020992.0,KALYANI KUMARI NAYAK,INR,"2,857,577.28",1,3020503,ANIL KUMAR PRADHAN,01-Aug-2025 03:10 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Smt. Kalyani Kumar Nayak came as the winner.,09-Dec-2025 04:53 PM,11-Dec-2025,"INR 3,361,460.16",90.0,Sudarsan Behera,11-Dec-2025 05:55 PM,6.pdf (357.00 KB),it was put into lottery in presence of the bidders where Smt. Kalyani Kumar Nayak came as the winner,Finance,Total Fourteen bidders,Sudarsan Behera,09-Dec-2025 11:29 AM,finance_546523.pdf,BOQ Comparative Chart,PA ITDA BALLIGUDA,Internal,AEE ITDA BALLIGUDA,Sudarsan Behera,27-Aug-2025 07:53 PM,28-Aug-2025 09:00 AM,techsummary_546523.pdf (44.84 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3024412,BABULA PATTNAIK,05-Aug-2025 01:12 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Smt. Kalyani Kumar Nayak came as the winner.,09-Dec-2025 04:53 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3019187,FIDELSYS DEVELOPERS PRIVATE LIMITED,31-Jul-2025 01:19 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Smt. Kalyani Kumar Nayak came as the winner.,09-Dec-2025 04:53 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3011363,HIMANSU KUMAR DAS,24-Jul-2025 09:57 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Smt. Kalyani Kumar Nayak came as the winner.,09-Dec-2025 04:53 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3020992,KALYANI KUMARI NAYAK,04-Aug-2025 10:50 AM,Accepted-AOC,it was put into lottery in presence of the bidders where Smt. Kalyani Kumar Nayak came as the winner,11-Dec-2025 05:55 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3020723,NILAMANI SETHI,01-Aug-2025 06:04 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Smt. Kalyani Kumar Nayak came as the winner.,09-Dec-2025 04:53 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3020627,PRABHATI PRADHAN,01-Aug-2025 04:28 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Smt. Kalyani Kumar Nayak came as the winner.,09-Dec-2025 04:53 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3015613,PRADEEP KUMAR BEHERA,28-Jul-2025 06:30 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Smt. Kalyani Kumar Nayak came as the winner.,09-Dec-2025 04:53 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3024230,PRAMOD NAYAK,05-Aug-2025 11:30 AM,Rejected-Finance,it was put into lottery in presence of the bidders where Smt. Kalyani Kumar Nayak came as the winner.,09-Dec-2025 04:53 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3017567,Sabyasachi Pala,30-Jul-2025 11:59 AM,Rejected-Finance,it was put into lottery in presence of the bidders where Smt. Kalyani Kumar Nayak came as the winner.,09-Dec-2025 04:53 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,11,3020490,SAMBIT KUMAR SINGH,02-Aug-2025 08:55 AM,Rejected-Finance,it was put into lottery in presence of the bidders where Smt. Kalyani Kumar Nayak came as the winner.,09-Dec-2025 04:53 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,12,3017763,SIDHARTHA PATRA,30-Jul-2025 12:37 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Smt. Kalyani Kumar Nayak came as the winner.,09-Dec-2025 04:53 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,13,3024693,SUDARSHAN BEHERA,05-Aug-2025 03:31 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Smt. Kalyani Kumar Nayak came as the winner.,09-Dec-2025 04:53 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,14,3020553,SUSHANT KUMAR PRADHAN,01-Aug-2025 03:39 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Smt. Kalyani Kumar Nayak came as the winner.,09-Dec-2025 04:53 PM,,,,,,,,,,,,,,,,,,,,,AOC
