Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"Construction of Dormitory with Toilet at GGHS, Budaguda under Daringbadi Block.","Construction of Dormitory with Toilet at GGHS, Budaguda under Daringbadi Block.",Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,90.0,NA ,"GGHS, Budaguda under Daringbadi Block.",762103.0,NA ,NA ,NA ,ITDA BALLIGUDA,No ,No,ST and SC Development Deptt||ITDA Baliguda,PA (ITDA)-BLG-3/25-26,2025_STSCD_115746_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,19-Jul-2025 05:00 PM,06-Aug-2025 11:00 AM,19-Jul-2025 05:00 PM,05-Aug-2025 05:00 PM,NA ,NA ,19-Jul-2025 05:00 PM,05-Aug-2025 05:00 PM,28-Aug-2025 09:00 AM,1.0,Fee/PreQual/Technical,.pdf,DTCN,PA ITDA BALLIGUDA,PA ITDA BALLIGUDA,"33,615",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,Corrigundum,Date,,1.0,ICICI BANK,AOC,PA ITDA BALLIGUDA,Internal,AEE ITDA BALLIGUDA,Sudarsan Behera,09-Dec-2025 01:02 PM,finsummary_546521.pdf (44.84 KB),ST and SC Development Deptt||ITDA Baliguda,2025_STSCD_115746_5,PA (ITDA)-BLG-3/25-26,"Construction of Dormitory with Toilet at GGHS, Budaguda under Daringbadi Block.",Technical,Total Sixteen Bidders,Sudarsan Behera,25-Aug-2025 03:53 PM,technical_546521.pdf,1.0,3020499.0,SAMBIT KUMAR SINGH,INR,"2,857,577.28",11-Dec-2025,"INR 3,361,460.16",90.0,Sudarsan Behera,11-Dec-2025 06:00 PM,5.pdf (355.00 KB),it was put into lottery in presence of the bidders where Sri Sambit Kumar Singh came as the winner,1,3024403,ANIL KUMAR CHOUDHURY,05-Aug-2025 12:38 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Sambit Kumar Singh came as the winner,09-Dec-2025 01:02 PM,Finance,Total Sixteen Bidder,Sudarsan Behera,09-Dec-2025 11:37 AM,finance_546521.pdf,BOQ Comparative Chart,PA ITDA BALLIGUDA,Internal,AEE ITDA BALLIGUDA,Sudarsan Behera,27-Aug-2025 07:55 PM,28-Aug-2025 09:00 AM,techsummary_546521.pdf (44.84 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3020437,ANIL KUMAR PRADHAN,01-Aug-2025 02:15 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Sambit Kumar Singh came as the winner,09-Dec-2025 01:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3024365,BABAMANI SAHU,05-Aug-2025 12:23 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Sambit Kumar Singh came as the winner,09-Dec-2025 01:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3021480,BIKASH PRADHAN (S.T),02-Aug-2025 04:05 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Sambit Kumar Singh came as the winner,09-Dec-2025 01:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3019167,FIDELSYS DEVELOPERS PRIVATE LIMITED,31-Jul-2025 01:15 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Sambit Kumar Singh came as the winner,09-Dec-2025 01:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3024159,JAYANTI SAHU,05-Aug-2025 10:51 AM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Sambit Kumar Singh came as the winner,09-Dec-2025 01:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3021650,M/S PANI CONSTRUCTION,02-Aug-2025 03:37 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Sambit Kumar Singh came as the winner,09-Dec-2025 01:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3020615,PRABHATI PRADHAN,01-Aug-2025 04:22 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Sambit Kumar Singh came as the winner,09-Dec-2025 01:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3022165,SACHIN KUMAR BEBARTTA,04-Aug-2025 11:47 AM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Sambit Kumar Singh came as the winner,09-Dec-2025 01:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3020499,SAMBIT KUMAR SINGH,02-Aug-2025 08:48 AM,Accepted-AOC,it was put into lottery in presence of the bidders where Sri Sambit Kumar Singh came as the winner,11-Dec-2025 06:00 PM,,,,,,,,,,,,,,AOC
