Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,Bid Opening Summary,Sasanka Sekhar Sukla,04-Sep-2025 11:59 AM,finance_548245.pdf,BOQ Comparative Chart,1.0,3029903.0,ONE STEP SOLUTIONS,INR,"535,290.46",EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVISION-KHARIAR,2025_EICCL_116421_1,SERNBKHR - 09 /2025-26,Supply and Installation of Split type Air Conditioner Machines in Conference Hall and Office Building of DPMU Statistics wing at Nuapada in the district of Nuapada for the year 2024-25.,"Er.SasankaSekharSukla,S.E.",Internal,"DilipkumarShaw,DAO.Er.SukantaGardia,E.E,Estimator",Sukanta Gardia,04-Sep-2025 08:27 PM,finsummary_548245.pdf (184.47 KB),"Er.SasankaSekharSukla,S.E.",Internal,"DilipkumarShaw,DAO.Er.SukantaGardia,E.E,Estimator",Sasanka Sekhar Sukla,04-Sep-2025 12:03 PM,techsummary_548245.pdf (146.53 KB),1,3032019,AKARSHAN JHA,11-Aug-2025 06:24 PM,Rejected-AOC,Not successful through transparent lottery process.,11-Dec-2025 11:29 AM,03-Oct-2025,"INR 535,290.46",30.0,Sukanta Gardia,11-Dec-2025 11:28 AM,Aocnit9.pdf (297.00 KB),AWARD OF CONTRACT,AOC,"4,000",0.0,Nil,Nil,No,Supply and Installation of Split type Air Conditioner Machines in Conference Hall and Office Building of DPMU Statistics wing at Nuapada in the district of Nuapada for the year 2024-25.,Supply and Installation of Split type Air Conditioner Machines in Conference Hall and Office Building of DPMU Statistics wing at Nuapada in the district of Nuapada for the year 2024-25.,Please refer Tender documents. ,NA ,"6,29,679",Electrical Works,"Supply ,Installation of Split type Air Conditione ",Tender,90.0,30.0,Nuapada,766105.0,NA ,NA ,NA ,"O/o SE,Khariar RandB Division,Khariar",No ,No,"6,500",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost,Contractor RC,PAN,VAT,GSTIN,EMD,Affidavit,Undertaking and any other document as per DTCN",1.0,ICICI BANK,"SE,Khariar RandB Division,Khariar","O/o SE,Khariar RandB Division,Khariar",05-Aug-2025 10:00 AM,16-Aug-2025 11:30 AM,05-Aug-2025 10:00 AM,14-Aug-2025 05:00 PM,05-Aug-2025 10:00 AM ,14-Aug-2025 05:00 PM ,05-Aug-2025 10:00 AM,14-Aug-2025 05:00 PM,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVISION-KHARIAR,SERNBKHR - 09 /2025-26,2025_EICCL_116421_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3027612,AKASH RANA,08-Aug-2025 07:11 PM,Rejected-AOC,Not successful through transparent lottery process.,11-Dec-2025 11:29 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity.,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3027639,BHUJABALA PATEL,08-Aug-2025 07:08 PM,Rejected-AOC,Not successful through transparent lottery process.,11-Dec-2025 11:29 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3029903,ONE STEP SOLUTIONS,10-Aug-2025 12:26 PM,Accepted-AOC,Successful through transparent lottery process and awarded the work,11-Dec-2025 11:29 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3035616,RAHUL BOSE,14-Aug-2025 12:00 PM,Rejected-AOC,Not successful through transparent lottery process.,11-Dec-2025 11:29 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
