S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
1.0,3076059.0,M/S GIRIJA MOHAPATRA,INR,"3,136,960","ST and SC Development Deptt||ITDA, Phulbani",2025_STSCD_117619_20,PAITDA PLB_02 of 2025-26,Construction of Additional Dormitories with Toilet and bath at Jhadapadar AS under Khajuripada Block,1,3078012,ARUN KUMAR PRADHAN,12-Sep-2025 07:40 PM,Rejected-Finance,Not Selected in lottery,09-Dec-2025 06:18 PM,09-Dec-2025,"INR 3,136,960",180.0,Jaya Prakash Jena,09-Dec-2025 06:23 PM,20workAOC.pdf (387.00 KB),Finance,All bidders are admitted,Gadardhar Patra,16-Sep-2025 04:43 PM,,BOQ Comparative Chart,PA ITDA Phulbani,Internal,Members of ITDA Phulbani,Jaya Prakash Jena,09-Dec-2025 06:18 PM,finsummary_551580.pdf (764.23 KB),"PA ITDA, PHULBANI",Internal,Members of ITDA Phulbani,Gadardhar Patra,20-Sep-2025 05:33 PM,techsummary_551580.pdf (362.51 KB),AOC,"6,000",0.0,Nil,Nil,No,"ST and SC Development Deptt||ITDA, Phulbani",PAITDA PLB_02 of 2025-26,2025_STSCD_117619_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,06-Sep-2025 10:00 AM,16-Sep-2025 10:00 AM,06-Sep-2025 10:00 AM,15-Sep-2025 05:00 PM,NA ,NA ,06-Sep-2025 10:00 AM,15-Sep-2025 05:00 PM,1.0,ICICI BANK,Construction of Additional Dormitories with Toilet and bath at Jhadapadar AS under Khajuripada Block,Construction of Additional Dormitories with Toilet and bath at Jhadapadar AS under Khajuripada Block,Please refer Tender documents. ,NA ,"31,00,931",Civil Works - Buildings,NA ,Tender,90.0,180.0,"ITDA , PHULBANI",762001.0,NA ,NA ,NA ,ITDA PHULBANI,No ,No,"PA ITDA , PHULBANI",ITDA PHULBANI,"31,009",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Bids,AOC
,,,,,,,,,2,3076059,M/S GIRIJA MOHAPATRA,11-Sep-2025 01:15 PM,Accepted-AOC,Selected by lottery and awarded the work,09-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Financial bid,AOC
,,,,,,,,,3,3078654,M/S SHREELAXMI ENTERPRISERS,13-Sep-2025 03:33 PM,Rejected-Finance,Not Selected in lottery,09-Dec-2025 06:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,3079150,RAMA KRUSHNA PATTNAYAK,13-Sep-2025 11:41 PM,Rejected-Finance,Not Selected in lottery,09-Dec-2025 06:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,3077990,Ramesh Chandra Behera,12-Sep-2025 07:22 PM,Rejected-Finance,Not Selected in lottery,09-Dec-2025 06:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
