Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-27/2025-26 Dt. 22.07.2025,2025_ORULB_115880_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,scanned copies of all documents,24-Jul-2025 11:30 AM,05-Aug-2025 11:30 AM,24-Jul-2025 11:30 AM,04-Aug-2025 05:00 PM,24-Jul-2025 11:30 AM ,28-Jul-2025 05:30 PM ,24-Jul-2025 11:30 AM,04-Aug-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"7,900",Yes,fixed,,Nil,Nil,Repair of community Centre at Shastri Nagar in Ward No. 39,Repair of community Centre at Shastri Nagar in Ward No. 39,Please refer Tender documents. ,NA ,"7,89,039",Civil Works - Others,NA ,Tender,120.0,45.0,BMC AREA,751022.0,"Office chamber of the EE,Central Tender Cell ","Central Tender Cell, UG Floor, ICOMC Tower, BMC ",29-Jul-2025 12:30 PM ,"Central Tender Cell,BMC",No ,No,"Executive Engineer,Central Tender Cell","Central Tender Cell, UG Floor, ICOMC Tower, BMC",AOC,1,3020178,GURUDEV GAUDA,01-Aug-2025 12:17 PM,Rejected-Finance,Rejected,20-Dec-2025 05:14 PM,20-Dec-2025,"INR 791,499",45.0,Lipsa Parida,20-Dec-2025 05:18 PM,workorder_27_2.pdf (482.00 KB),City engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONII,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,20-Dec-2025 05:10 PM,techsummary_546898.pdf (1776.12 KB),Municipal Bodies||Bhubaneswar Municipal Corporation,2025_ORULB_115880_2,BMC-EE-Tender Cell-27/2025-26 Dt. 22.07.2025,Repair of community Centre at Shastri Nagar in Ward No. 39,City engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONII,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,20-Dec-2025 05:14 PM,finsummary_546898.pdf (1717.00 KB),Finance,10 bids opened successfully,Lipsa Parida,05-Aug-2025 11:58 AM,finance_546898.pdf,BOQ Comparative Chart,1.0,3015550.0,SWARNAMAYEE CONSTRUCTION,INR,"791,499",AOC
,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3023180,Jyoshnarani Biswal,04-Aug-2025 02:28 PM,Rejected-Finance,Rejected,20-Dec-2025 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3023408,JYOTIRADITYA CONSTRUCTIONS,04-Aug-2025 04:35 PM,Rejected-Finance,Rejected,20-Dec-2025 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3023190,PRAVAS RANJAN SARANGI,04-Aug-2025 02:28 PM,Rejected-Finance,Rejected,20-Dec-2025 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3020184,RABINDRA KUMAR MOHAPATRA,02-Aug-2025 11:49 AM,Rejected-Finance,Rejected,20-Dec-2025 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3017934,RAKESH MOHANTY,30-Jul-2025 01:28 PM,Rejected-Finance,Rejected,20-Dec-2025 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3023136,RAMESH CHANDRA MAJHI,04-Aug-2025 04:30 PM,Rejected-Technical,Rejected,20-Dec-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3023327,RSC ELECTRICAL AND CONSTRUCTION,04-Aug-2025 03:58 PM,Rejected-Finance,Rejected,20-Dec-2025 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3022822,SAROJ KUMAR SAHOO,04-Aug-2025 11:52 AM,Rejected-Finance,Rejected,20-Dec-2025 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3015550,SWARNAMAYEE CONSTRUCTION,28-Jul-2025 05:17 PM,Accepted-AOC,L1 bidder,20-Dec-2025 05:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
