Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage
Jagatjeet Behera SE,Internal,"S.K Jena AEE ,A.K Mishra DAO",Jagatjit Behera,13-Aug-2025 01:14 PM,techsummary_507131.pdf (363.26 KB),13-Aug-2025,"INR 1,916,138",30.0,Jagatjit Behera,13-Aug-2025 05:31 PM,201P1.pdf (187.00 KB),201P1of2024-25,1,2559745,ABDUL AZIZ ANSARY,25-Sep-2024 12:46 PM,Rejected-AOC,Disqualified in lottery,13-Aug-2025 05:31 PM,1.0,2559614.0,"M/S PAWANPUTRA CONSTRUCTION AND SUPPLIERS, PROPRIETOR-CHETAN GOYAL",INR,"1,916,138",Finance,16 nos bid opened and to be evaluated,Ashok Kumar Lenka,26-Sep-2024 01:14 PM,,BOQ Comparative Chart,Jagatjeet Behera SE,Internal,"R NSahu AE,S K Jena AEE, A K Mishra DAO",Jagatjit Behera,13-Aug-2025 02:32 PM,finsummary_507131.pdf (363.26 KB),EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EE R and B Div-II Sambalpur,2024_EICCL_105024_1,. SE / R and B / SBP II /03 (online)/2024-25,"Periodical repair such as filling potholes with WMM, BM and SDBC from Power Channel Bridge to Indira chowk, in Burla town for the year 2024-25",AOC,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EE R and B Div-II Sambalpur,. SE / R and B / SBP II /03 (online)/2024-25,2024_EICCL_105024_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Corrigendum,Other,,"6,000",0.0,Nil,Nil,No,"Periodical repair such as filling potholes with WMM, BM and SDBC from Power Channel Bridge to Indira chowk, in Burla town for the year 2024-25",Road work,Please refer Tender documents. ,NA ,"22,54,015",Civil Works - Roads,NA ,Tender,90.0,30.0,Burla,768017.0,NA ,NA ,NA ,O/O the S E (R and B) Division No.II Sambalpur,No ,No,"22,600",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid license, PAN, GST, Affidavit, No relation cert, litigation and other documents as per DTCN",1.0,ICICI BANK,19-Sep-2024 06:00 PM,26-Sep-2024 11:30 AM,19-Sep-2024 06:00 PM,25-Sep-2024 05:00 PM,19-Sep-2024 06:00 PM ,25-Sep-2024 12:00 PM ,19-Sep-2024 06:00 PM,25-Sep-2024 05:00 PM,S E (R and B) Division No.II Sambalpur,O/O the S E (R and B) Division No.II Sambalpur,AOC
,,,,,,,,,,,,,2,2559919,AKASH AGRAWAL,25-Sep-2024 02:31 PM,Rejected-AOC,Disqualified in lottery,13-Aug-2025 05:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,2559923,BIBHUTI BHUSAN NAYAK,25-Sep-2024 02:46 PM,Rejected-AOC,Disqualified in lottery,13-Aug-2025 05:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2559513,BIBHUTIBHUSHAN PANDA,25-Sep-2024 03:24 PM,Rejected-AOC,Disqualified in lottery,13-Aug-2025 05:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2557778,GURSIMRAN SALUJA,25-Sep-2024 01:32 PM,Rejected-AOC,Disqualified in lottery,13-Aug-2025 05:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2559457,HARI OM MAHAKAAL CONSTRUCTION AND ORDER SUPPLY,25-Sep-2024 01:35 PM,Rejected-AOC,Disqualified in lottery,13-Aug-2025 05:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2559636,HARI SHANKAR PANDA,25-Sep-2024 01:20 PM,Rejected-AOC,Disqualified in lottery,13-Aug-2025 05:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2559728,Jasbir Singh,25-Sep-2024 01:00 PM,Rejected-AOC,Disqualified in lottery,13-Aug-2025 05:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2559838,MEGHANATH SINGH,25-Sep-2024 01:39 PM,Rejected-AOC,Disqualified in lottery,13-Aug-2025 05:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2559936,M/s Jayasri Pradhan,25-Sep-2024 03:02 PM,Rejected-AOC,Disqualified in lottery,13-Aug-2025 05:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
