Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,7 bids opened successfully,Taras Marandi,06-Jan-2025 11:40 AM,finance_521493.pdf,BOQ Comparative Chart,1.0,2718997.0,AJAY KUMAR BEHERA,INR,"1,700,701",Municipal Bodies||Bhubaneswar Municipal Corporation,2024_ORULB_108575_37,BMC-EE-Tender Cell-50/2024-25 Dt. 20.12.2024,Construction of road at Friends colony near Tulasi enclave in Ward No-51,1,2718997,AJAY KUMAR BEHERA,31-Dec-2024 09:32 PM,Accepted-AOC,L1 bidder,04-Aug-2025 12:31 PM,04-Aug-2025,"INR 1,700,701",60.0,Lipsa Parida,04-Aug-2025 12:31 PM,Work_Order_50_37.pdf (491.00 KB),City engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONII,EEDRAINAGEDIVISION,ZONALCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,04-Aug-2025 12:05 PM,techsummary_521493.pdf (1797.68 KB),City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONII,EEDRAINAGEDIVISION,ZONALCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,04-Aug-2025 12:22 PM,finsummary_521493.pdf (2663.58 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,scanned copy of all documents,24-Dec-2024 03:30 PM,04-Jan-2025 03:30 PM,24-Dec-2024 03:30 PM,04-Jan-2025 03:00 PM,24-Dec-2024 03:30 PM ,30-Dec-2024 11:00 AM ,24-Dec-2024 03:30 PM,04-Jan-2025 03:00 PM,Construction of road at Friends colony near Tulasi enclave in Ward No-51,Construction of road at Friends colony near Tulasi enclave in Ward No-51,Please refer Tender documents. ,NA ,"16,95,414",Civil Works - Roads,NA ,Tender,120.0,60.0,BMC Area,751022.0,Office chamber of EE(Central Tender Cell) ,"UG Floor,Office chamber of EE(Central Tender Cell),BMC,ICOMC Tower ",30-Dec-2024 05:00 PM ,"Central Tender Cell,BMC",No ,No,1.0,ICICI BANK,"17,000",Yes,fixed,,Nil,Nil,"Executive Engineer, Central Tender Cell,BMC","Central Tender Cell,ICOMC Tower,BMC","6,000",0.0,Nil,Nil,No,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-50/2024-25 Dt. 20.12.2024,2024_ORULB_108575_37,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,2,2723180,BALARAM SAHOO,02-Jan-2025 06:04 PM,Rejected-Finance,Rejected,04-Aug-2025 12:22 PM,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,2719450,DIPTIRANJAN RAYASINGH,31-Dec-2024 08:49 PM,Rejected-Finance,Rejected,04-Aug-2025 12:22 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,2719345,JAGANNATH BEHERA,31-Dec-2024 08:25 PM,Rejected-Finance,Rejected,04-Aug-2025 12:22 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2728345,KHYANAPRAVA SETHI,04-Jan-2025 01:22 PM,Rejected-Finance,Rejected,04-Aug-2025 12:22 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,2723186,NIKUNJA NARAYAN BHARATI,02-Jan-2025 06:06 PM,Rejected-Finance,Rejected,04-Aug-2025 12:22 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,2723121,PRABHA KUMARI,02-Jan-2025 05:16 PM,Rejected-Finance,Rejected,04-Aug-2025 12:22 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
