Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"SE R.W Division-II, Kendrapara","SE R.W Division-II, Kendrapara near Hatagada Chhac",1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration certificate, affidavit GST, PAN and other documents as per DTCN and notice",25-Dec-2024 01:30 PM,02-Jan-2025 11:00 AM,25-Dec-2024 01:30 PM,01-Jan-2025 05:00 PM,25-Dec-2024 01:30 PM ,31-Dec-2024 05:00 PM ,25-Dec-2024 01:30 PM,01-Jan-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,S/R Narayanpur to Ajagarapatia road for the year 2024-25,S/R Narayanpur to Ajagarapatia road for the year 2024-25,Please refer Tender documents. ,NA ,"5,88,000",Civil Works - Roads,NA ,Tender,90.0,15.0,Kendrapa,754212.0,NA ,NA ,NA ,"SE R.W Division-II, Kendrapara near Hatagada Chhac",No ,No,CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION II-KENDRAPARA,E PROCUREMENT NOTICE NO.RWD-II/KPD-10/24-25,2024_CERWI_108748_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"5,880",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC,"SE RW Division-II, Kendrapara",Internal,,Suraj Biswal,11-Aug-2025 05:27 PM,finsummary_521921.pdf (1462.88 KB),"SE RW Division-II, Kendrapara",Internal,,Suraj Biswal,11-Aug-2025 05:24 PM,techsummary_521921.pdf (543.51 KB),11-Aug-2025,"INR 502,825",15.0,Suraj Biswal,11-Aug-2025 05:31 PM,NarayanpurAjagarpatia.pdf (1463.00 KB),Qualified,CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION II-KENDRAPARA,2024_CERWI_108748_14,E PROCUREMENT NOTICE NO.RWD-II/KPD-10/24-25,S/R Narayanpur to Ajagarapatia road for the year 2024-25,1.0,2718121.0,JAGANNATHA DAS,INR,"502,825",1,2718061,AKSHAYA KUMAR PARIDA,31-Dec-2024 12:47 AM,Rejected-AOC,Not Qualified,11-Aug-2025 05:31 PM,Finance,qualified,Suraj Biswal,11-Aug-2025 05:20 PM,finance_521921.pdf,BOQ Comparative Chart,AOC
,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2718083,DIPAK KUMAR DAS Prop. M/S RENUKA CONSTRUCTION,30-Dec-2024 11:00 PM,Rejected-AOC,Not Qualified,11-Aug-2025 05:31 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2719864,GYANA RANJAN SAHOO,01-Jan-2025 04:36 AM,Rejected-AOC,Not Qualified,11-Aug-2025 05:31 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2718121,JAGANNATHA DAS,31-Dec-2024 12:44 AM,Accepted-AOC,Qualified,11-Aug-2025 05:31 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2718667,KAPILENDRA SWAIN,31-Dec-2024 01:36 PM,Rejected-AOC,Not Qualified,11-Aug-2025 05:31 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2719955,Rajesh Kumar Das,01-Jan-2025 03:38 PM,Rejected-AOC,Not Qualified,11-Aug-2025 05:31 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2713020,Sashikala Bal,29-Dec-2024 01:36 PM,Rejected-AOC,Not Qualified,11-Aug-2025 05:31 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2719860,somanath swain,01-Jan-2025 03:46 AM,Rejected-AOC,Not Qualified,11-Aug-2025 05:31 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2720460,SURYA KANTA ROUT,01-Jan-2025 02:26 PM,Rejected-AOC,Not Qualified,11-Aug-2025 05:31 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2718105,UTTAMA CHARAN PRADHAN,30-Dec-2024 11:41 PM,Rejected-AOC,Not Qualified,11-Aug-2025 05:31 PM,,,,,,,AOC
