Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
22-Aug-2024 01:00 PM,09-Sep-2024 11:00 AM,22-Aug-2024 01:00 PM,07-Sep-2024 05:00 PM,22-Aug-2024 01:00 PM ,05-Sep-2024 05:00 PM ,22-Aug-2024 01:00 PM,07-Sep-2024 05:00 PM,18-Oct-2024 11:00 AM,"10,000",0.0,Nil,Nil,No,"C.C.E.,R.W. Circle ,Sundargarh","Office of the C.C.E.,R.W. Circle ,Sundargarh",CE RW I||RW-CIRCLE-SUNDARGARH,RWCCESNG-07 OF 2024-25,2024_CERWI_104299_32,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Registration certificate,GSTIN,PAN,Affidavits etc",1.0,ICICI BANK,"2,45,460",Yes,percentage,1.0%,Nil,Nil,1.0,Date Corrigendum,Date,,Construction of new 60 bedded SSD(PSH) hostel at Subdega of Subdega block in the district of Sundargarh for the year 2023-24.,Construction of new 60 bedded SSD(PSH) hostel at Subdega of Subdega block in the district of Sundargarh for the year 2023-24.,Please refer Tender documents. ,NA ,"2,45,45,952",Civil Works - Buildings,NA ,Tender,90.0,270.0,Sundargarh,770020.0,NA ,NA ,NA ,"Office of the C.C.E.,R.W. Circle ,Sundargarh",No ,No,AOC,Technical,Total five nos of bidder only.,Biswanath Sethy,11-Sep-2024 05:33 PM,,A.K Sahoo,Internal,,Binata Kishan,23-Jul-2025 01:51 PM,finsummary_505272.pdf (362.44 KB),Finance,Four nos of bidder .,Biswanath Sethy,18-Oct-2024 04:53 PM,finance_505272.pdf,BOQ Comparative Chart,B.Sethy,Internal,,Biswanath Sethy,09-Oct-2024 01:05 PM,18-Oct-2024 11:00 AM,techsummary_505272.pdf (1251.43 KB),05-Aug-2025,"INR 24,545,952.37",270.0,Binata Kishan,05-Aug-2025 05:51 PM,Subdega.pdf (362.00 KB),1,2533884,BHABANI SHANKAR PATEL,31-Aug-2024 05:32 PM,Rejected-Finance,Not Qualified,23-Jul-2025 01:51 PM,CE RW I||RW-CIRCLE-SUNDARGARH,2024_CERWI_104299_32,RWCCESNG-07 OF 2024-25,Construction of new 60 bedded SSD(PSH) hostel at Subdega of Subdega block in the district of Sundargarh for the year 2023-24.,1.0,2538405.0,M/S GITANJALI ENTERPRISES,INR,"20,866,514.11",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Annual turnover, work experience, machinaries and other documents as per DTCN.",2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2541696,GURU PRASAD MOHARANA,06-Sep-2024 09:54 AM,Rejected-Finance,Not Qualified,23-Jul-2025 01:51 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2538405,M/S GITANJALI ENTERPRISES,01-Sep-2024 04:15 PM,Accepted-AOC,Successful bidder by lottery,05-Aug-2025 05:51 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2542265,PRUTHIRAJ LENKA,07-Sep-2024 10:22 AM,Rejected-Technical,The signed copy of agreement executed between the electrical contractor MOU and electrical licence not furnished.,09-Oct-2024 01:05 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2541660,ROHIT MEHER,06-Sep-2024 11:15 PM,Rejected-AOC,Unsuccessful bidder,05-Aug-2025 05:51 PM,,,,,,,,,,AOC
