EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"10,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,GSTIN EMD PAN Valid RC Affidavit as per DTCN,"4,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB-DIVN-DHENKANAL,SE DKL (R and B) 37/ 2024-25,2025_EICCL_110610_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,SE Dhenkanal R and B Division,SE Dhenkanal R and B Division,14-Feb-2025 09:00 AM,28-Feb-2025 11:00 AM,14-Feb-2025 09:00 AM,27-Feb-2025 05:00 PM,NA ,NA ,14-Feb-2025 09:00 AM,27-Feb-2025 05:00 PM,"Supply and Installation of 30 KVA DG set at Boys hostel of Sarangdhar high school, Kamakyanagar, Dhenkanal","Supply and Installation of 30 KVA DG set at Boys hostel of Sarangdhar high school, Kamakyanagar, Dhenkanal",please refer tender documents  ,NA ,"9,74,118",Electrical Works,NA ,Tender,90.0,60.0,Dhenkanal,759001.0,NA ,NA ,NA ,SE Dhenkanal R and B Division,No ,No,1.0,ICICI BANK,AOC,1,2840132,MAA ENTERPRISERS,27-Feb-2025 04:55 PM,Rejected-AOC,Disqualified in transparent lottery,21-Aug-2025 12:15 PM,21-Aug-2025,"INR 974,118",60.0,JAYANTA PRASAD NAIK,21-Aug-2025 12:14 PM,348.pdf (421.00 KB),Agreement as on date 25.06.2025,Superintending Engineer,Internal,Sr DAO AEE Estimator JE Estimator,JAYANTA PRASAD NAIK,21-Aug-2025 11:53 AM,techsummary_530033.pdf (25.08 KB),EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB-DIVN-DHENKANAL,2025_EICCL_110610_5,SE DKL (R and B) 37/ 2024-25,"Supply and Installation of 30 KVA DG set at Boys hostel of Sarangdhar high school, Kamakyanagar, Dhenkanal",Superintending Engineer,Internal,Sr DAO AEE Estimator JE Estimator,JAYANTA PRASAD NAIK,21-Aug-2025 11:58 AM,finsummary_530033.pdf (25.08 KB),Finance,open,JAYANTA PRASAD NAIK,28-Feb-2025 06:40 PM,finance_530033.pdf,BOQ Comparative Chart,1.0,2840397.0,Subhendu Dash,INR,"828,098",AOC
,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,2840097,RM ENTERPRISES,27-Feb-2025 03:34 PM,Rejected-AOC,Disqualified in transparent lottery,21-Aug-2025 12:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2839904,RUPALI SETHY,27-Feb-2025 01:03 PM,Rejected-AOC,Disqualified in transparent lottery,21-Aug-2025 12:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2834971,SRD ENERGY TREE PVT LTD,24-Feb-2025 01:30 PM,Rejected-AOC,Disqualified in transparent lottery,21-Aug-2025 12:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2840397,Subhendu Dash,27-Feb-2025 03:39 PM,Accepted-AOC,Work has been awarded,21-Aug-2025 12:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
