Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"Superintending Engineer, Mahanadi Barrage Division","Superintending Engineer, Mahanadi Barrage Division ,Gandarpur,Cuttack-753003",01-May-2025 10:00 AM,14-May-2025 11:30 AM,01-May-2025 10:00 AM,13-May-2025 05:00 PM,01-May-2025 10:00 AM ,13-May-2025 04:00 PM ,01-May-2025 10:00 AM,13-May-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,8) Permanent restoration of Minor and sub-minor of MLC from RD 0.00 km. to 9.280 km. for the year 2025-26. (MBD11/2025-26),Permanent restoration of Minor and sub-minor of MLC from RD 0.00 km. to 9.280 km. for the year 2025-26. (MBD11/2025-26),Please refer Tender documents. ,NA ,"13,36,240",Civil Works - Others,NA ,Tender,90.0,120.0,Cutack,753003.0,NA ,NA ,NA ,"Superintending Engineer, Mahanadi Barrage Division",No ,No,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE Mahanadi Barrage Division Cuttack",e Procurement Notice No.02/2025-26,2025_CELBB_112985_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"13,365",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Pan card, Affidavit, Bid Security, NRC and GSTIN as per DTCN",AOC,21-Jun-2025,"INR 1,135,938",120.0,Kartika Samal,16-Aug-2025 01:28 PM,WO11.pdf (885.00 KB),"Work has been awarded to Susant Kumar Jena.The date of commencement/contract may please be recorded as dt.20.06.2025.The deposit towards EMD and ISD has been received in favour of SE MBD, Cuttack",1,2915562,BICHITRA NANDA DAS,13-May-2025 01:10 PM,Rejected-Finance,being unsuccessful tenderer on lottery system,21-Jun-2025 06:58 PM,SE MBD,Internal,"DAO,ESTIMATOR",Kartika Samal,18-Jun-2025 12:06 PM,techsummary_538080.pdf (373.77 KB),SE MBD,Internal,,CHANDRA SEKHARA SETHY,21-Jun-2025 06:58 PM,finsummary_538080.pdf (277.31 KB),"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE Mahanadi Barrage Division Cuttack",2025_CELBB_112985_8,e Procurement Notice No.02/2025-26,8) Permanent restoration of Minor and sub-minor of MLC from RD 0.00 km. to 9.280 km. for the year 2025-26. (MBD11/2025-26),1.0,2912794.0,SRI. SUSANTA KUMAR JENA,INR,"1,135,938",Finance,6 Nos. bidders participated,Kartika Samal,17-May-2025 04:43 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,AOC,,,,,,,,2,2914689,Bijaya Kumar Rana,13-May-2025 08:55 AM,Rejected-Finance,being unsuccessful tenderer on lottery system,21-Jun-2025 06:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2914265,JAYASHREE BEHERA,12-May-2025 07:55 PM,Rejected-Finance,being unsuccessful tenderer on lottery system,21-Jun-2025 06:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2915413,LIPU KUMAR MALL,13-May-2025 12:53 PM,Rejected-Finance,being unsuccessful tenderer on lottery system,21-Jun-2025 06:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2915280,PRAKASH CHANDRA BHUYAN,13-May-2025 11:38 AM,Rejected-Finance,being unsuccessful tenderer on lottery system,21-Jun-2025 06:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2912794,SRI. SUSANTA KUMAR JENA,12-May-2025 11:28 AM,Accepted-AOC,Lottery Winner,16-Aug-2025 01:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
