Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
SUPERINTENDING ENGINEER,"O/O THE S.E. M.I.DIVISION,ANANDAPUR, AT/PO-SALAPAD",Improvement to Manjuribahal MIP in Ghasipura block of Keonjhar district under DPIW scheme for the year 2024-25,Improvement to Manjuribahal MIP in Ghasipura block of Keonjhar district under DPIW scheme for the year 2024-25,Please refer Tender documents. ,NA ,"25,00,000",Civil Works - Others,NA ,Rate Contract,90.0,90.0,GHASIPURA,758020.0,NA ,NA ,NA ,"O/O THE S.E. M.I.DIVISION,ANANDAPUR, AT/PO-SALAPAD",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"License, PAN, GST, EMD, Affidavits,Other relevant documents as per DTCN","25,000",Yes,fixed,,Nil,Nil,01-Nov-2024 02:00 PM,16-Nov-2024 11:00 AM,01-Nov-2024 02:10 PM,14-Nov-2024 05:00 PM,NA ,NA ,01-Nov-2024 02:15 PM,14-Nov-2024 05:00 PM,1.0,ICICI BANK,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||M I Division Anandapur",Identification No-08 MID (ANP/2024-25),2024_CEMIB_106269_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,AOC,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||M I Division Anandapur",2024_CEMIB_106269_2,Identification No-08 MID (ANP/2024-25),Improvement to Manjuribahal MIP in Ghasipura block of Keonjhar district under DPIW scheme for the year 2024-25,SE,Internal,,Ashok Kumar Sethi,03-Dec-2024 11:55 AM,finsummary_513846.pdf (199.68 KB),Finance,summary,Ashok Kumar Sethi,03-Dec-2024 11:34 AM,finance_513846.pdf,BOQ Comparative Chart,1.0,2644580.0,MRUTYUNJAY JENA,INR,"947,982.34",1,2645578,ABHILIPSA PRIYADARSINI JENA,14-Nov-2024 12:52 PM,Rejected-Finance,REJECTED AFTER LOTTERY,03-Dec-2024 11:55 AM,05-Dec-2024,"INR 947,982.34",90.0,Ashok Kumar Sethi,04-Aug-2025 05:52 PM,majuribahalierm.pdf (204.00 KB),SE,Internal,,Ashok Kumar Sethi,03-Dec-2024 11:41 AM,techsummary_513846.pdf (199.68 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2641574,AMULYA PADHI,12-Nov-2024 01:09 PM,Rejected-Finance,REJECTED AFTER LOTTERY,03-Dec-2024 11:55 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2638918,CHINTAMANI SAHOO,11-Nov-2024 02:04 PM,Rejected-Finance,REJECTED AFTER LOTTERY,03-Dec-2024 11:55 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2639027,DEBASIS MISHRA,11-Nov-2024 02:20 PM,Rejected-Finance,REJECTED AFTER LOTTERY,03-Dec-2024 11:55 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2645073,DURYODHAN SAHOO,13-Nov-2024 10:14 PM,Rejected-Finance,REJECTED AFTER LOTTERY,03-Dec-2024 11:55 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2638858,GITA RANI SAHOO,11-Nov-2024 01:56 PM,Rejected-Finance,REJECTED AFTER LOTTERY,03-Dec-2024 11:55 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2642562,GOLAP SAHOO,12-Nov-2024 05:17 PM,Rejected-Finance,REJECTED AFTER LOTTERY,03-Dec-2024 11:55 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2643816,HADIBANDHU KHUNTIA,13-Nov-2024 12:32 PM,Rejected-Finance,REJECTED AFTER LOTTERY,03-Dec-2024 11:55 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2645973,JAGABANDHU JENA,14-Nov-2024 04:43 PM,Rejected-Finance,REJECTED AFTER LOTTERY,03-Dec-2024 11:55 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2645584,KALANDI JENA,14-Nov-2024 12:50 PM,Rejected-Finance,REJECTED AFTER LOTTERY,03-Dec-2024 11:55 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,2645625,LALATENDU NAYAK,14-Nov-2024 02:10 PM,Rejected-Finance,REJECTED AFTER LOTTERY,03-Dec-2024 11:55 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,2644580,MRUTYUNJAY JENA,13-Nov-2024 05:01 PM,Accepted-AOC,aoc,04-Aug-2025 05:52 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,2645703,Nishikanta Swain,14-Nov-2024 01:38 PM,Rejected-Finance,REJECTED AFTER LOTTERY,03-Dec-2024 11:55 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,14,2645515,PRASANNA BHUYAN,14-Nov-2024 12:24 PM,Rejected-Finance,REJECTED AFTER LOTTERY,03-Dec-2024 11:55 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,15,2640373,RABINDRANATH SETHY,11-Nov-2024 07:17 PM,Rejected-Finance,REJECTED AFTER LOTTERY,03-Dec-2024 11:55 AM,,,,,,,,,,,,,AOC
