Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, EMD, GST, Affidavit, PAN, Paper cost and other Documents as per DTCN","Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",Rourkela Municipal Corporation,MC/RMC/21/2025,2025_RMC_112950_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Due Date Extended for tenders closing on 07-05-2025.,Admin Corrigendum Date Extend,,"21,480",Yes,fixed,,Nil,Nil,30-Apr-2025 06:00 PM,12-May-2025 11:00 AM,30-Apr-2025 06:00 PM,10-May-2025 05:00 PM,NA ,NA ,30-Apr-2025 06:00 PM,10-May-2025 05:00 PM,1.0,ICICI BANK,"6,000",Nil,Nil,No,"Provision of 250KVA S S for Enhancement of connected load of Newly Constructed MCC at Tarkera near RSP Dumping Site, Rourkela.",Electrical,Please refer Tender documents. ,NA ,"21,48,000",Electrical Works,NA ,Tender,90.0,30.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,AOC,1,2910630,GYANA RANJAN PANI,09-May-2025 06:32 PM,Rejected-Technical,By The Tender Committee,08-Aug-2025 12:58 PM,Commissioner,External,"Audit Officer, Superintending Engineer, Joint Commissioner",Birendra Nanda,08-Aug-2025 12:58 PM,techsummary_538020.pdf (550.63 KB),Finance,EMD refund,Birendra Nanda,08-Aug-2025 12:49 PM,finance_538020.pdf,BOQ Comparative Chart,1.0,2907774.0,saraswati telesolutions,INR,"1,826,160.35",08-Aug-2025,"INR 1,826,160.35",30.0,Birendra Nanda,08-Aug-2025 01:15 PM,BID21.pdf (551.00 KB),Awarded to Saraswati Telesolution,Commissioner,External,"Audit Officer, Superintending Engineer, Joint Commissioner",Birendra Nanda,08-Aug-2025 01:08 PM,finsummary_538020.pdf (550.63 KB),Rourkela Municipal Corporation,2025_RMC_112950_1,MC/RMC/21/2025,"Provision of 250KVA S S for Enhancement of connected load of Newly Constructed MCC at Tarkera near RSP Dumping Site, Rourkela.",AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2905004,RAKESH PATTANAYAK,04-May-2025 01:07 PM,Rejected-Technical,By The Tender Committee,08-Aug-2025 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2911143,SARADA TECHNO SERVICES,10-May-2025 01:48 PM,Rejected-Technical,By The Tender Committee,08-Aug-2025 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2907774,saraswati telesolutions,10-May-2025 04:27 PM,Accepted-AOC,By The Tender Committee,08-Aug-2025 01:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
