S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1,1544400,Aditya Dev Infratech Private Limited,22-Jun-2021 08:50 PM,Rejected-AOC,L1,11-Aug-2025 05:31 PM,Technical,Opened,Bijoy Chandra Tripathy,24-Jun-2021 01:49 PM,,Finance,Opened,Durga Prasanna Mishra,14-Jul-2021 06:04 PM,,BOQ Comparative Chart,11-Aug-2025,"INR 153,413,887",365.0,Managobinda Biswal,11-Aug-2025 05:31 PM,AOC_Nandankanan.pdf (236.00 KB),AOC,Principal Secretary to Govt. Works Dept Odisha,Internal,EIC Civil Odisha CE Buildings Odisha FA cum Special Secy to Govt Works Dept Odisha,Managobinda Biswal,11-Aug-2025 05:22 PM,finsummary_351551.pdf (235.82 KB),Er P K Samal EIC Civil Odisha,Internal,Er G C Sahu CE Buildings Odisha Er D P Mishra Addl CE Buildings Er B K Nayak ACE Buildings Sr R N Acharya Financial Advisor,Durga Prasanna Mishra,13-Jul-2021 05:34 PM,14-Jul-2021 04:30 PM,techsummary_351551.pdf (1078.99 KB),EIC-CIVIL,2021_EICCL_67964_1,EIC (B) - 01 / 2021-22,"Construction of Boundary Wall around Chudanga Reserve Forest and Krushna Nagar Protected Forest of Nandankanan Zoological Park, Bhubaneswar",1.0,1573464.0,Ramacivil India Construction Pvt. Ltd.,INR,"153,413,887",AOC,"10,000",0.0,Nil,Nil,No,22-Apr-2021 06:45 PM,24-Jun-2021 11:30 AM,22-Apr-2021 06:45 PM,23-Jun-2021 05:00 PM,NA ,NA ,22-Apr-2021 06:45 PM,23-Jun-2021 05:00 PM,14-Jul-2021 04:30 PM,EIC-CIVIL,EIC (B) - 01 / 2021-22,2021_EICCL_67964_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Paper Cost Online, PAN, GSTIN, Affidavit, Regd. Certificate and other Documents as per DTCN.",1.0,ICICI BANK,"Construction of Boundary Wall around Chudanga Reserve Forest and Krushna Nagar Protected Forest of Nandankanan Zoological Park, Bhubaneswar","Construction of Boundary Wall around Chudanga Reserve Forest and Krushna Nagar Protected Forest of Nandankanan Zoological Park, Bhubaneswar",Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,90.0,365.0,Bhubaneswar,754005.0,NA ,NA ,NA ,"O/o. the E.I.C. (Civil), Odisha, Bhubaneswar",No ,No,1.0,CORRIGENDUM.,Date,,"Engineer-in-Chief (Buildings), Odisha, Bhubaneswar","O/o. the E.I.C. (Civil), Odisha, Unit-V, Nirman Soudha, Bhubaneswar",0.0,No,fixed,,Nil,Nil,AOC
2,1572857,B.N.PARIDA AND CO.,23-Jun-2021 02:43 PM,Rejected-Technical,Disqualified,13-Jul-2021 05:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,2.0,1ST CORRIGENDUM,Other,,,,,,,,,,AOC
3,1533523,DILLIP CONSTRUCTIONS PRIVATE LIMITED,23-Jun-2021 02:07 PM,Rejected-Finance,L3,11-Aug-2025 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,1529700,D. K. Engineering and Construction,21-Jun-2021 09:36 AM,Rejected-AOC,L1,11-Aug-2025 05:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,1529111,GOURANG CHARAN DAS,03-May-2021 01:07 PM,Rejected-AOC,L1,11-Aug-2025 05:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,1573642,M/s. fortune group,23-Jun-2021 12:17 PM,Rejected-Finance,L2,11-Aug-2025 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,1573920,M/S KBM CONSTRUCTION,23-Jun-2021 04:42 PM,Rejected-Technical,Disqualified,13-Jul-2021 05:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,1572862,M/s MANORAMA CONSTRUCTIONS,23-Jun-2021 02:46 PM,Rejected-Technical,Disqualified,13-Jul-2021 05:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,1573534,MS RSC INFRATECH DEVELOPERS LLP,23-Jun-2021 11:05 AM,Rejected-Finance,L4,11-Aug-2025 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,1573464,Ramacivil India Construction Pvt. Ltd.,23-Jun-2021 10:50 AM,Accepted-AOC,L1 (Selected through Transparent Lottery),11-Aug-2025 05:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
