EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"16,500",Yes,fixed,,Nil,Nil,Executive Officer Brajrajnagar Municipality,Brajrajnagar Municipality At-Lamtibahal PO-Brajrajnagar Dist-Jharsuguda,Repair of Bathing Ghats of different Places.,Bathing Ghats,Please refer Tender documents ,NA ,"16,50,000",Civil Works - Others,NA ,Tender,90.0,60.0,Brajrajnagar Municipal Area,768216.0,NA ,NA ,NA ,Brajrajnagar Municipality,No ,No,1,Fee/PreQual/Technical,.pdf,"Contractor License, T.P., E.M.D. copy, PAN, GST, Affidavit and other relevant documents of this DTCN",Municipal Bodies||Brajrajnagar Municipality,BRJNRM -01/2025-26,2025_ORULB_113785_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,26-May-2025 01:00 PM,05-Jun-2025 09:00 AM,26-May-2025 01:00 PM,04-Jun-2025 01:00 PM,NA ,NA ,26-May-2025 01:00 PM,04-Jun-2025 01:00 PM,21-Jun-2025 11:00 AM,1,ICICI BANK,"6,000",0.0,Nil,Nil,No,AOC,Municipal Bodies||Brajrajnagar Municipality,2025_ORULB_113785_4,BRJNRM -01/2025-26,Repair of Bathing Ghats of different Places.,Technical,ok,Chandramani Swain,19-Jun-2025 12:32 PM,technical_540983.pdf,"Sri Krishna Gopal Sitani, Chairperson, Brajrajnagar Municipality.",Internal,"Accountant, Auditor, Asst. Engineer, Municipal Engineer, Executive Officer, Chairperson, Brajrajnagar Municipality.",Chandramani Swain,19-Aug-2025 12:21 PM,finsummary_540983.pdf (394.25 KB),1.0,2949746.0,SUBRATA KUMAR DASH,INR,"1,383,153.13",19-Aug-2025,"INR 1,650,000",60.0,Chandramani Swain,19-Aug-2025 12:34 PM,4.pdf (222.00 KB),1,2949815,MAHADAS PANIKA (S.C),03-Jun-2025 01:25 PM,Rejected-AOC,Rejected,19-Aug-2025 12:35 PM,"Sri Krishna Gopal Sitani, Chairperson, Brajrajnagar Municipality.",Internal,"Accountant, Auditor, Asst. Engineer, Municipal Engineer, Executive Officer, Chairperson, Brajrajnagar Municipality.",Chandramani Swain,20-Jun-2025 01:04 PM,21-Jun-2025 11:00 AM,techsummary_540983.pdf (164.41 KB),Finance,ok,Chandramani Swain,21-Jun-2025 12:17 PM,finance_540983.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Bills of Quantity,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2949746,SUBRATA KUMAR DASH,03-Jun-2025 01:12 PM,Accepted-AOC,Accepted,19-Aug-2025 12:35 PM,,,,,,,,,,,,,,AOC
