S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,Construction of Canal Crossing on Disty No-6D3C1 at RD 275 m and on Disty No-6E at RD 3676 m of Kendrapara Canal for the year 2025-26,Construction of Canal Crossing on Disty No-6D3C1 at RD 275 m and on Disty No-6E at RD 3676 m of Kendrapara Canal for the year 2025-26,Please refer Tender documents. ,NA ,"36,97,650",Civil Works - Others,NA ,Tender,90.0,240.0,KENDUPATNA,754021.0,NA ,NA ,NA ,"O/O THE SUPERINTENDING ENGINEER, MND-I, JAGATPUR",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,PAN,GSTIN,RC,NRC, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",25-Apr-2025 10:00 AM,06-May-2025 11:30 AM,25-Apr-2025 10:00 AM,05-May-2025 05:30 PM,25-Apr-2025 10:00 AM ,01-May-2025 05:30 PM ,25-Apr-2025 10:00 AM,05-May-2025 05:30 PM,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE, Mahanadi North Division,Jagatpur",MND-03/2025-26,2025_CELBB_112771_23,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"SUPERINTENDING ENGINEER, MND-I, JAGATPUR","O/O THE SUPERINTENDING ENGINEER, MND-I, JAGATPUR","37,000",Yes,fixed,,Nil,Nil,AOC,ER. SANDEEP KUMAR,Internal,,Rosalin Mohanty,05-Aug-2025 11:23 PM,techsummary_537421.pdf (1039.08 KB),ER. SANDEEP KUMAR,Internal,,Sandeep Kumar,15-Aug-2025 06:43 PM,finsummary_537421.pdf (1435.37 KB),Finance,23 nos. bidders are participated.,Sandeep Kumar,13-May-2025 03:59 PM,,BOQ Comparative Chart,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE, Mahanadi North Division,Jagatpur",2025_CELBB_112771_23,MND-03/2025-26,Construction of Canal Crossing on Disty No-6D3C1 at RD 275 m and on Disty No-6E at RD 3676 m of Kendrapara Canal for the year 2025-26,1.0,2902955.0,AMAR KUMAR MALLA,INR,"3,143,373",1,2902955,AMAR KUMAR MALLA,01-May-2025 09:16 PM,Accepted-AOC,selected in lottery,15-Aug-2025 10:38 PM,15-Aug-2025,"INR 3,143,373",240.0,Sandeep Kumar,15-Aug-2025 10:38 PM,23.PDF (1435.00 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2905179,ASHIS DAS,04-May-2025 04:24 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,15-Aug-2025 06:43 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2906218,AURODEEP ROUT,05-May-2025 02:39 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,15-Aug-2025 06:43 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2904854,BISWAJIT SWAIN PROP. BINODINI ENTERPRISES,05-May-2025 02:06 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,15-Aug-2025 06:43 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2904222,CHANDAN KUMAR JENA,05-May-2025 11:08 AM,Rejected-Finance,NOT SELECTED IN LOTTERY,15-Aug-2025 06:43 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2905641,DINESH KUMAR,05-May-2025 10:21 AM,Rejected-Finance,NOT SELECTED IN LOTTERY,15-Aug-2025 06:43 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2905292,KABITA BEHERA,04-May-2025 08:03 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,15-Aug-2025 06:43 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2904852,LIPU KUMAR MALL,04-May-2025 12:35 AM,Rejected-Finance,NOT SELECTED IN LOTTERY,15-Aug-2025 06:43 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2904808,MAHESWAR BEHURA,04-May-2025 12:30 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,15-Aug-2025 06:43 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2905497,MANAS RANJAN SWAIN,05-May-2025 01:07 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,15-Aug-2025 06:43 PM,,,,,,,AOC
