S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,CHIEF ENGINEER OPHWC,CHIEF ENGINEER OPHWC,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",Constn. Of DFSL Bldg. with Dog Kennel at Nayagarh,Building Work,Please refer Tender documents ,NA ,"1,07,70,669",Civil Works - Buildings,NA ,Tender,90.0,120.0,Nayagarh,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,"11,800",0.0,Nil,Nil,No,12-Jun-2025 06:55 PM,30-Jun-2025 10:30 AM,12-Jun-2025 06:55 PM,26-Jun-2025 05:00 PM,NA ,NA ,12-Jun-2025 06:55 PM,26-Jun-2025 05:00 PM,29-Jul-2025 10:30 AM,"1,07,700",Yes,fixed,,Nil,Nil,Orissa State Police Housing and Welfare Corporation Ltd,05/OPHWC/2025-26,2025_OSPHW_114352_23,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,AS PER AS ACCEPTANCE LETTER,Internal,AS PER AS ACCEPTANCE LETTER,Bikram Keshari Malla,22-Aug-2025 01:17 PM,finsummary_542959.pdf (365.40 KB),Technical,2 Nos.of bidders have been participated,Bikram Keshari Malla,02-Jul-2025 11:14 AM,,AS PER TC MINUTES,Internal,AS PER TC MINUTES,Srikanta Samal,28-Jul-2025 04:25 PM,29-Jul-2025 10:30 AM,techsummary_542959.pdf (304.82 KB),Finance,financial bid opened,Bikram Keshari Malla,29-Jul-2025 11:18 AM,,BOQ Comparative Chart,Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_114352_23,05/OPHWC/2025-26,Constn. Of DFSL Bldg. with Dog Kennel at Nayagarh,1.0,2976655.0,RAJ KISHORE DALEI,INR,"9,318,783",1.0,2977983.0,RABINDRA NATH SAHOO,23-Jun-2025 11:11 AM,Rejected-Finance,DUE TO L1 BIDDER BUT L2 BIDDER IS SC BIDDER,22-Aug-2025 01:17 PM,22-Aug-2025,"INR 9,318,783",120.0,Bikram Keshari Malla,22-Aug-2025 01:19 PM,WORKORDERF.pdf (513.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 18.08.2025,AOC
2.0,ICICI NEFT/RTGS,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2976655.0,RAJ KISHORE DALEI,23-Jun-2025 10:41 AM,Accepted-AOC,QUALIFIED BIDDER,22-Aug-2025 01:19 PM,,,,,,,,AOC
,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
