Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,6 nos bidder participated,Biswajit Naik,29-Mar-2025 08:12 PM,finance_530934.pdf,BOQ Comparative Chart,1.0,2843842.0,Haragouri Power and Infra,INR,"721,392",CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Sambalpur,2025_CERWI_110959_4,EE/RWELECT/SBP/29/2024-25,Shifting of 11KV HT Line Telibandh feeder for construction of Road from Rampur to Kampara Under RWES Boudh,EE RW Electrical Division Sambalpur,Internal,"EE,DA,AEE Estimator,JE Estimator",Soumen Sahu,13-Aug-2025 06:02 PM,finsummary_530934.pdf (582.88 KB),EE RW Electrical Division Sambalpur,Internal,"EE, DA, AEE ESTIMATOR, JE ESTIMATOR",Soumen Sahu,13-Aug-2025 01:51 PM,techsummary_530934.pdf (582.87 KB),13-Aug-2025,"INR 721,392",180.0,Soumen Sahu,13-Aug-2025 06:07 PM,WORKORDER.pdf (654.00 KB),AOC,1,2843813,Ananta Charan Routray,03-Mar-2025 09:10 PM,Rejected-AOC,Not selected,13-Aug-2025 06:07 PM,AOC,EE RW Electrical Division Sambalpur,Sakhipara,24-Feb-2025 11:30 AM,06-Mar-2025 11:30 AM,24-Feb-2025 11:30 AM,04-Mar-2025 05:00 PM,NA ,NA ,24-Feb-2025 11:30 AM,04-Mar-2025 05:00 PM,Shifting of 11KV HT Line Telibandh feeder for construction of Road from Rampur to Kampara Under RWES Boudh,Shifting of 11KV HT Line Telibandh feeder for construction of Road from Rampur to Kampara Under RWES Boudh,Please refer Tender documents. ,NA ,"8,48,597",Electrical Works,NA ,Tender,90.0,90.0,Rampur,762014.0,NA ,NA ,NA ,RW Electrical Division Sambalpur,No ,No,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper,GST,EMD,GST IN,PAN,Affidavit,Valid HT Electrical Licence","8,486",No,fixed,,Nil,Nil,CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Sambalpur,EE/RWELECT/SBP/29/2024-25,2025_CERWI_110959_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2843761,BHUBAN ENGINEERING PVT LTD,04-Mar-2025 02:19 PM,Rejected-Finance,HIGHEST BIDDER,13-Aug-2025 06:02 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2843401,Debabrata Panda,03-Mar-2025 01:47 PM,Rejected-Finance,HIGHEST BIDDER,13-Aug-2025 06:02 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2843842,Haragouri Power and Infra,03-Mar-2025 10:21 PM,Accepted-AOC,Selected through transparent lottery system,13-Aug-2025 06:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2844163,MAA SAMLESWARI ENGINEERING,04-Mar-2025 03:52 PM,Rejected-AOC,Not selected,13-Aug-2025 06:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2843981,SRIDHAR SAHOO,04-Mar-2025 02:27 PM,Rejected-Finance,HIGHESTBIDDER,13-Aug-2025 06:02 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
