S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,ICICI BANK,Superintending Engineer,"O/o SE, Jajpur Irrigation Division, Jajpur","6,000",Nil,Nil,No,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jajpur Irrigation Division,e-Procurement Notice No.17/ 2024-25,2025_CDJID_111675_21,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,14-Mar-2025 04:00 PM,25-Mar-2025 11:30 AM,14-Mar-2025 04:00 PM,24-Mar-2025 05:00 PM,14-Mar-2025 04:00 PM ,19-Mar-2025 05:00 PM ,14-Mar-2025 04:00 PM,24-Mar-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GSTIN, RC, Documents related to EMD exemption",JJPR-29/24-25 Restoration to Disty No 3(M) of HLC Range III (Construction of 3 Nos of VR Bridge and 9 nos of outlet),Restoration work,Please refer Tender documents. ,NA ,"30,00,038",Civil Works - Others,NA ,Tender,90.0,180.0,"Dhamnagar, Bhadrak",756117.0,NA ,NA ,NA ,"O/o SE, Jajpur Irrigation Division, Jajpur",No ,No,"30,000",Yes,fixed,,Nil,Nil,AOC,"Superintending Engineer, Jajpur Irrigation Division",Internal,"Estimator and DAO, Jajpur Irrigation Division",Antaryami Mohanty,09-May-2025 11:53 AM,techsummary_533346.pdf (516.11 KB),"Superintending Engineer, Jajpur Irrigation Division",Internal,"Estimator and DAO, Jajpur Irrigation Division",Ratnakar Dalai,19-Aug-2025 03:09 PM,finsummary_533346.pdf (479.33 KB),Finance,Uploaded tender documents of all the bidders have been downloaded successfully.,Sarat Chandra Ghadei,25-Mar-2025 08:05 PM,finance_533346.pdf,BOQ Comparative Chart,19-Aug-2025,"INR 2,550,332.02",180.0,Ratnakar Dalai,19-Aug-2025 03:11 PM,17_29.pdf (479.00 KB),Contract Awarded,1,2864651,ASHOK KUMAR PANIGRAHI,24-Mar-2025 10:44 AM,Rejected-Technical,Did not satisfy as per DTCN,09-May-2025 11:53 AM,1.0,2863999.0,MADHUSMITA BEHERA,INR,"2,550,332.02",CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jajpur Irrigation Division,2025_CDJID_111675_21,e-Procurement Notice No.17/ 2024-25,JJPR-29/24-25 Restoration to Disty No 3(M) of HLC Range III (Construction of 3 Nos of VR Bridge and 9 nos of outlet),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavits, No Relation Certificate, undertakings and any other documents as per SBD/DTCN",,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,2864047,BAIDHAR BHARATI,22-Mar-2025 08:27 AM,Rejected-Technical,Did not satisfy as per DTCN,09-May-2025 11:53 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,2863946,"BHADRAKALI ENGINEERING AND INFRASTRUCTURE PVT. LTD, DIRECTOR-TAPAN KUMAR DAS",22-Mar-2025 10:35 AM,Rejected-Technical,Did not satisfy as per DTCN,09-May-2025 11:53 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,2865501,Bidyadhar Sahoo,24-Mar-2025 04:04 PM,Rejected-Technical,Did not satisfy as per DTCN,09-May-2025 11:53 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,2866787,DEBABRATA MOHAPATRA,24-Mar-2025 02:35 PM,Rejected-Technical,Did not satisfy as per DTCN,09-May-2025 11:53 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,2866565,Dhirendra Kumar Samal,24-Mar-2025 01:11 PM,Rejected-Technical,Did not satisfy as per DTCN,09-May-2025 11:53 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,2859796,DURYODHAN PATRA,22-Mar-2025 10:17 AM,Rejected-Technical,Did not satisfy as per DTCN,09-May-2025 11:53 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,2863999,MADHUSMITA BEHERA,23-Mar-2025 08:13 PM,Accepted-AOC,Won the lottery,19-Aug-2025 03:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,2864693,MANORANJAN ROUT,22-Mar-2025 03:40 PM,Rejected-Technical,Did not satisfy as per DTCN,09-May-2025 11:53 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,2862033,MITESH MOHANTY,21-Mar-2025 09:37 PM,Rejected-Technical,Did not satisfy as per DTCN,09-May-2025 11:53 AM,,,,,,,,,,AOC
