Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"P.H. works (SI,SD AND WS) to construction of Sub center Building at Kulta of Sundargarh block in Sundargarh District under (XV-FC) in the F.Y. 2022-23.","P.H. works (SI,SD AND WS) to construction of Sub center Building at Kulta of Sundargarh block in Sundargarh District under (XV-FC) in the F.Y. 2022-23.",Please refer Tender documents. ,NA ,"6,77,999",Civil Works - Buildings,NA ,Tender,90.0,NA ,Kulta,770022.0,NA ,NA ,NA ,"O/O THE SE RW (PH) DIVISION,BHUBANESWAR",No ,No,"Executive Engineer,RW (PH) Division, BBSR","SE RW (PH) DIVISION, BBSR Behind Esplande mall, Bomikhal, Rasulgarh,751010",CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,EERWPH-05/2025-26,2025_CERWI_113223_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,800",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid License Document as per tender class of contractor in NIT, GST, Certificate, PAN Card","4,000",0.0,Nil,Nil,No,14-May-2025 11:00 AM,26-May-2025 11:00 AM,14-May-2025 11:00 AM,23-May-2025 05:00 PM,NA ,NA ,14-May-2025 11:00 AM,23-May-2025 05:00 PM,1.0,ICICI BANK,AOC,1,2927413,BHAGABATI SOHELA,21-May-2025 02:12 PM,Rejected-Finance,Not Qualified in Transparency lottery,29-Jul-2025 01:45 PM,29-Jul-2025,"INR 576,367",90.0,Anil Kumar Das,01-Aug-2025 01:44 PM,4668.pdf (318.00 KB),Executive Engineer,Internal,,Anil Kumar Das,09-Jun-2025 02:37 PM,techsummary_538857.pdf (373.82 KB),Executive Engineer,Internal,,Anil Kumar Das,29-Jul-2025 01:45 PM,finsummary_538857.pdf (59.65 KB),CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,2025_CERWI_113223_3,EERWPH-05/2025-26,"P.H. works (SI,SD AND WS) to construction of Sub center Building at Kulta of Sundargarh block in Sundargarh District under (XV-FC) in the F.Y. 2022-23.",1.0,2925694.0,P. TARINI PRASAD,INR,"576,367",Finance,COMPARATIVE STATEMENT,Anil Kumar Das,27-May-2025 01:35 PM,finance_538857.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"EMD, Tender Paper cost, Affidavit for correctness and no Relation Certificate",,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,2925736,KEDAR CHOUDHURY,19-May-2025 09:48 PM,Rejected-Finance,Not Qualified in Transparency lottery,29-Jul-2025 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,AOC,3,2930089,MAYADHAR BEHERA,23-May-2025 03:56 PM,Rejected-Finance,Not Qualified in Transparency lottery,29-Jul-2025 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2927665,PRADEEP KUMAR SAHOO,23-May-2025 11:11 AM,Rejected-Finance,Not Qualified in Transparency lottery,29-Jul-2025 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2925694,P. TARINI PRASAD,20-May-2025 01:29 PM,Accepted-AOC,Qualified in Transparency lottery,01-Aug-2025 01:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2926260,RABINDRA MEHER,21-May-2025 11:46 AM,Rejected-Finance,Not Qualified in Transparency lottery,29-Jul-2025 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
