Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,ok,TAPASA KUMAR SAMAL,06-May-2025 10:42 AM,,BOQ Comparative Chart,Gulmaki Dalawzi,Internal,Details attached below,TAPASA KUMAR SAMAL,13-Aug-2025 07:38 PM,techsummary_536826.pdf (240.58 KB),13-Aug-2025,"INR 565,917",90.0,TAPASA KUMAR SAMAL,13-Aug-2025 07:45 PM,237.pdf (854.00 KB),work order issued,Municipal Bodies||Bhadrak Municipality,2025_ORULB_112423_237,BM-BDK-01-2025-26,Construction of paver road from SBI ATM towards Shiva Mandir near PWD road culvert in Ward No.13,1,2897993,Dayanidhi Mohapatra,28-Apr-2025 01:56 PM,Accepted-AOC,Quoted first lowest,13-Aug-2025 07:45 PM,1.0,2897993.0,Dayanidhi Mohapatra,INR,"565,917",Gulmaki Dalawzi,Internal,Details attached below,TAPASA KUMAR SAMAL,13-Aug-2025 07:42 PM,finsummary_536826.pdf (240.58 KB),AOC,Construction of paver road from SBI ATM towards Shiva Mandir near PWD road culvert in Ward No.13,Construction of paver road from SBI ATM towards Shiva Mandir near PWD road culvert in Ward No.13,Please refer Tender documents. ,NA ,"5,84,022",Civil Works - Others,NA ,Tender,90.0,90.0,Bhadrak Municipality,756100.0,NA ,NA ,NA ,"Executive Officer, Bhadrak Municipality",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid document cost, EMD, GST, Registration Certificate, Affidavit and other documents as per DTC",1,ICICI BANK,"Executive Officer, Bhadrak Municipality","Executive Officer, Bhadrak Municipality","5,900",Yes,fixed,,Nil,Nil,17-Apr-2025 10:00 AM,29-Apr-2025 11:00 AM,17-Apr-2025 10:00 AM,28-Apr-2025 05:00 PM,NA ,NA ,17-Apr-2025 10:00 AM,28-Apr-2025 05:00 PM,Municipal Bodies||Bhadrak Municipality,BM-BDK-01-2025-26,2025_ORULB_112423_237,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,2896706,Nishi Kanta Nayak,27-Apr-2025 02:57 PM,Rejected-AOC,Quoted second lowest,13-Aug-2025 07:45 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
