Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,08-Aug-2025 12:37 PM,finsummary_534914.pdf (209.77 KB),Rourkela Municipal Corporation,2025_RMC_112098_1,MC/RMC/19/2025,"3 Phase Power Supply to Market Complex at Basanti Colony near Jagannath Temple, Rourkela.",1.0,2884014.0,SARADA TECHNO SERVICES,INR,"2,112,351.93",08-Aug-2025,"INR 2,112,351.93",30.0,Birendra Nanda,08-Aug-2025 12:39 PM,BID19.pdf (210.00 KB),Awarded to Sarada Techno Service,1,2882704,BIPLAB KUMAR NAYAK,11-Apr-2025 08:07 PM,Rejected-Technical,By The Tender Committee,08-Aug-2025 12:33 PM,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,08-Aug-2025 12:33 PM,techsummary_534914.pdf (209.77 KB),Finance,EMD refund,Birendra Nanda,08-Aug-2025 12:30 PM,finance_534914.pdf,BOQ Comparative Chart,AOC,29-Mar-2025 06:00 PM,16-Apr-2025 11:00 AM,29-Mar-2025 06:00 PM,15-Apr-2025 05:00 PM,NA ,NA ,29-Mar-2025 06:00 PM,15-Apr-2025 05:00 PM,"3 Phase Power Supply to Market Complex at Basanti Colony near Jagannath Temple, Rourkela.",Electrical,Please refer Tender documents. ,NA ,"24,85,000",Electrical Works,NA ,Tender,90.0,30.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela.",No ,No,1.0,ICICI BANK,Rourkela Municipal Corporation,MC/RMC/19/2025,2025_RMC_112098_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"24,850",Yes,fixed,,Nil,Nil,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela.","6,000",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, EMD, GST, PAN, Paper Cost and other Documents as per DTCN",AOC
,,,,,,,,,,,,,,,,,,,,,,2,2879651,DEEPSIKHA ENTERPRISES,09-Apr-2025 01:14 PM,Rejected-Technical,By The Tender Committee,08-Aug-2025 12:33 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,,,3,2878454,JUPITER ENGINEERS,07-Apr-2025 08:16 PM,Rejected-Technical,By The Tender Committee,08-Aug-2025 12:33 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,2878516,M/S AJAY KUMAR DAS,07-Apr-2025 10:25 PM,Rejected-Technical,By The Tender Committee,08-Aug-2025 12:33 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,2876533,RAKESH PATTANAYAK,05-Apr-2025 12:36 PM,Rejected-Technical,By The Tender Committee,08-Aug-2025 12:33 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,2884014,SARADA TECHNO SERVICES,14-Apr-2025 07:05 PM,Accepted-AOC,By The Tender Committee,08-Aug-2025 12:40 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,7,2884651,saraswati telesolutions,15-Apr-2025 02:40 PM,Rejected-Technical,By The Tender Committee,08-Aug-2025 12:33 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
