Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Municipal Bodies||Sambalpur Municipal Corporation,2025_ORULB_109863_34,25/SMC_SBP/2024-25,"Construction of Paver road , drain and one culvert from Gopalpali Village Main road PWD CC road TO nh Service road( Via Honda Service Centre) Ward No-13",1.0,2804067.0,ARYA KUMAR NATH,INR,"3,038,247",1,2804067,ARYA KUMAR NATH,09-Feb-2025 12:43 AM,Accepted-AOC,successful,14-Aug-2025 12:30 PM,14-Aug-2025,"INR 3,038,247.16",90.0,PADMINI MEHER,14-Aug-2025 12:30 PM,25smc34.pdf (995.00 KB),successful,Finance,Five number bidders participated for this work which will submitted before Tender committee for necessary approval as per OPWD Rule.,Dhananjaya Panda,21-Feb-2025 05:36 PM,finance_527590.pdf,BOQ Comparative Chart,"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",PADMINI MEHER,14-Aug-2025 12:28 PM,finsummary_527590.pdf (994.73 KB),"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",PADMINI MEHER,14-Aug-2025 12:22 PM,techsummary_527590.pdf (994.73 KB),AOC,31-Jan-2025 11:00 AM,10-Feb-2025 11:00 AM,31-Jan-2025 11:00 AM,09-Feb-2025 05:00 PM,NA ,NA ,31-Jan-2025 11:00 AM,09-Feb-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN",Municipal Bodies||Sambalpur Municipal Corporation,25/SMC_SBP/2024-25,2025_ORULB_109863_34,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"30,382",Yes,percentage,1.0%,Nil,Nil,"COMMISSIONER, SMC","New Office Building, SMC Durgapali,Sambalpur",1.0,ICICI BANK,"Construction of Paver road , drain and one culvert from Gopalpali Village Main road PWD CC road TO nh Service road( Via Honda Service Centre) Ward No-13","Construction of Paver road , drain and one culvert from Gopalpali Village Main road PWD CC road TO nh Service road( Via Honda Service Centre) Ward No-13",Please refer Tender documents. ,NA ,"30,38,247",Civil Works - Others,NA ,Tender,120.0,90.0,SAMBALPUR MUNICIPAL CORPORATION,768006.0,NA ,NA ,NA ,SAMBALPUR MUNICIPAL CORPORATION,No ,No,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,2,2802836,KISHOR PANDEY,07-Feb-2025 10:22 PM,Rejected-Technical,UNSUCCESSFUL,14-Aug-2025 12:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,2801522,M/s. UTKAL INFRA,06-Feb-2025 09:01 PM,Rejected-Technical,UNSUCCESSFUL,14-Aug-2025 12:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,2802813,NARAYAN BEHERA,07-Feb-2025 10:33 PM,Rejected-Technical,UNSUCCESSFUL,14-Aug-2025 12:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,2804971,SWAYANGA PRAKASH SAHU,09-Feb-2025 10:34 AM,Rejected-Technical,UNSUCCESSFUL,14-Aug-2025 12:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
