Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
SEDAOAEEAE,Internal,SEDAOAEEAE,Swagatika Naik,14-Jul-2025 07:56 PM,techsummary_542915.pdf (395.44 KB),21-Aug-2025,"INR 1,805,474.87",90.0,Swagatika Naik,21-Aug-2025 07:34 PM,CWALL.pdf (341.00 KB),Work order copy,1,2978235,"A R INFRA ,PROP-NELSAN KANDULNA",23-Jun-2025 01:35 PM,Rejected-AOC,Accepted,21-Aug-2025 07:34 PM,Finance,Tender evaluation Sheet,Swagatika Naik,14-Jul-2025 07:38 PM,finance_542915.pdf,BOQ Comparative Chart,1.0,2977281.0,SUBHANKAR NAYAK,INR,"1,805,474.87",EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,2025_EICCL_114401_3,Bid Identification No-SE-RandB-SNG-03 OF 2025-26,Construction of Compound Wall for 2nd Add. District Magistrate Residence at Sundargarh for the year 2024.25,SEDAOAEEAE,Internal,SEDAOAEEAE,Swagatika Naik,21-Aug-2025 07:29 PM,finsummary_542915.pdf (340.66 KB),AOC,Construction of Compound Wall for 2nd Add. District Magistrate Residence at Sundargarh for the year 2024.25,Construction of Compound Wall for 2nd Add. District Magistrate Residence at Sundargarh for the year 2024.25,Please refer Tender documents. ,NA ,"21,23,838",Civil Works - Buildings,NA ,Tender,90.0,90.0,Sundargarh,770001.0,NA ,NA ,NA ,"O/O the SE R AND B DIVISION, SUNDARGARH",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD ,Licence ,PAN,GSTIN, Affidavit, Schedule-A, etc.","6,000",0.0,Nil,Nil,No,"21,238",Yes,percentage,1.0%,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,Bid Identification No-SE-RandB-SNG-03 OF 2025-26,2025_EICCL_114401_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"SE R AND B DIVISION, SUNDARGARH","O/O the SE R AND B DIVISION, SUNDARGAR",1.0,ICICI BANK,13-Jun-2025 10:00 AM,24-Jun-2025 05:00 PM,13-Jun-2025 10:00 AM,23-Jun-2025 05:00 PM,13-Jun-2025 10:00 AM ,23-Jun-2025 05:00 PM ,13-Jun-2025 10:00 AM,23-Jun-2025 05:00 PM,AOC
,,,,,,,,,,,,,2,2977444,Ashish Singh,22-Jun-2025 11:08 AM,Rejected-AOC,Accepted,21-Aug-2025 07:34 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC
,,,,,,,,,,,,,3,2977228,BIRABARA SAHOO,21-Jun-2025 07:17 PM,Rejected-Technical,Schedule-A Affidavit not furnished,14-Jul-2025 07:56 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2978396,JAJATI KESHARI NAIK,23-Jun-2025 03:34 PM,Rejected-AOC,Accepted,21-Aug-2025 07:34 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2977534,LANDLADY INFRA VERTEX PRIVATE LIMITED,22-Jun-2025 12:53 PM,Rejected-Technical,EMD amount not submitted,14-Jul-2025 07:56 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2978125,MARUTI ENGINEERING AND CONTRACTORS,23-Jun-2025 12:35 PM,Rejected-AOC,Accepted,21-Aug-2025 07:34 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2978366,MD SIFAN NOOR,23-Jun-2025 03:16 PM,Rejected-AOC,Accepted,21-Aug-2025 07:34 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2977688,MINAKETAN GARDIA,22-Jun-2025 06:28 PM,Rejected-AOC,Accepted,21-Aug-2025 07:34 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2978090,M/S AJAYA KUMAR PATEL,23-Jun-2025 01:24 PM,Rejected-AOC,Accepted,21-Aug-2025 07:34 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2978415,NISHITA SWAIN,23-Jun-2025 04:41 PM,Rejected-AOC,Accepted,21-Aug-2025 07:34 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
