Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Construction of Multi colour Interlocking Paver Block road from Patulipali towards Ambamunda in WNo 2,Construction of Multi colour Interlocking Paver Block road from Patulipali towards Ambamunda in WNo 2,Please refer Tender documents. ,NA ,"3,28,04,403",Civil Works - Roads,NA ,Tender,90.0,90.0,Rairakhol,768106.0,NA ,NA ,NA ,"NAC, Redhakhol",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Municipal Bodies||Redhakhol NAC,RDL NAC-3/2024-25,2024_ORULB_108238_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,13-Dec-2024 10:00 AM,30-Dec-2024 04:15 PM,13-Dec-2024 10:00 AM,30-Dec-2024 04:00 PM,NA ,NA ,13-Dec-2024 10:00 AM,30-Dec-2024 04:00 PM,"3,28,044",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"Executive Officer, NAC, Redhakhol","Executive Officer, NAC, Redhakhol",1.0,Date,Date,,AOC,Municipal Bodies||Redhakhol NAC,2024_ORULB_108238_1,RDL NAC-3/2024-25,Construction of Multi colour Interlocking Paver Block road from Patulipali towards Ambamunda in WNo 2,Sibaram Sahoo,Internal,"Chairperson, EO, ME, JE",Biranchi Dharua,04-Mar-2025 03:18 PM,finsummary_520343.pdf (524.23 KB),Finance,10 bidder participated and accepted for technical evaluation,Biranchi Dharua,30-Dec-2024 05:50 PM,,BOQ Comparative Chart,1.0,2714344.0,GIRIDHARI LAL AGRAWAL,INR,0.0,1,2717189,AKASH AGRAWAL,30-Dec-2024 02:50 PM,Rejected-Finance,L2,04-Mar-2025 03:18 PM,26-Aug-2025,INR 0,90.0,Sanjeeb Toppo,26-Aug-2025 07:46 PM,o.pdf (193.00 KB),Sibaram Sahoo,Internal,"Chairperson, EO,ME,JE",Biranchi Dharua,10-Feb-2025 04:42 PM,techsummary_520343.pdf (483.74 KB),AOC
,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2713291,ANIL KUMAR HOTA,27-Dec-2024 06:31 PM,Rejected-Finance,L2,04-Mar-2025 03:18 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2716645,brajesh kumar biswal,30-Dec-2024 12:08 PM,Rejected-Finance,L2,04-Mar-2025 03:18 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2715985,DHANESWAR SAHU,29-Dec-2024 07:27 PM,Rejected-Finance,L2,04-Mar-2025 03:18 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2714344,GIRIDHARI LAL AGRAWAL,28-Dec-2024 10:50 AM,Accepted-AOC,1,26-Aug-2025 07:46 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2714889,MAHENDRA SAHOO,28-Dec-2024 03:51 PM,Rejected-Finance,L2,04-Mar-2025 03:18 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2714843,PANKAJ KUMAR AGRAWALLA,28-Dec-2024 02:37 PM,Rejected-Finance,L2,04-Mar-2025 03:18 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2717062,ROHIT KUMAR SHARMA,30-Dec-2024 02:08 PM,Rejected-Finance,L2,04-Mar-2025 03:18 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2713157,RUPESH CHANDRA PRADHAN,26-Dec-2024 11:04 PM,Rejected-Finance,L2,04-Mar-2025 03:18 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2717274,SATYA PRAKASH AGRAWAL,30-Dec-2024 03:25 PM,Rejected-Finance,L2,04-Mar-2025 03:18 PM,,,,,,,,,,,,,AOC
