EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"1,30,600",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",CHIEF ENGINEER OPHWC,CHIEF ENGINEER OPHWC,"11,800",0.0,Nil,Nil,No,Constn of Central Sterile Services Deptt. CSSD and DHH Kalahandi,Building Work,Please refer Tender documents ,NA ,"1,30,60,425",Civil Works - Buildings,NA ,Tender,90.0,240.0,Kalahandi,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,1.0,ICICI BANK,Orissa State Police Housing and Welfare Corporation Ltd,05/OPHWC/2025-26,2025_OSPHW_114352_20,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,12-Jun-2025 06:55 PM,30-Jun-2025 10:30 AM,12-Jun-2025 06:55 PM,26-Jun-2025 05:00 PM,NA ,NA ,12-Jun-2025 06:55 PM,26-Jun-2025 05:00 PM,29-Jul-2025 10:30 AM,AOC,Technical,3 Nos. bidders have been participated,Bikram Keshari Malla,01-Jul-2025 06:06 PM,,AS PER AS ACCEPTANCE LETTER,Internal,AS PER AS ACCEPTANCE LETTER,Bikram Keshari Malla,22-Aug-2025 07:29 PM,finsummary_542953.pdf (376.28 KB),Finance,financial bid opened,Bikram Keshari Malla,29-Jul-2025 11:09 AM,,BOQ Comparative Chart,AS PER TC MINUTES,Internal,AS PER TC MINUTES,Srikanta Samal,28-Jul-2025 04:11 PM,29-Jul-2025 10:30 AM,techsummary_542953.pdf (328.22 KB),22-Aug-2025,"INR 11,102,667",240.0,Bikram Keshari Malla,22-Aug-2025 07:32 PM,WORKRORDRE.pdf (497.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 20.08.2025,Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_114352_20,05/OPHWC/2025-26,Constn of Central Sterile Services Deptt. CSSD and DHH Kalahandi,1.0,2979827.0,KASHINATH MOHARANA,INR,"11,102,667",1,2980767,AJAYA KUMAR SINGHAL,26-Jun-2025 03:45 PM,Rejected-Finance,DUE TO L1 BIDDER BUT LOWEST TURNOVER,22-Aug-2025 07:29 PM,AOC
,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2979827,KASHINATH MOHARANA,26-Jun-2025 11:19 AM,Accepted-AOC,QUALIFIED BIDDER,22-Aug-2025 07:32 PM,AOC
,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2978616,T. Srinivas Rao,25-Jun-2025 07:45 AM,Rejected-Technical,Absent in the Point of Presentation as per DTCN Cl.110(m).,28-Jul-2025 04:11 PM,AOC
