Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GSTIN, RC, Documents related to EMD exemption",CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Kendrapara Irr Div Kendrapara,e-Procurement Notice No.KID-04 of 2024-25,2025_KIRRD_110670_61,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"26,300",Yes,fixed,,Nil,Nil,16-Feb-2025 09:00 AM,25-Feb-2025 11:00 AM,16-Feb-2025 09:00 AM,24-Feb-2025 05:00 PM,16-Feb-2025 09:00 AM ,21-Feb-2025 05:00 PM ,16-Feb-2025 09:00 AM,24-Feb-2025 05:00 PM,KID-151 of 2024-25 Improvement to service road on right bank from RD 250M to 970M and left bank RD 960M to 1270M of disty.no.11 of P.Canal.,Improvement to service road,Please refer Tender documents. ,NA ,"26,21,954",Civil Works - Roads,NA ,Tender,90.0,120.0,Kendrapara,754211.0,NA ,NA ,NA ,"O/o the SE, Kendrapara Irr. Division, Kendrapara",No ,No,"6,000",Nil,Nil,No,Superintending Engineer,"O/o the SE, Kendrapara Irr. Division, Kendrapara",AOC,"Superintending Engineer, Kendrapara Irrigation Division",Internal,"Estimator and DAO, Kendrapara Irrigation Division",Gorasasi Sahoo,21-May-2025 12:49 PM,finsummary_530539.pdf (423.81 KB),"Superintending Engineer, Kendrapara Irrigation Division",Internal,"Estimator and DAO, Kendrapara Irrigation Division",Gorasasi Sahoo,21-May-2025 12:41 PM,techsummary_530539.pdf (423.81 KB),CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Kendrapara Irr Div Kendrapara,2025_KIRRD_110670_61,e-Procurement Notice No.KID-04 of 2024-25,KID-151 of 2024-25 Improvement to service road on right bank from RD 250M to 970M and left bank RD 960M to 1270M of disty.no.11 of P.Canal.,1.0,2832696.0,BANANI BIDURITA PANDA,INR,"2,630,129",1,2831784,AKSHAYA KUMAR PARIDA,23-Feb-2025 02:31 AM,Rejected-Finance,Did not win the lottery,21-May-2025 12:49 PM,31-Aug-2025,"INR 2,630,129",120.0,Gorasasi Sahoo,31-Aug-2025 04:58 PM,151.pdf (498.00 KB),Contract Awarded,Finance,Uploaded tender documents of all the bidders have been downloaded successfully.,Gorasasi Sahoo,28-Feb-2025 05:19 PM,finance_530539.pdf,BOQ Comparative Chart,AOC
,,.pdf,"Affidavits, No Relation Certificate, undertakings and any other document as per SBD/DTCN",,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2833798,Amiya Ranjan Mallick,23-Feb-2025 11:38 PM,Rejected-Finance,Did not win the lottery,21-May-2025 12:49 PM,,,,,,,,,,,,,,AOC
,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2823842,ANNADA PRASANNA OJHA,18-Feb-2025 11:23 AM,Rejected-Finance,Did not win the lottery,21-May-2025 12:49 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2832696,BANANI BIDURITA PANDA,23-Feb-2025 04:11 PM,Accepted-AOC,Won the lottery,31-Aug-2025 04:58 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2835472,DEBASISH BHUYAN,24-Feb-2025 03:32 PM,Rejected-Finance,Did not win the lottery,21-May-2025 12:49 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2831542,GAMAN KUMAR BEHERA,22-Feb-2025 09:46 PM,Rejected-Finance,Did not win the lottery,21-May-2025 12:49 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2835454,JAGABANDHU MOHANTY,24-Feb-2025 03:50 PM,Rejected-Finance,Did not win the lottery,21-May-2025 12:49 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2831612,Kedarnath Dalai,22-Feb-2025 10:41 PM,Rejected-Finance,Did not win the lottery,21-May-2025 12:49 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2833383,KSHIROD KUMAR NAYAK,23-Feb-2025 08:23 PM,Rejected-Finance,Did not win the lottery,21-May-2025 12:49 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2832103,MANAS RANJAN SWAIN,23-Feb-2025 11:02 AM,Rejected-Finance,Did not win the lottery,21-May-2025 12:49 PM,,,,,,,,,,,,,,AOC
