S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,2783483.0,G.B.S CONSTRUCTIONS,INR,"51,318,752",CE RW I||RWCIRCLE-BHUBANESWAR,2025_CERWI_109057_4,Tender Online C.C-25 of 2024,Construction of road from Panasadiha (Salia Dam) to Niladriprasad via Barakoli under MMSY-TRIP in the Dist. of Khordha for the year 2024-25,Technical,9 nos bidder participated in the tender,Kumari Suvalaxmi,02-Feb-2025 11:36 AM,,Chief Construction Engineer,Internal,SuperintendingEngineerRWDivisionIINayagarh SrDAORWDivision Bhubaneswar PAtoChiefConstructionEngineerCentralRuralWorksCircleBBSR,Priyambada Swain,21-Aug-2025 11:31 AM,finsummary_523731.pdf (253.46 KB),Chief Construction Engineer,Internal,SuperintendingEngineerRWDivisionII Nayagarh SrDAORWDivision Bhubaneswar PAtoChiefConstructionEngineerCentralRuralWorksCircleBBSR,Mausumi Mishra,14-Mar-2025 12:09 PM,20-Mar-2025 05:00 PM,techsummary_523731.pdf (2413.02 KB),Finance,8 nos bidder qualified in the tender,Mausumi Mishra,20-Mar-2025 06:00 PM,,BOQ Comparative Chart,1,2778248,BICHITRANANDA SAMANTARAY,27-Jan-2025 10:15 PM,Rejected-Finance,Other than winner of the transparent lottery system,21-Aug-2025 11:31 AM,21-Aug-2025,"INR 51,318,752",270.0,Priyambada Swain,21-Aug-2025 11:43 AM,PanasadihaAgmtDetails.pdf (1122.00 KB),"Work order letter No.6993 dtd.06.08.2025 and Agmt. No.30 P1 of 2025-26 dtd.06.08.2025 of Suprintending Engineer, Rural Works Division, Bhubaneswar",AOC,1.0,Other Corrigendum,Other,,"5,70,145",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,ChiefConstructionEngineer,"O/o ChiefConstructionEngineer,CentralRWCircle,BBSR","10,000",0.0,Nil,Nil,No,Construction of road from Panasadiha (Salia Dam) to Niladriprasad via Barakoli under MMSY-TRIP in the Dist. of Khordha for the year 2024-25,Construction of road from Panasadiha (Salia Dam) to Niladriprasad via Barakoli under MMSY-TRIP in the Dist. of Khordha for the year 2024-25,Please refer Tender documents. ,NA ,"5,70,14,500",Civil Works - Roads,NA ,Tender,90.0,270.0,Bhubaneswar,751022.0,NA ,NA ,NA ,"O/o ChiefConstructionEngineer,CentralRWCircle,BBSR",No ,No,CE RW I||RWCIRCLE-BHUBANESWAR,Tender Online C.C-25 of 2024,2025_CERWI_109057_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GSTIN, PAN, Registration Certificate",21-Jan-2025 02:00 PM,29-Jan-2025 11:00 AM,21-Jan-2025 02:00 PM,28-Jan-2025 05:00 PM,NA ,NA ,21-Jan-2025 02:00 PM,28-Jan-2025 05:00 PM,20-Mar-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2784056,BISWAJIT SAHOO,28-Jan-2025 04:03 PM,Rejected-Finance,Other than winner of the transparent lottery system,21-Aug-2025 11:31 AM,,,,,,,,AOC,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in Hand, Machineries, Affidavit of Correctness Certificate",,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2783378,B L ENGINEERS,28-Jan-2025 01:17 PM,Rejected-Finance,Other than winner of the transparent lottery system,21-Aug-2025 11:31 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"No Relationship Certificate, ATO, Work Experience and required documents as per DTCN",,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2783484,evertex projects pvt ltd,28-Jan-2025 01:38 PM,Rejected-Finance,Other than winner of the transparent lottery system,21-Aug-2025 11:31 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2783483,G.B.S CONSTRUCTIONS,28-Jan-2025 02:00 PM,Accepted-AOC,Accepted,21-Aug-2025 11:43 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2781101,RANJAN KUMAR SWAIN,27-Jan-2025 09:27 PM,Rejected-Technical,As per Clause No.2.1 (6) of the Eligibility Criteria of General Instructions To the Tenderers and as per Note of Format-III of ITB of the DTCN (Undertaking for Hotmix Plant within 60 Km not furnished),14-Mar-2025 12:09 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2784121,RASMIRANJAN DAS,28-Jan-2025 04:28 PM,Rejected-Finance,Other than winner of the transparent lottery system,21-Aug-2025 11:31 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2783057,SAI ANURAG BISWAL,28-Jan-2025 11:57 AM,Rejected-Finance,Other than winner of the transparent lottery system,21-Aug-2025 11:31 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2782038,SAI KRISHNA CONSTRUCTION,28-Jan-2025 11:21 AM,Rejected-Finance,Other than winner of the transparent lottery system,21-Aug-2025 11:31 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
