Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Chief General Manager (Planning and Coordination),"Chief General Manager (Planning and Coordination), IDCO Towers, Janpath, Bhubaneswar-751022",IDCO||IDCO||IDCO,PC /EST/E-49/2024-25,2025_IDCO_112443_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"7,080",0.0,Nil,Nil,No,11-Apr-2025 06:55 PM,25-Apr-2025 11:30 AM,11-Apr-2025 06:55 PM,24-Apr-2025 05:00 PM,11-Apr-2025 06:55 PM ,22-Apr-2025 05:00 PM ,11-Apr-2025 06:55 PM,24-Apr-2025 05:00 PM,02-Jun-2025 11:30 AM,"44,321",Yes,fixed,,Nil,Nil,"Construction of RCC Drains with cover slab (Infocity Road to Venkateswar School connecting to Sai Vihar) at Chandaka Industrial Estate, Bhubaneswar, Odisha.","Construction of RCC Drains with cover slab (Infocity Road to Venkateswar School connecting to Sai Vihar) at Chandaka Industrial Estate, Bhubaneswar, Odisha.",Please refer Tender documents. ,NA ,"44,32,381",Civil Works - Others,RCC DRAIN WITH COVER SLAB ,Tender,90.0,90.0,"Chandaka Industrial Estate, Khordha, Odisha.",751021.0,NA ,NA ,NA ,"IDCO Towers, Janpath, Bhubaneswar-751022",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"RC,PAN,GST,EPF and EPF latest challan,Affidavits and all Other document as per DTCN.",AOC,CGM PC,Internal,SE CIVIL ACCOUNTS OFFICER DH MSME I,Debapriya Tripathy,29-May-2025 12:28 PM,02-Jun-2025 11:30 AM,techsummary_536276.pdf (94.18 KB),1.0,2893745.0,MM CONSTRUCTION,INR,"3,767,967.43",IDCO||IDCO||IDCO,2025_IDCO_112443_1,PC /EST/E-49/2024-25,"Construction of RCC Drains with cover slab (Infocity Road to Venkateswar School connecting to Sai Vihar) at Chandaka Industrial Estate, Bhubaneswar, Odisha.",Finance,Financial bids have been opened,Debapriya Tripathy,02-Jun-2025 11:47 AM,finance_536276.pdf,BOQ Comparative Chart,Technical,Technical bids have been opened,Debapriya Tripathy,25-Apr-2025 01:38 PM,technical_536276.pdf,1,2887214,AUROBINDA PARIDA,17-Apr-2025 01:27 PM,Rejected-AOC,L-1 Bidder,22-Aug-2025 01:46 PM,CGM PC,Internal,"DH MSME-I, Accounts Officer, SE PC",Debapriya Tripathy,22-Aug-2025 01:35 PM,finsummary_536276.pdf (1556.04 KB),22-Aug-2025,"INR 3,767,967",90.0,Debapriya Tripathy,22-Aug-2025 01:46 PM,Agreement.pdf (1317.00 KB),"The Agreement made by D.H. MSME-I, vide Agreement No.25/P-1/2025-26, dt.24.07.2025.",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2892983,BISWARANJAN MALLICK,23-Apr-2025 07:51 PM,Rejected-AOC,L-1 Bidder,22-Aug-2025 01:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2892056,BUILDCRAFT ENGINEERS INDIA PRIVATE LIMITED,24-Apr-2025 03:05 PM,Rejected-AOC,L-1 Bidder,22-Aug-2025 01:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2887009,MAHENDRA KUMAR TRIPATHY,23-Apr-2025 06:28 PM,Rejected-AOC,L-1 Bidder,22-Aug-2025 01:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2893625,MANAS RANJAN RAUT,24-Apr-2025 02:00 PM,Rejected-AOC,L-1 Bidder,22-Aug-2025 01:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2886995,MILLAN MALLA PROPRIETOR SARALA FABRICATION,23-Apr-2025 06:40 PM,Rejected-AOC,L-1 Bidder,22-Aug-2025 01:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2893745,MM CONSTRUCTION,24-Apr-2025 04:09 PM,Accepted-AOC,L-1 Bidder/ Lottery Winner,22-Aug-2025 01:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2889007,MODERN WINDING AND ELECTRICALS,19-Apr-2025 05:24 PM,Rejected-AOC,L-1 Bidder,22-Aug-2025 01:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2892376,MRUTUNJAYA MOHANTY,23-Apr-2025 02:05 PM,Rejected-AOC,L-1 Bidder,22-Aug-2025 01:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2891529,Mukesh kumar yadav,22-Apr-2025 04:53 PM,Rejected-AOC,L-1 Bidder,22-Aug-2025 01:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2888872,NEPTUNE INTERIOR AND EXTERIOR PRIVATE LIMITED OPC,19-Apr-2025 03:19 PM,Rejected-AOC,L-1 Bidder,22-Aug-2025 01:46 PM,,,,,,,,,,,,,,AOC
