S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,2987898.0,AMARNATH PATI,INR,"5,311,465","CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Chikiti Irrigation Divn Berhampur",2025_CEBMB_114502_2,e-CHID-04/2025-26,Construction of Control Building of Ghatakeswar Multipurpose Project.,Technical,Eight bids downloaded successfully.,Nandini Devi,04-Jul-2025 12:52 PM,,Nalin Pattanaik,Internal,,SUBRAT PATNAIK,22-Aug-2025 12:05 PM,finsummary_543438.pdf (406.95 KB),Nalin Pattanaik,Internal,,SUBRAT PATNAIK,08-Jul-2025 06:23 PM,09-Jul-2025 11:30 AM,techsummary_543438.pdf (406.95 KB),Finance,Eight bids downloaded successfully.,Diptirani Mishra,09-Jul-2025 11:58 AM,,BOQ Comparative Chart,1,2987898,AMARNATH PATI,03-Jul-2025 04:05 PM,Accepted-AOC,Lottery Winner,22-Aug-2025 12:12 PM,22-Aug-2025,"INR 5,311,465",330.0,SUBRAT PATNAIK,22-Aug-2025 12:12 PM,AOC_2.pdf (673.00 KB),Award to the Lottery Winner.,AOC,1.0,ICICI BANK,19-Jun-2025 10:00 AM,04-Jul-2025 11:30 AM,19-Jun-2025 10:00 AM,03-Jul-2025 05:00 PM,19-Jun-2025 10:00 AM ,24-Jun-2025 05:00 PM ,19-Jun-2025 10:00 AM,03-Jul-2025 05:00 PM,09-Jul-2025 11:30 AM,"10,000",0.0,Nil,Nil,No,Construction of Control Building of Ghatakeswar Multipurpose Project.,Construction of Building,Please refer Tender documents. ,NA ,"62,48,000",Civil Works - Buildings,NA ,Tender,90.0,NA ,Ghatakeswar Project,760004.0,NA ,NA ,NA ,"O/o S.E., Chikiti Irr. Divn., Berhampur",No ,No,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Chikiti Irrigation Divn Berhampur",e-CHID-04/2025-26,2025_CEBMB_114502_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"S.E., Chikiti Irr. Divn., Berhampur","S.E., Chikiti Irr. Divn., Courtpeta, Berhampur",1.0,Fee/PreQual/Technical,.pdf,"Tender cost, EMD, Registration Certificate, GSTIN, PAN, Affidavit, Other documents as per DTCN","63,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2986587,B SUBRAT PATRO,03-Jul-2025 03:28 PM,Rejected-AOC,Lottery Looser,22-Aug-2025 12:12 PM,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2987857,KRISHNA PRASAD TRIPATHY,03-Jul-2025 03:21 PM,Rejected-AOC,Lottery Looser,22-Aug-2025 12:12 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2984921,Nilanchal Patro,02-Jul-2025 12:02 PM,Rejected-AOC,Lottery Looser,22-Aug-2025 12:12 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2986946,NITESH KUMAR SAHU,02-Jul-2025 06:33 PM,Rejected-AOC,Lottery Looser,22-Aug-2025 12:12 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2984352,RAMA KANTA MOHANTY,03-Jul-2025 09:09 AM,Rejected-AOC,Lottery Looser,22-Aug-2025 12:12 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2986583,SAGARIKA SAHU,02-Jul-2025 08:09 PM,Rejected-AOC,Lottery Looser,22-Aug-2025 12:12 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2987499,Sunil Kumar Panda,03-Jul-2025 12:26 PM,Rejected-AOC,Lottery Looser,22-Aug-2025 12:12 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
