S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,2881143.0,ANANTA KUMAR PAL,INR,"761,680",Amruta Kumar Bagh,Internal,,AMRUTA KUMAR BAGH,20-Jun-2025 04:07 PM,finsummary_534883.pdf (2256.50 KB),Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Baripada,2025_OLIC_112089_13,BID ID NO. 4142 (OLIC/2024-25) DATED 18.03.2025,Reinforcement of Anla I TW LIP under Betnoti Block in Mayurbhanj District,Technical,Accepted,AMRUTA KUMAR BAGH,15-May-2025 12:18 PM,technical_534883.pdf,Finance,Accepted,AMRUTA KUMAR BAGH,23-May-2025 12:54 PM,finance_534883.pdf,BOQ Comparative Chart,Amruta Bagh,Internal,,AMRUTA KUMAR BAGH,16-May-2025 12:15 PM,17-May-2025 11:00 AM,techsummary_534883.pdf (2477.25 KB),1.0,Tender_Revocation_Corrigendum,Tender_Revocation_Corrigendum,14-May-2025 01:29 PM,Tender_Revocation_Corrigendum.pdf ,128.5,Technical Opening,04-Aug-2025,"INR 761,680",90.0,AMRUTA KUMAR BAGH,08-Aug-2025 01:39 PM,Anla_I.pdf (323.00 KB),1,2881143,ANANTA KUMAR PAL,10-Apr-2025 06:46 PM,Accepted-AOC,L1,08-Aug-2025 01:39 PM,AOC,1,ICICI BANK,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Baripada,BID ID NO. 4142 (OLIC/2024-25) DATED 18.03.2025,2025_OLIC_112089_13,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"4,720",0.0,Nil,Nil,No,02-Apr-2025 11:00 AM,15-Apr-2025 11:00 AM,02-Apr-2025 11:00 AM,11-Apr-2025 05:00 PM,02-Apr-2025 11:00 AM ,09-Apr-2025 05:00 PM ,02-Apr-2025 11:00 AM,11-Apr-2025 05:00 PM,17-May-2025 11:00 AM,1,Fee/PreQual/Technical,.pdf,Tender paper Cost EMD GST PAN Civil HT License Experience Joint Venture etc as per DTCN,EE MLI Division Baripada,EE MLI Division Baripada In front of stadium Bhonjpur Baripada Mayurbhanj 757002,Reinforcement of Anla I TW LIP under Betnoti Block in Mayurbhanj District,Reinforcement of Anla I TW LIP under Betnoti Block in Mayurbhanj District,Please refer Tender documents. ,NA ,"7,59,312",Civil Works - Lift Irrigation Schemes,NA ,Tender,365.0,90.0,Baripada,757002.0,NA ,NA ,NA ,EE MLI Division Baripada,No ,No,"7,593",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2882317,MAHASWETA DHADA,11-Apr-2025 03:35 PM,Rejected-AOC,L2,08-Aug-2025 01:39 PM,AOC,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
