Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
IDCO||IDCO||IDCO,2025_IDCO_113132_1,BBSR/ELECT/e-139/24-25,"Construction of Street Light at Mantira, R and R colony, KNIC, Jajpur, Under IDCO division Jajpur.",1.0,2917588.0,M/S SYAG Electricals and Construction,INR,"606,908",DH Electrical,Internal,"DH Electrical, Dy.Manager(Electrical), Dy. Manager (Finance) Electrical, Electrical Engineer",SAROJ KUMAR DASH,16-Jun-2025 05:47 PM,16-Jun-2025 05:50 PM,techsummary_538497.pdf (1595.81 KB),18-Aug-2025,"INR 606,908",30.0,Sandeep Kumar Singh,18-Aug-2025 01:41 PM,Workorder.pdf (3448.00 KB),DH Electrical,Internal,"DH Electrical, Dy. Manager (Elect.), Dy. Manager (Finance), Electrical Engineer",Sandeep Kumar Singh,18-Aug-2025 01:31 PM,finsummary_538497.pdf (307.84 KB),Finance,The financial bid opening of 4 nos technically qualified bidders are opened within stipulated date and time.,Sandeep Kumar Singh,18-Aug-2025 01:18 PM,,BOQ Comparative Chart,1,2918789,ICON BUILDERS,15-May-2025 12:50 PM,Rejected-AOC,L2,18-Aug-2025 01:41 PM,Technical,6 nos.of Bidders participated within stipulated date and time.,SAROJ KUMAR DASH,04-Jun-2025 12:27 PM,,AOC,"4,720",0.0,Nil,Nil,No,"Divisional Head, Electrical Division, IDCO","Divisional Head, Electrical Division, IDCO, 8th Floor, IDCO Tower, Janpath, Bhubaneswar",1.0,Fee/PreQual/Technical,.pdf,"Valid Electrical HT Contractors License issued by ELBO with similar nature of work, PAN Card",IDCO||IDCO||IDCO,BBSR/ELECT/e-139/24-25,2025_IDCO_113132_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"Construction of Street Light at Mantira, R and R colony, KNIC, Jajpur, Under IDCO division Jajpur.","Construction of Street Light at Mantira, R and R colony, KNIC, Jajpur, Under IDCO division Jajpur.",Please refer Tender documents. ,NA ,"7,13,925",Electrical Works,NA ,Tender,180.0,30.0,"Mantira, KNIC, Jajpur",755026.0,"Divisional Head, Electrical Division, IDCO ","Divisional Head, Electrical Division, IDCO, 8th Floor, IDCO Tower, Janpath, Bhubaneswar ",08-May-2025 12:00 PM ,"Divisional Head, Electrical Division, IDCO",No ,No,"7,200",No,fixed,,Nil,Nil,1.0,ICICI BANK,05-May-2025 05:00 PM,16-May-2025 04:00 PM,05-May-2025 05:00 PM,15-May-2025 05:00 PM,NA ,NA ,05-May-2025 05:00 PM,15-May-2025 05:00 PM,16-Jun-2025 05:50 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2919026,M/s Ellexo Transmission,15-May-2025 03:19 PM,Rejected-Technical,Technically Rejected,16-Jun-2025 05:47 PM,,,,,,AOC,,,,,,,,,,.pdf,"RC, GST Registration Certificate, EPF, EPF Latest Challan and all other documents as per the DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2919078,M/S SANU ELECTRICALS AND CONSTRUCTION PROP PRAKASH KUMAR SWAIN,15-May-2025 04:41 PM,Rejected-Technical,Technically Rejected,16-Jun-2025 05:47 PM,,,,,,AOC,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2917588,M/S SYAG Electricals and Construction,14-May-2025 01:46 PM,Accepted-AOC,Winner of the lottery,18-Aug-2025 01:41 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2918417,PANCHANAN SAHOO,15-May-2025 08:24 AM,Rejected-AOC,L1,18-Aug-2025 01:41 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2918604,SHIVASHAKTI SERVICES,15-May-2025 11:32 AM,Rejected-AOC,L1,18-Aug-2025 01:41 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
