Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,11,2898687,MADAN MOHAN BHUYAN,28-Apr-2025 06:11 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 12:22 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,12,2900503,MANASI BEHERA,29-Apr-2025 03:32 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 12:22 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,13,2897745,MANAS KUMAR MOHAPATRA,28-Apr-2025 07:00 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 12:22 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,14,2895725,NARAYAN BEHERA,28-Apr-2025 05:09 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 12:22 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,15,2900111,PRAKASH CHANDRA BHUYAN,29-Apr-2025 01:27 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 12:22 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,16,2899400,PRASANA KUMAR SWAIN,29-Apr-2025 09:48 AM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 12:22 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,17,2890061,PRATIMA JENA,21-Apr-2025 12:59 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 12:22 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,18,2898137,SAGAR RANJAN SAHOO,28-Apr-2025 02:41 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 12:22 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,19,2895671,SASMITA MALLICK,26-Apr-2025 02:44 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 12:22 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,20,2888078,SASMITA MOHANTY,18-Apr-2025 04:13 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 12:22 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,21,2899862,SISIRA SEKHAR SAHOO,29-Apr-2025 12:43 PM,Rejected-Technical,Dis-Qualified,16-Jun-2025 12:17 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,22,2898571,SRI LALAT KISHOR RAY,29-Apr-2025 03:41 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 12:22 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,23,2894644,SUBASH CHANDRA SAHOO,29-Apr-2025 01:47 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 12:22 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,24,2900536,SUBHAKANTA SETHY,29-Apr-2025 04:25 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 12:22 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,25,2896936,SUDHANSU SEKHAR BISWAL,27-Apr-2025 07:31 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 12:22 PM,,,,,,,,,,,,,,,,AOC
