Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
17-Apr-2025 10:00 AM,30-Apr-2025 11:00 AM,17-Apr-2025 10:00 AM,29-Apr-2025 05:30 PM,NA ,NA ,17-Apr-2025 10:00 AM,29-Apr-2025 05:30 PM,"6,000",0.0,Nil,Nil,No,"16,700",Yes,fixed,,Nil,Nil,Superintending Engineer,"Jagatsinghpur Irrigation Division, Jagatsinghpur",1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor R.C, Affidavit, NRC, undertakings, GSTIN, PAN and any other documents as per SBD/DTCN",Construction of guard wall on Disty. No.6 from RD 3423 to 3843 Mtr and RD 3863 to 3903 Mtr left bank near village Sandha Matha,Civil Work,Please refer Tender documents. ,NA ,"16,66,432",Civil Works - Others,NA ,Tender,90.0,180.0,Jagatsinghpur,754103.0,NA ,NA ,NA ,"O/o the S.E, Jagatsinghpur Irrigation Division",No ,No,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE,Jagatsinghpur Irr Division,Jagatsinghpur",NOTICE NO.JID-01 OF 2025-26,2025_CELBB_112501_43,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC,Superintending Engineer,Internal,,kamadev das,16-Jun-2025 12:22 PM,finsummary_536860.pdf (68.67 KB),Superintending Engineer,Internal,,kamadev das,16-Jun-2025 12:17 PM,techsummary_536860.pdf (68.67 KB),16-Aug-2025,"INR 1,416,633.8",180.0,kamadev das,16-Aug-2025 11:31 AM,52.pdf (67.00 KB),1,2898684,AMARESWAR DAS,28-Apr-2025 06:13 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 12:22 PM,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE,Jagatsinghpur Irr Division,Jagatsinghpur",2025_CELBB_112501_43,NOTICE NO.JID-01 OF 2025-26,Construction of guard wall on Disty. No.6 from RD 3423 to 3843 Mtr and RD 3863 to 3903 Mtr left bank near village Sandha Matha,1.0,2896526.0,BIJAYA BHOL,INR,"1,416,633.8",Finance,"The opening of the Technical and Financial Bid, it is found that 25 nos. of bidder has been participated in the above said work",kamadev das,08-May-2025 09:57 AM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,2,2897812,ARABINDA SWAIN,28-Apr-2025 07:12 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 12:22 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2897612,BATAKRUSHNA SETHY,28-Apr-2025 11:32 AM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 12:22 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,2892240,BHASKAR CHANDRA MOHAPATRA,24-Apr-2025 04:58 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 12:22 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,2896526,BIJAYA BHOL,27-Apr-2025 12:27 PM,Accepted-AOC,"Awarded to Sri Bijaya Bhol, Contractor vide agreement No.55P1 of 2025-26",16-Aug-2025 11:31 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,2890668,DIPTI RANJAN GURU,23-Apr-2025 05:11 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 12:22 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,2899699,GAURANGA MAHALA,29-Apr-2025 11:51 AM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 12:22 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,2899362,indurekha sahoo,29-Apr-2025 09:07 AM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 12:22 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,2893879,JAYASHREE DAS,29-Apr-2025 12:18 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 12:22 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,2900636,KABIR LENKA,29-Apr-2025 04:13 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 12:22 PM,,,,,,,,,,,,,,,,AOC
