Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Municipal Bodies||Jagatsinghpur Municipality,EO/ JSPURM/ W_01/ 2024-25,2024_ORULB_106271_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Executive Officer,"Office of the Jagatsinghpur Municipality, Jagatsinghpur","11,800",0.0,Nil,Nil,No,"CONSTRUCTION OF GOSHALA (150 NOS). FOR ANIMALS AT JAGATSINGHPUR OVER KHATA NO. 242, PLOT NO- 134, ODISHA","CONSTRUCTION OF GOSHALA (150 NOS). FOR ANIMALS AT JAGATSINGHPUR OVER KHATA NO. 242, PLOT NO- 134, ODISHA",Please refer Tender documents. ,NA ,"77,98,000",Civil Works - Others,NA ,Tender,120.0,120.0,CONSTRUCTION OF GOSHALA (150 NOS). FOR ANIMALS AT,754103.0,NA ,NA ,NA ,Office of the Jagatsinghpur Municipality,No ,No,1.0,ICICI BANK,16-Dec-2024 05:00 PM,10-Jan-2025 11:00 AM,16-Dec-2024 05:00 PM,04-Jan-2025 05:00 PM,NA ,NA ,16-Dec-2024 05:00 PM,04-Jan-2025 05:00 PM,11-Apr-2025 05:00 PM,1.0,Fee/PreQual/Technical,.pdf,"Registration, GST, PAN, Work Exp, Annual Turn Over, Affidavit","78,000",Yes,fixed,,Nil,Nil,1.0,Corrigendum,Other,,AOC,Chairperson,Internal,,Manas Ranjan Pal,04-Aug-2025 06:11 PM,finsummary_515486.pdf (512.10 KB),Technical,All bidders has been accepted.,Manas Ranjan Pal,11-Apr-2025 09:02 AM,,Municipal Bodies||Jagatsinghpur Municipality,2024_ORULB_106271_1,EO/ JSPURM/ W_01/ 2024-25,"CONSTRUCTION OF GOSHALA (150 NOS). FOR ANIMALS AT JAGATSINGHPUR OVER KHATA NO. 242, PLOT NO- 134, ODISHA",1.0,2713182.0,M/S . VERACITY,INR,"6,630,451.249",04-Aug-2025,"INR 6,630,451.249",120.0,Manas Ranjan Pal,04-Aug-2025 06:20 PM,2.pdf (526.00 KB),1,2729133,Ananta Kumar Das,04-Jan-2025 04:54 PM,Rejected-Finance,ON LOTTERY PROCESS,04-Aug-2025 06:11 PM,Finance,All Bidders are accepted.,Manas Ranjan Pal,15-Apr-2025 08:34 AM,,BOQ Comparative Chart,Chairperson,Internal,"Additional Treasury Officer, Municipal Engineer, Executive Officer, Chairperson",Manas Ranjan Pal,11-Apr-2025 09:14 AM,11-Apr-2025 05:00 PM,techsummary_515486.pdf (410.17 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,.pdf,"Tender Cost, EMD, VAT, PAN, Contractor RC",,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2728093,CHANDRAKANT PRUSTY,04-Jan-2025 04:31 PM,Rejected-Finance,ON LOTTERY PROCESS,04-Aug-2025 06:11 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavits, undertakings and any other document as per SBD/DTCN.",,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2727473,CHOUDHURY ABHIJIT DAS,04-Jan-2025 09:39 AM,Rejected-Finance,ON LOTTERY PROCESS,04-Aug-2025 06:11 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2728256,M/S. AKHILESH SWAIN,04-Jan-2025 03:18 PM,Rejected-AOC,Not Submitted the APS,04-Aug-2025 06:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Special condition if any,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2728654,M/S. BISWAJEET KANDI,04-Jan-2025 02:29 PM,Rejected-Finance,ON LOTTERY PROCESS,04-Aug-2025 06:11 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2713182,M/S . VERACITY,27-Dec-2024 06:32 PM,Accepted-AOC,APS Submitted Within Time Period,04-Aug-2025 06:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2719306,NITIN NAYAK,31-Dec-2024 08:00 PM,Rejected-Finance,ON LOTTERY PROCESS,04-Aug-2025 06:11 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2728968,SONALI DAS,04-Jan-2025 03:36 PM,Rejected-Finance,ON LOTTERY PROCESS,04-Aug-2025 06:11 PM,,,,,,,,,,,,,,AOC
