Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Superintending Engineer,Superintending Engineer RWSS Division Balangir,"6,000",0.0,Nil,Nil,No,Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,BID NO 25 OF 2024 - 25,2025_RWSS_112240_8,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,07-Apr-2025 11:00 AM,16-Apr-2025 11:00 AM,07-Apr-2025 11:00 AM,15-Apr-2025 05:00 PM,NA ,NA ,07-Apr-2025 11:00 AM,15-Apr-2025 05:00 PM,Construction of an additional 6.00 mtr ID Percolation well due to low yield of existing source for RPWS to village Tangurpadar under Deogaon Block in Balangir District.,Construction of an additional 6.00 mtr ID Percolation well due to low yield of existing source for RPWS to village Tangurpadar under Deogaon Block in Balangir District.,Please refer DTCN ,NA ,"25,76,246",Civil Works - Water Works,WATER SUPPLY ,Tender,90.0,90.0,Tangurpadar under Deogaon Block,767029.0,NA ,NA ,NA ,O/o Superintending Engineer RWSS Division Balangir,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender paper cost,EMD,GST,PAN, contractor Registration certificate, Experience Certificate etc","25,762",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,AOC,1,2884308,KAMALINI BEHERA,15-Apr-2025 02:47 PM,Accepted-AOC,AWARDED AS PER OPWD CODE,21-Aug-2025 07:31 PM,ROUPYARANJAN_BEHERA,Internal,ARJUN_MATHO_ Khagendra_Barik,Khagendra Barik,21-Aug-2025 07:27 PM,finsummary_535477.pdf (1110.05 KB),Finance,BID HAS BEEN OPENED,Khagendra Barik,17-Apr-2025 12:34 PM,finance_535477.pdf,BOQ Comparative Chart,21-Aug-2025,"INR 2,576,245",90.0,Khagendra Barik,21-Aug-2025 07:31 PM,TANGURPADAR.pdf (1110.00 KB),L1 BIDDER HAS RESPOND,ROUPYARANJAN_BEHERA,Internal,ARJUN_MATHO_ Khagendra_Barik,Khagendra Barik,21-Aug-2025 07:24 PM,techsummary_535477.pdf (1110.04 KB),1.0,2884308.0,KAMALINI BEHERA,INR,"2,190,006",Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,2025_RWSS_112240_8,BID NO 25 OF 2024 - 25,Construction of an additional 6.00 mtr ID Percolation well due to low yield of existing source for RPWS to village Tangurpadar under Deogaon Block in Balangir District.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other document as per DTCN,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,2883345,KAMINI NANDA,14-Apr-2025 06:21 PM,Rejected-AOC,REJECTED AS PER OPWD CODE,21-Aug-2025 07:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,AOC,3,2884376,RAJENDRA PUROHIT,15-Apr-2025 11:14 AM,Rejected-Finance,AFTER TRANSPERENT OF LOTTERY,21-Aug-2025 07:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2880626,SMITA SAHOO,10-Apr-2025 01:11 PM,Rejected-Finance,AFTER TRANSPERENT OF LOTTERY,21-Aug-2025 07:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2884581,SRI ANIL KUMAR MISHRA,15-Apr-2025 12:41 PM,Rejected-Finance,AFTER TRANSPERENT OF LOTTERY,21-Aug-2025 07:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
