EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"4,84,000",Yes,fixed,,Nil,Nil,CCE Khordha RandB Circle Khordha,O/o the Chief Construction Engineer Khordha R and B Circle Khordha,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,01-Mar-2025 01:00 PM,18-Mar-2025 11:30 AM,01-Mar-2025 01:00 PM,17-Mar-2025 05:00 PM,NA ,NA ,01-Mar-2025 01:00 PM,17-Mar-2025 05:00 PM,08-Apr-2025 04:30 PM,EIC-CIVIL||SERNB-CIRCLE-KHURDA,27 of 2024-25,2025_EICCL_111249_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Improvement of Khandapada Banapur Road from 0.000 km to 11.500 km under State Plan in the District of Nayagarh for the year 2024-25,Improvement of Khandapada Banapur Road from 0.000 km to 11.500 km under State Plan in the District of Nayagarh for the year 2024-25,Please refer Tender documents. ,NA ,"4,83,13,367",Civil Works - Roads,NA ,Tender,90.0,180.0,Nayagarh,752069.0,NA ,NA ,NA ,O/O CCE Khordha RandB Circle Khordha,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy Tender cost, EMD , GSTIN, PAN, Contractor RC and Affidavit",AOC,EIC-CIVIL||SERNB-CIRCLE-KHURDA,2025_EICCL_111249_1,27 of 2024-25,Improvement of Khandapada Banapur Road from 0.000 km to 11.500 km under State Plan in the District of Nayagarh for the year 2024-25,Technical,open,Rama Chandra Sethi,18-Mar-2025 01:04 PM,,cce,Internal,pa,Rama Chandra Sethi,02-Aug-2025 06:22 PM,finsummary_531861.pdf (402.60 KB),1.0,2857420.0,PRASANTA KUMAR DASH,INR,"41,071,193",02-Aug-2025,"INR 41,071,193",180.0,Rama Chandra Sethi,02-Aug-2025 06:30 PM,work.pdf (1516.00 KB),1,2853982,KAMALA KANTA NAYAK,13-Mar-2025 06:42 PM,Rejected-Technical,Disqualified,04-Apr-2025 01:57 PM,cce,Internal,"pa,dao,se",Rama Chandra Sethi,04-Apr-2025 01:57 PM,08-Apr-2025 04:30 PM,techsummary_531861.pdf (1639.14 KB),Finance,open,Rama Chandra Sethi,22-Apr-2025 03:42 PM,,BOQ Comparative Chart,AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Documents as per DTCN,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2854852,MANOJ KUMAR SAHOO,17-Mar-2025 12:12 PM,Rejected-Finance,Other than lottery bidder,02-Aug-2025 06:22 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2857420,PRASANTA KUMAR DASH,16-Mar-2025 09:08 PM,Accepted-AOC,Agreement done,02-Aug-2025 06:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2855230,SOUMIT PANDA,17-Mar-2025 02:50 PM,Rejected-Technical,Disqualified,04-Apr-2025 01:57 PM,,,,,,,,,,,,,,AOC
