S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
1.0,2973742.0,isar engineers pvt ltd,INR,"24,768,885.89",AS PER AS ACCEPTANCE LETTER,Internal,AS PER AS ACCEPTANCE LETTER,Bikram Keshari Malla,18-Aug-2025 11:52 AM,finsummary_542141.pdf (387.65 KB),Technical,SEVEN BIDDER,Bikram Keshari Malla,20-Jun-2025 12:27 PM,,Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_114167_8,04/OPHWC/2025-26,"Constn. of New Police Station building at Hemgiri, Sundargarh",Finance,financial bid opened,Bikram Keshari Malla,17-Jul-2025 11:26 AM,,BOQ Comparative Chart,AS PER TC MINUTES,Internal,AS PER TC MINUTES,BIBHUTI BHUSHAN NAIK,16-Jul-2025 07:02 PM,17-Jul-2025 10:30 AM,techsummary_542141.pdf (462.50 KB),1,2956075,ANAND ENGINEERING,19-Jun-2025 12:52 AM,Rejected-Technical,Non-securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m).,16-Jul-2025 07:02 PM,18-Aug-2025,"INR 24,768,885.89",365.0,Bikram Keshari Malla,18-Aug-2025 11:55 AM,WORKORDERT.pdf (525.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 13.08.2025,AOC,Orissa State Police Housing and Welfare Corporation Ltd,04/OPHWC/2025-26,2025_OSPHW_114167_8,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,04-Jun-2025 04:00 PM,20-Jun-2025 10:30 AM,04-Jun-2025 04:00 PM,19-Jun-2025 05:00 PM,NA ,NA ,04-Jun-2025 04:00 PM,19-Jun-2025 05:00 PM,17-Jul-2025 10:30 AM,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit","11,800",0.0,Nil,Nil,No,"2,75,200",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"Constn. of New Police Station building at Hemgiri, Sundargarh",Building Work,Please refer Tender documents. ,NA ,"2,75,17,927",Civil Works - Buildings,NA ,Tender,90.0,365.0,Sundargarh,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2971508,ARIA INFRA PROJECTS PRIVATE LIMITED,18-Jun-2025 10:02 AM,Rejected-Technical,Non-securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m).,16-Jul-2025 07:02 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2971124,BABULU PATEL,19-Jun-2025 04:35 PM,Rejected-Technical,Non submission of adequate similar nature of work asper DTCN Clause No. 11 and 110(j),16-Jul-2025 07:02 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2973305,BIKASH RANJAN PATTANAIK,19-Jun-2025 12:16 PM,Rejected-Technical,Non-securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m).,16-Jul-2025 07:02 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2973742,isar engineers pvt ltd,19-Jun-2025 04:28 PM,Accepted-AOC,QUALIFIED BIDDER,18-Aug-2025 11:56 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2973861,SUBHENDU KUMAR MOHANTY,19-Jun-2025 04:24 PM,Rejected-Finance,DUE TO L1 BIDDER,18-Aug-2025 11:52 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2973726,VISHAL AGRAWAL,19-Jun-2025 03:43 PM,Rejected-Finance,DUE TO L1 BIDDER,18-Aug-2025 11:52 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
