S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-21/2024-25 Dt. 25.09.2024,2024_ORULB_105180_7,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,scanned copy of all documents,"EE ,Central Tender Cell","EE ,Central Tender Cell,BMC","10,000",0.0,Nil,Nil,No,26-Sep-2024 03:00 PM,03-Oct-2024 12:30 PM,26-Sep-2024 03:00 PM,03-Oct-2024 11:30 AM,26-Sep-2024 03:00 PM ,30-Sep-2024 10:00 AM ,26-Sep-2024 03:00 PM,03-Oct-2024 11:30 AM,08-Oct-2024 11:00 AM,"54,501",Yes,fixed,,Nil,Nil,"Regular repair and maintenance of roads in Ward 15, 46, 48 and 62 of Bhubaneswar Municipal Corporation (BMC) Area","Regular repair and maintenance of roads in Ward 15, 46, 48 and 62 of Bhubaneswar Municipal Corporation (BMC) Area",Please refer Tender documents. ,NA ,"54,50,049",Civil Works - Roads,NA ,Tender,120.0,180.0,BMC AREA,751022.0,"City Engineer Chamber, BMC ","City Engineer Chamber, BMC ",30-Sep-2024 11:00 AM ,"Central Tender cell, BMC",No ,No,AOC,Municipal Bodies||Bhubaneswar Municipal Corporation,2024_ORULB_105180_7,BMC-EE-Tender Cell-21/2024-25 Dt. 25.09.2024,"Regular repair and maintenance of roads in Ward 15, 46, 48 and 62 of Bhubaneswar Municipal Corporation (BMC) Area",Technical,4 bids opened successfully,Taras Marandi,03-Oct-2024 01:04 PM,technical_507750.pdf,City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONII,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,04-Aug-2025 01:04 PM,finsummary_507750.pdf (143.19 KB),1.0,2566296.0,AMIN BARISAL,INR,"5,467,043",1,2566296,AMIN BARISAL,02-Oct-2024 09:13 PM,Accepted-AOC,L1 bidder,04-Aug-2025 01:09 PM,04-Aug-2025,"INR 5,467,043",180.0,Lipsa Parida,04-Aug-2025 01:09 PM,Work_Order_21_7.pdf (489.00 KB),CITY ENGINEER,Internal,"EEDRAINAGE,EETENDERCELL,DCLEGALBMC,CFO,CITYENGINEER,EEASSTTOCITYENGINEER",Lipsa Parida,08-Oct-2024 10:54 AM,08-Oct-2024 11:00 AM,techsummary_507750.pdf (7099.50 KB),Finance,2 bids opened successfully,Taras Marandi,08-Oct-2024 11:22 AM,finance_507750.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,2565539,Guruji Infrastructure Pvt. Ltd.,03-Oct-2024 10:54 AM,Rejected-Finance,Rejected,04-Aug-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,2566206,PRADIPTA KUMAR SETHI,02-Oct-2024 07:46 PM,Rejected-Technical,Technically not qualified,08-Oct-2024 10:54 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,2566468,SUVENDRA KUMAR JENA,03-Oct-2024 08:13 AM,Rejected-Technical,Technically not qualified,08-Oct-2024 10:54 AM,,,,,,,,,,,,,,,,,,,,AOC
