Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,11,2868817,DEBIKINKAR NAYAK,28-Mar-2025 09:06 AM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,12,2872466,DEEPTI RANJAN PANDA,28-Mar-2025 06:57 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,13,2872153,DHARMENDRA PARIDA,28-Mar-2025 03:03 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,14,2872671,JAGABANDHU JENA,29-Mar-2025 01:29 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,15,2872652,JULKAR RAHEMAN KHAN,28-Mar-2025 10:31 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,16,2872015,JYOTIRADITYA CONSTRUCTIONS,28-Mar-2025 02:46 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,17,2872593,JYOTIRANJAN PANDA,28-Mar-2025 09:10 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,18,2872049,KAMINI SAHOO,28-Mar-2025 02:11 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,19,2872090,KISHORE KUMAR BEHERA,28-Mar-2025 04:21 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,20,2869314,LAXMIDHAR SAHOO,27-Mar-2025 10:40 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,21,2872155,MADHUSMITA BEHERA,28-Mar-2025 06:59 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,22,2872780,MAHESH NANDAN SAMAL,29-Mar-2025 08:57 AM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,23,2869993,MAMINA PANDA,26-Mar-2025 09:42 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,24,2871911,MANORANJAN ROUT,28-Mar-2025 01:11 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,25,2873445,MANSI ENTERPRISES PROP. BISWARANJAN SWAIN,29-Mar-2025 04:51 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,26,2872709,MATHURI BEHERA,28-Mar-2025 11:57 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,27,2870158,MITESH MOHANTY,27-Mar-2025 10:01 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,28,2868905,M/S MAA BIRAJA TRADERS,28-Mar-2025 01:38 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,29,2872788,M/S SIDHARTH CONSTRUCTION,29-Mar-2025 09:08 AM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,30,2871428,M/S SIDHARTH KUMAR SAMAL,28-Mar-2025 01:01 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,31,2868888,M/S UPENDRA PARIDA,29-Mar-2025 01:50 AM,Accepted-AOC,Won the lottery,21-Aug-2025 08:37 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,32,2873275,NIHAR RANJAN BISWAL,29-Mar-2025 02:26 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,33,2870582,PADMINI SAHOO,28-Mar-2025 07:26 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,34,2869034,PITAMBAR DHAL,26-Mar-2025 12:53 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,35,2872686,PRADIPTA KUMAR PANDA,28-Mar-2025 11:12 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,36,2870918,Pratap Kumar Biswal,27-Mar-2025 04:04 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,37,2870108,PRATIPARNA PARAKRANTA NAYAK,27-Mar-2025 09:21 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,38,2870061,PRAVATI NAYAK,27-Mar-2025 06:16 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,39,2871050,RABINARAYAN MISHRA,28-Mar-2025 10:30 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,40,2871447,RAJ GOPAL BISWAL,28-Mar-2025 10:07 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,41,2868252,RASHMI ROY,25-Mar-2025 06:07 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,42,2868575,RUPALI ROY,28-Mar-2025 12:26 AM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,43,2872755,SANJUKTA MISHRA,29-Mar-2025 08:34 AM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,44,2868851,SANTOSH KUMAR NAYAK,26-Mar-2025 11:37 AM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,45,2871310,SHANTI SAHOO,28-Mar-2025 05:34 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,46,2871197,SOMYAJIT NAYAK,27-Mar-2025 07:24 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,47,2871304,SUBHENDU KUMAR PATI,27-Mar-2025 08:50 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,48,2873011,SUDIPTA NARAYAN ROUTRAY,29-Mar-2025 11:36 AM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,49,2872830,SUJAYA KUMAR NAYAK,29-Mar-2025 01:22 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,50,2870451,SUMIT SAURABHA JENA,27-Mar-2025 01:24 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,51,2872295,SUSANTA KUMAR SAHOO,28-Mar-2025 07:05 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,52,2867801,TARAPRASANNA PATI,26-Mar-2025 11:25 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
