Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
18-Mar-2025 05:00 PM,02-Apr-2025 11:30 AM,18-Mar-2025 05:00 PM,29-Mar-2025 05:00 PM,18-Mar-2025 05:00 PM ,24-Mar-2025 05:00 PM ,18-Mar-2025 05:00 PM,29-Mar-2025 05:00 PM,"29,500",Yes,fixed,,Nil,Nil,Superintending Engineer,"O/o the SE, Jajpur Irrigation Division, Jajpur",CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jajpur Irrigation Division,e-Procurement Notice No.18/ 2024-25,2025_CDJID_111739_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,JJPR-22/24-25 Restoration to 1B Distributary of Jajpur Canal System.,Restoration to Distributary,Please refer Tender documents. ,NA ,"29,41,254",Civil Works - Canal,NA ,Tender,90.0,180.0,Jajpur,755004.0,NA ,NA ,NA ,"O/o the SE, Jajpur Irrigation Division, Jajpur",No ,No,"6,000",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GSTIN, RC, Documents related to EMD exemption",AOC,"Superintending Engineer, Jajpur Irrigation Division",Internal,"Estimator and DAO, Jajpur Irrigation Division",Antaryami Mohanty,09-May-2025 04:56 PM,techsummary_533562.pdf (453.29 KB),"Superintending Engineer, Jajpur Irrigation Division",Internal,"Estimator and DAO, Jajpur Irrigation Division",Ratnakar Dalai,21-Aug-2025 08:35 PM,finsummary_533562.pdf (460.59 KB),Finance,Uploaded tender documents of all the bidders have been downloaded successfully.,Sarat Chandra Ghadei,03-Apr-2025 06:26 PM,finance_533562.pdf,BOQ Comparative Chart,21-Aug-2025,"INR 2,500,359.93",180.0,Ratnakar Dalai,21-Aug-2025 08:37 PM,18_22.pdf (461.00 KB),Contract Awarded,1,2872502,ANANTA NARAYAN JENA,28-Mar-2025 07:44 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jajpur Irrigation Division,2025_CDJID_111739_13,e-Procurement Notice No.18/ 2024-25,JJPR-22/24-25 Restoration to 1B Distributary of Jajpur Canal System.,1.0,2868888.0,M/S UPENDRA PARIDA,INR,"2,500,359.93",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavits, No Relation Certificate, undertakings and any other documents as per SBD/DTCN",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,2869025,ARUN KUMAR DALAI,27-Mar-2025 09:26 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,2871080,ASHOK KUMAR MOHANTY,27-Mar-2025 06:59 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,2871476,BHARAT KUMAR DAS,29-Mar-2025 02:43 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,2873319,Bidyadhar Sahoo,29-Mar-2025 03:12 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,2873344,Bijaya Kumar Mohapatra,29-Mar-2025 03:56 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,2872866,BIJAY KUMAR MOHANTY,29-Mar-2025 09:08 AM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,2871287,BISWABHUSAN ROUT,27-Mar-2025 08:56 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,2873037,Biswajit Samal,29-Mar-2025 12:02 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,2873117,DAYANIDHI DAS,29-Mar-2025 12:35 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 04:56 PM,,,,,,,,,,AOC
