Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
31-Aug-2025,"INR 720,187.61",120.0,Gorasasi Sahoo,31-Aug-2025 03:37 PM,136.pdf (444.00 KB),Contract Awarded,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Kendrapara Irr Div Kendrapara,2025_KIRRD_110670_34,e-Procurement Notice No.KID-04 of 2024-25,KID-136 of 2024-25 Construction of V.R Bridge at R.D 18.380 Km. near Chateswar Temple and R.D 18.900 km. of Disty no.9 of Kendrapara Canal.,1.0,2834351.0,DEBI PRASAD PARIDA,INR,"720,187.61",1,2834351,DEBI PRASAD PARIDA,24-Feb-2025 11:30 AM,Accepted-AOC,Won the lottery,31-Aug-2025 03:37 PM,Finance,Uploaded tender documents of all the bidders have been downloaded successfully.,Gorasasi Sahoo,01-Mar-2025 04:20 PM,finance_530256.pdf,BOQ Comparative Chart,"Superintending Engineer, Kendrapara Irrigation Division",Internal,"Estimator and DAO, Kendrapara Irrigation Division",Gorasasi Sahoo,31-Aug-2025 03:36 PM,finsummary_530256.pdf (443.50 KB),"Superintending Engineer, Kendrapara Irrigation Division",Internal,"Estimator and DAO, Kendrapara Irrigation Division",Gorasasi Sahoo,13-May-2025 09:07 PM,techsummary_530256.pdf (426.25 KB),AOC,"8,500",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"4,000",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GSTIN, RC, Documents related to EMD exemption",CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Kendrapara Irr Div Kendrapara,e-Procurement Notice No.KID-04 of 2024-25,2025_KIRRD_110670_34,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Superintending Engineer,"O/o the SE, Kendrapara Irr. Division, Kendrapara",15-Feb-2025 10:00 AM,25-Feb-2025 11:00 AM,15-Feb-2025 10:00 AM,24-Feb-2025 05:00 PM,15-Feb-2025 10:00 AM ,21-Feb-2025 05:00 PM ,15-Feb-2025 10:00 AM,24-Feb-2025 05:00 PM,KID-136 of 2024-25 Construction of V.R Bridge at R.D 18.380 Km. near Chateswar Temple and R.D 18.900 km. of Disty no.9 of Kendrapara Canal.,Construction of V.R Bridge,Please refer Tender documents. ,NA ,"8,47,180",Civil Works - Canal,NA ,Tender,90.0,120.0,Kendrapara,754211.0,NA ,NA ,NA ,"O/o the SE, Kendrapara Irr. Division, Kendrapara",No ,No,AOC
,,,,,,,,,,,,,,,,2,2834821,DIPADYOTAK DASH,24-Feb-2025 12:52 PM,Rejected-Technical,Did not satisfy as per DTCN,13-May-2025 09:07 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,.pdf,"Affidavits, No Relation Certificate, undertakings and any other document as per SBD/DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,2830062,MIR IFTEKHAR AHAMAD,21-Feb-2025 11:19 PM,Rejected-Technical,Did not satisfy as per DTCN,13-May-2025 09:07 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,2833717,SK.MUSTAK ALI,24-Feb-2025 12:50 AM,Rejected-Technical,Did not satisfy as per DTCN,13-May-2025 09:07 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,2835148,SUBHALAXMI MOHAPATRA,24-Feb-2025 01:54 PM,Rejected-Technical,Did not satisfy as per DTCN,13-May-2025 09:07 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
