S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Bid,Superintending Engineer,O/o Superintending Engineer Anandapur Canal Division Salapada,"9,840",Yes,fixed,,Nil,Nil,04-Oct-2024 10:30 AM,14-Oct-2024 03:30 PM,04-Oct-2024 10:30 AM,14-Oct-2024 01:30 PM,04-Oct-2024 10:30 AM ,10-Oct-2024 05:30 PM ,04-Oct-2024 10:30 AM,14-Oct-2024 01:30 PM,"CCE,Anandapur Barrage Project||CCE,Anandapur",SE-ACD-03 of 2024-25,2024_CCEAB_105412_1,Yes,National Competitive Bid,Lump-sum,Services,1.0,No,No,Online,No,No,No,Supply of Site Supervisors (Semi Skilled) preferably ITI/ Experienced for Supervision of work sites of Salandi Left Main Canal (SLMC) from RD 16.08km to 30.547km and Engagement of man power for day-today official works under different Divisions and C,Supply of Site Supervisors (Semi Skilled) preferably ITI/ Experienced for Supervision of work sites of Salandi Left Main Canal (SLMC) from RD 16.08km to 30.547km and Engagement of man power for day-today official works under different Divisions,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,90.0,150.0,"Office of SE, Anandapur Canal Division, Salapada",758020.0,NA ,NA ,NA ,"Office of SE, Anandapur Canal Division, Salapada",No ,No,"4,000",0.0,Nil,Nil,No,AOC,14-Aug-2025,"INR 858,156.59",150.0,Manas Ranjan Mandal,14-Aug-2025 04:28 PM,Aoc.pdf (574.00 KB),1,2575436,M/s. Shantiram Agency,14-Oct-2024 12:32 PM,Rejected-AOC,L2 in lottery,14-Aug-2025 04:28 PM,SE SCD,Internal,,ABINASH ROUL,14-Aug-2025 04:08 PM,techsummary_508438.pdf (723.96 KB),SE ACD,Internal,,Manas Ranjan Mandal,14-Aug-2025 04:21 PM,finsummary_508438.pdf (636.57 KB),"CCE,Anandapur Barrage Project||CCE,Anandapur",2024_CCEAB_105412_1,SE-ACD-03 of 2024-25,Supply of Site Supervisors (Semi Skilled) preferably ITI/ Experienced for Supervision of work sites of Salandi Left Main Canal (SLMC) from RD 16.08km to 30.547km and Engagement of man power for day-today official works under different Divisions and C,1.0,2575804.0,Swarna Prava Mahakud,INR,"858,156.59",Finance,summary uploaded,RAMA CHANDRA DAS,05-Aug-2025 04:22 PM,finance_508438.pdf,BOQ Comparative Chart,AOC
2,ICICI NEFT/RTGS,,,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,2575804,Swarna Prava Mahakud,14-Oct-2024 01:20 PM,Accepted-AOC,L1 in Lottery,14-Aug-2025 04:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
