Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Construction of Additional ClassRoom of Ampali High School of Ampali GP under Saintala Block.,Construction of Additional ClassRoom of Ampali High School of Ampali GP under Saintala Block.,PLEASE REFER TENDER DOCUMENTS. ,NA ,"17,17,797",Civil Works - Buildings,NA ,Tender,90.0,150.0,SAINTALA,767032.0,NA ,NA ,NA ,"BLOCK OFFICE,SAINTALA",No ,No,1.0,DD - Demand Draft,"6,000","BDO,SAINTALA",SAINTALA,No,"17,180",Yes,fixed,,"BDO,SAINTALA",SAINTALA,05-Jul-2025 10:00 AM,23-Jul-2025 11:00 AM,05-Jul-2025 10:00 AM,19-Jul-2025 05:00 PM,NA ,NA ,05-Jul-2025 10:00 AM,19-Jul-2025 05:00 PM,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Balangir||SAINTALA Block,1/2025-26/SNTL,2025_PRBSI_115038_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Offline,No,No,No,"BLOCK DEVELOPMENT OFFICER,SAINTALA",PANCHAYAT SAMITI SAINTALA,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GSTIN,No relationship certificate,Affidavit,MOU etc.",AOC,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Balangir||SAINTALA Block,2025_PRBSI_115038_6,1/2025-26/SNTL,Construction of Additional ClassRoom of Ampali High School of Ampali GP under Saintala Block.,BDO SAINTALA,Internal,BLOCK STAFF,SANTOSH KUMAR BEHERA,20-Aug-2025 04:10 PM,finsummary_544944.pdf (137.60 KB),Finance,TENDERS OPENED,SANTOSH KUMAR BEHERA,23-Jul-2025 11:37 AM,,BOQ Comparative Chart,1.0,3004125.0,SUDARSAN PATEL,INR,"1,700,619.03",1.0,3004135.0,M/S ASHISH KUMAR THATI,19-Jul-2025 02:58 PM,Rejected-Finance,L2,20-Aug-2025 04:10 PM,20-Aug-2025,"INR 1,717,797",150.0,SANTOSH KUMAR BEHERA,20-Aug-2025 05:44 PM,AMPALI.pdf (48.00 KB),BDO SAINTALA,Internal,BLOCK STAFF,PURUSOTTAM MIRDHA,20-Aug-2025 12:32 PM,techsummary_544944.pdf (129.58 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Documents as per DTCN,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,3004125.0,SUDARSAN PATEL,19-Jul-2025 02:37 PM,Accepted-AOC,L1,20-Aug-2025 05:44 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
