S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,2998656.0,KAMALA KANTA NAYAK,INR,"4,566,708.3",ST and SC Development Deptt||ITDA Rairangpur,2025_STSCD_114749_37,TCN02/2025-26,Upgradation of PSH Building at Malikedam PUP School under Bahalda Block.,1,2998613,HIMANSU NARAYAN BARIK,14-Jul-2025 10:58 AM,Rejected-AOC,L1,20-Aug-2025 05:29 PM,20-Aug-2025,"INR 4,566,708.3",180.0,Jogaranjan Nayak,20-Aug-2025 05:29 PM,AOCdetails02202526.pdf (2883.00 KB),Kamalakanta Nayak B Class Diploma Engineer Contractor selected as valid and L1 in transparent lottery system and he has been deposited APSD as per OPWD Code and work order has been issued.,Finance,Accepted this tender Work SI.No. 37 of Bid Identification No. 02/2025-26 due to more than one bidders are participating. Evaluation or scrutinization is to be taken up after opening of technical bid with all criteria,Jogaranjan Nayak,20-Aug-2025 04:44 PM,finance_544131.pdf,BOQ Comparative Chart,JogaranjanNayak,Mixed,AmarNathSubudhiAEEstimatroGulsandevMarkamAEEManojkumarBindhaniJEArupanandaParamanikPEJnanendraKumarSamalADWOPrakashRanjanDuttaSOSureshKumarMajhiSRA,Jogaranjan Nayak,20-Aug-2025 05:01 PM,finsummary_544131.pdf (532.97 KB),JogaranjanNayak,Mixed,AmarNathSubudhiAEEstimatroGulsandevMarkamAEEManojkumarBindhaniJEArupanandaParamanikPEJnanendraKumarSamalADWOPrakashRanjanDuttaSOSureshKumarMajhiSRA,Jogaranjan Nayak,20-Aug-2025 04:52 PM,techsummary_544131.pdf (532.97 KB),AOC,ST and SC Development Deptt||ITDA Rairangpur,TCN02/2025-26,2025_STSCD_114749_37,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Upgradation of PSH Building at Malikedam PUP School under Bahalda Block.,Upgradation of PSH Building at Malikedam PUP School under Bahalda Block.,As per tender documents. ,NA ,"53,71,966",Civil Works - Buildings,NA ,Tender,90.0,180.0,Malikedam PUP School,757046.0,NA ,NA ,NA ,"ITDA, Rairangpur",No ,No,24-Jun-2025 06:00 PM,15-Jul-2025 11:00 AM,24-Jun-2025 06:00 PM,14-Jul-2025 05:30 PM,NA ,NA ,24-Jun-2025 06:00 PM,14-Jul-2025 05:30 PM,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"PA, ITDA, Rairangpur","At-Ward No-03, Mandir Sahi, PO/PS-Rairangpur, Dist-Mayurbhanj",1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"53,720",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,2,2998656,KAMALA KANTA NAYAK,14-Jul-2025 12:09 PM,Accepted-AOC,Lottery Winner L1,20-Aug-2025 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.xls,BOQ,,,,,,,AOC
,,,,,,,,,3,2985178,KISHOR KUMAR PATRA,11-Jul-2025 07:46 PM,Rejected-AOC,L1,20-Aug-2025 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,2997827,PRASANTA BEHERA,13-Jul-2025 12:36 PM,Rejected-AOC,L1,20-Aug-2025 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,2998204,RAHUL KUMAR YADAV,13-Jul-2025 07:35 PM,Rejected-AOC,L1,20-Aug-2025 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,2996477,SATYA SUNDAR DAS,11-Jul-2025 05:30 PM,Rejected-AOC,L1,20-Aug-2025 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,2997305,SHYAM CHARAN SOREN,12-Jul-2025 04:04 PM,Rejected-AOC,L1,20-Aug-2025 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
