Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,BID DOCUMENT UPLOADED,"SE,SCD,Soro","SE,SCD,Soro",400.0,0.0,Nil,Nil,No,1,ICICI BANK,"CCE,Anandapur Barrage Project",SESCD-18 of 2023-24,2024_CCEAB_99071_1,Yes,National Competitive Bid,Turn-key,Goods,1.0,No,No,Online,No,No,No,02-Jan-2024 11:30 AM,22-Jan-2024 03:30 PM,02-Jan-2024 11:30 AM,22-Jan-2024 03:00 PM,NA ,NA ,02-Jan-2024 11:30 AM,22-Jan-2024 03:00 PM,"Supplying, fitting and fixing of Multifunctional printer for the o/o the Land Acquisition officer, Soro and Superintending Engineer, Soro Canal Division, Soro.","Supplying, Fitting and Fixing of CANONiR2206 A3 Monochrome Multifunctional device ( Print/Scan/Copy ) or equivalent model with platen cover and toner including cost, carriage and installation charges but excluding G",Please refer Tender documents. ,NA ,"98,000",Miscellaneous Goods,NA ,Tender,30.0,30.0,SE SCD SORO,756045.0,NA ,NA ,NA ,"SE,SCD,Soro",No ,No,"1,000",Yes,fixed,,Nil,Nil,1.0,corrigendum,Date,,AOC,05-Aug-2025,"INR 130,000",30.0,Malaya kumar Dharua,05-Aug-2025 02:10 PM,aoc.pdf (1399.00 KB),SE SCD,Internal,,Malaya kumar Dharua,05-Aug-2025 02:07 PM,finsummary_482053.pdf (1398.97 KB),Finance,uploaded,SUDHIR KUMAR PARIDA,22-Jan-2024 04:05 PM,finance_482053.pdf,BOQ Comparative Chart,1,2401706,M/s. Shantiram Agency,22-Jan-2024 02:45 PM,Accepted-AOC,1st lowest,05-Aug-2025 02:10 PM,"CCE,Anandapur Barrage Project",2024_CCEAB_99071_1,SESCD-18 of 2023-24,"Supplying, fitting and fixing of Multifunctional printer for the o/o the Land Acquisition officer, Soro and Superintending Engineer, Soro Canal Division, Soro.",1.0,2401706.0,M/s. Shantiram Agency,INR,"130,000",SE SCD,Internal,,Malaya kumar Dharua,05-Aug-2025 02:04 PM,techsummary_482053.pdf (1398.97 KB),AOC
,,.xls,BOQ,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2401734,SAI SHA ENTERPRISES,22-Jan-2024 02:55 PM,Rejected-AOC,2nd lowest,05-Aug-2025 02:10 PM,,,,,,,,,,,,,,,,AOC
