Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Tender Stage
31-Aug-2025,"INR 2,696,051.92",120.0,Gorasasi Sahoo,31-Aug-2025 03:40 PM,143.pdf (497.00 KB),Contract Awarded,1,2833797,Amiya Ranjan Mallick,23-Feb-2025 11:39 PM,Rejected-Technical,Did not satisfy as per DTCN,13-May-2025 09:02 PM,1.0,2833079.0,SUBHALAXMI MOHAPATRA,INR,"2,696,051.92",CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Kendrapara Irr Div Kendrapara,2025_KIRRD_110670_35,e-Procurement Notice No.KID-04 of 2024-25,KID-143 of 2024-25 Improvement to service road on left bank of Disty.no.11 from RD 868m to 1326m and L/B of Disty.no.12A 1/2 from RD 00m to 507m of K.Canal.,Finance,Uploaded tender documents of all the bidders have been downloaded successfully.,Gorasasi Sahoo,01-Mar-2025 04:32 PM,finance_530261.pdf,BOQ Comparative Chart,"Superintending Engineer, Kendrapara Irrigation Division",Internal,"Estimator and DAO, Kendrapara Irrigation Division",Gorasasi Sahoo,31-Aug-2025 03:39 PM,finsummary_530261.pdf (496.62 KB),"Superintending Engineer, Kendrapara Irrigation Division",Internal,"Estimator and DAO, Kendrapara Irrigation Division",Gorasasi Sahoo,13-May-2025 09:02 PM,techsummary_530261.pdf (430.71 KB),AOC,KID-143 of 2024-25 Improvement to service road on left bank of Disty.no.11 from RD 868m to 1326m and L/B of Disty.no.12A 1/2 from RD 00m to 507m of K.Canal.,Improvement to service road,Please refer Tender documents. ,NA ,"31,71,453",Civil Works - Canal,NA ,Tender,90.0,120.0,Kendrapara,754211.0,NA ,NA ,NA ,"O/o the SE, Kendrapara Irr. Division, Kendrapara",No ,No,"6,000",Nil,Nil,No,15-Feb-2025 10:00 AM,25-Feb-2025 11:00 AM,15-Feb-2025 10:00 AM,24-Feb-2025 05:00 PM,15-Feb-2025 10:00 AM ,21-Feb-2025 05:00 PM ,15-Feb-2025 10:00 AM,24-Feb-2025 05:00 PM,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Kendrapara Irr Div Kendrapara,e-Procurement Notice No.KID-04 of 2024-25,2025_KIRRD_110670_35,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"31,800",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GSTIN, RC, Documents related to EMD exemption",Superintending Engineer,"O/o the SE, Kendrapara Irr. Division, Kendrapara",1.0,ICICI BANK,AOC
,,,,,,,2,2834064,Bibhudutta Bhadar,24-Feb-2025 08:30 AM,Rejected-Technical,Did not satisfy as per DTCN,13-May-2025 09:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavits, No Relation Certificate, undertakings and any other document as per SBD/DTCN",,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,3,2832061,bijaya kumar senapati,23-Feb-2025 10:43 AM,Rejected-Technical,Did not satisfy as per DTCN,13-May-2025 09:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,AOC
,,,,,,,4,2835443,JAGABANDHU MOHANTY,24-Feb-2025 03:54 PM,Rejected-Technical,Did not satisfy as per DTCN,13-May-2025 09:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,2835367,JIBANANANDA DAS,24-Feb-2025 02:45 PM,Rejected-Technical,Did not satisfy as per DTCN,13-May-2025 09:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,2833370,KSHIROD KUMAR NAYAK,23-Feb-2025 08:19 PM,Rejected-Technical,Did not satisfy as per DTCN,13-May-2025 09:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,2834942,MAA TARINI CONSTRUCTION,24-Feb-2025 01:15 PM,Rejected-Technical,Did not satisfy as per DTCN,13-May-2025 09:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,2832100,MANAS RANJAN SWAIN,23-Feb-2025 11:04 AM,Rejected-Technical,Did not satisfy as per DTCN,13-May-2025 09:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,2832252,MANORANJAN DAS,23-Feb-2025 12:10 PM,Rejected-Technical,Did not satisfy as per DTCN,13-May-2025 09:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,2833136,Nigam Construction Prop. Rajashree Sahoo,23-Feb-2025 06:41 PM,Rejected-Technical,Did not satisfy as per DTCN,13-May-2025 09:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
