Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"7,080",0.0,Nil,Nil,Yes,1.0,ICICI BANK,"28,537",Yes,percentage,1.0%,Nil,Nil,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",BID NO-740/2024-25 DT.02.04.2025,2025_OLIC_112212_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,07-Apr-2025 10:00 AM,17-Apr-2025 11:00 AM,07-Apr-2025 10:00 AM,16-Apr-2025 05:00 PM,07-Apr-2025 10:00 AM ,15-Apr-2025 05:00 PM ,07-Apr-2025 10:00 AM,16-Apr-2025 05:00 PM,REVIVAL AND RE-ENERGISATION OF RAJAS-III AND IV NUAPADA-I AND IV AND PUBAGARH-I AND III LIP UNDER BALIPATNA BLOCK OF KHORDHA DISTRICT UNDER PLAN FUND 2024-25,REVIVAL AND RE-ENERGISATION OF RAJAS-III AND IV NUAPADA-I AND IV AND PUBAGARH-I AND III LIP UNDER BALIPATNA BLOCK OF KHORDHA DISTRICT UNDER PLAN FUND 2024-25,Please refer Tender Documents ,NA ,"28,53,660",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,BALIPATNA,752020.0,NA ,NA ,NA ,EE LI DIVISION BHUBANESWAR,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER PAPER COST EMD AND ALL OTHER DOCUMENTS AS PER DTCN,Executive Engineer,EE LI DIVISION BHUBANESWAR,AOC,Sujit Kumar Mohanty,Internal,"EE,ESTR,DA",SUJIT KUMAR MOHANTY,19-Aug-2025 01:41 PM,finsummary_535408.pdf (850.44 KB),"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",2025_OLIC_112212_17,BID NO-740/2024-25 DT.02.04.2025,REVIVAL AND RE-ENERGISATION OF RAJAS-III AND IV NUAPADA-I AND IV AND PUBAGARH-I AND III LIP UNDER BALIPATNA BLOCK OF KHORDHA DISTRICT UNDER PLAN FUND 2024-25,1.0,2884520.0,UMESH CHANDRA SAHOO,INR,"2,593,977",Finance,TENDER OPENED,SUJIT KUMAR MOHANTY,17-Apr-2025 04:43 PM,finance_535408.pdf,BOQ Comparative Chart,1,2884208,AGRAWALLA POWER INFRASTRUCTURE,16-Apr-2025 10:06 AM,Rejected-Technical,Rejected,19-May-2025 02:38 PM,19-Aug-2025,"INR 2,593,977",90.0,SUJIT KUMAR MOHANTY,19-Aug-2025 01:50 PM,Nuapada.pdf (850.00 KB),WORK ORDER AND AGREEMENT COMPLETED,Sujit Kumar Mohanty,Internal,"EE,ESTR,DA",SUJIT KUMAR MOHANTY,19-May-2025 02:38 PM,techsummary_535408.pdf (850.44 KB),AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC,,,,,,,,,,,2.0,2885772.0,BIKRAM KESHARI PATTANAIK,INR,"2,711,262",,,,,,,2,2886096,ASHOK PANI,16-Apr-2025 02:43 PM,Rejected-Technical,Rejected,19-May-2025 02:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2885772,BIKRAM KESHARI PATTANAIK,16-Apr-2025 12:51 PM,Accepted-AOC,REJECTED,19-Aug-2025 01:52 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2885443,GITANJALI SARANGI PROPRIETOR- GITANJALI ENTERPRISES,16-Apr-2025 12:44 PM,Rejected-Technical,Rejected,19-May-2025 02:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2885290,MADAN MOHAN BASTIA,15-Apr-2025 08:14 PM,Rejected-Technical,Rejected,19-May-2025 02:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2885270,MODERN WINDING AND ELECTRICALS,15-Apr-2025 07:45 PM,Rejected-Finance,REJECTED,19-Aug-2025 01:41 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2886119,M/S. BALIYARSINGH ELECTRICAL ENGINEERING & CONSTRUCTION,16-Apr-2025 02:38 PM,Rejected-Technical,Rejected,19-May-2025 02:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2882879,M/S. M.C.C. ASSOCIATES,15-Apr-2025 01:25 PM,Rejected-Finance,REJECTED,19-Aug-2025 01:41 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2886071,M/S-SANTOSH KUMAR MOHANTY,16-Apr-2025 03:46 PM,Rejected-Technical,Rejected,19-May-2025 02:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2885951,M/S SHREELAXMI ENTERPRISERS,16-Apr-2025 01:17 PM,Rejected-Finance,REJECTED,19-Aug-2025 01:41 PM,,,,,,,,,,,,,,AOC
