Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Construction of 6.00 mtr ID Percolation well for RPWS to Village Adendunguri Kudopali_Saledunguri Patharmunda under Agalpur Block in District of Balangir..Retrofitting,Construction of 6.00 mtr ID Percolation well for RPWS to Village Adendunguri Kudopali_Saledunguri Patharmunda under Agalpur Block in District of Balangir..Retrofitting,Please Refer DTCN ,NA ,"72,93,484",Civil Works - Water Works,Water Supply ,Tender,180.0,90.0,Different Village of Agalpur Block,767022.0,NA ,NA ,NA ,O/o Superintending Engineer RWSS Division Balangir,No ,No,0.0,No,fixed,,Nil,Nil,Superintending Engineer,O/o Superintending Engineer RWSS Division Balangir,Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,BID NO 02 OF 2022-23,2022_RWSS_77157_22,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Tender paper cost, GST,PAN, Registration Certificate, Experience Certificated,Etc","10,000",0.0,Nil,Nil,Yes,22-Apr-2022 05:00 PM,02-May-2022 11:00 AM,22-Apr-2022 05:00 PM,30-Apr-2022 05:00 PM,NA ,NA ,22-Apr-2022 05:00 PM,30-Apr-2022 05:00 PM,04-Jun-2022 11:00 AM,AOC,21-Aug-2025,"INR 7,293,483",90.0,Khagendra Barik,21-Aug-2025 06:41 PM,ADENDUNGURI.pdf (1101.00 KB),L1 BIDDER HAS RESPOND,ROUPYARANJAN_BEHERA,Internal,ARJUN_MATHO_ Khagendra_Barik,Khagendra Barik,21-Aug-2025 06:39 PM,finsummary_396831.pdf (504.00 KB),Finance,Financial BID has opened,Saroj Kumar Satapathy,04-Jun-2022 06:21 PM,finance_396831.pdf,BOQ Comparative Chart,Technical,Bid has Opened,Khagendra Barik,02-May-2022 01:15 PM,technical_396831.pdf,1.0,1835777.0,GHANA SHYAM MISHRA,30-Apr-2022 10:55 AM,Rejected-AOC,REJECTED AS PER OPWD CODE,21-Aug-2025 06:42 PM,Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,2022_RWSS_77157_22,BID NO 02 OF 2022-23,Construction of 6.00 mtr ID Percolation well for RPWS to Village Adendunguri Kudopali_Saledunguri Patharmunda under Agalpur Block in District of Balangir..Retrofitting,1.0,1836065.0,RAJANI KANTA NAYAK,INR,"4,496,190",Er_SarojKumarSatapathy,Internal,Mr_ArjunMahto_Er_KhagendraBarik_Er_ArabindaMohanty,Saroj Kumar Satapathy,03-Jun-2022 09:48 PM,04-Jun-2022 11:00 AM,techsummary_396831.pdf (223.06 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"Other documents as per DTCN, Except documents already submitted for point 1",,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1836065.0,RAJANI KANTA NAYAK,30-Apr-2022 03:30 PM,Accepted-AOC,AWARDED AS PER OPWD CODE,21-Aug-2025 06:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
