Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"GSTIN, R.C, PAN, Affidavit, undertaking, NRC and other documents as per DTCN","Executive Engineer, Jagatsinghpur Irrigation Divis","O/o the Executive Engineer, Jagatsinghpur Irrigation Division","10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE,Jagatsinghpur Irr Division,Jagatsinghpur",JSD-01 of 2021-22,2021_CELBB_68408_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,3. Construction of 3 Storeyed Building staff quarter 6Nos. of E type Qtr. for Jagatsinghpur Irrigation Division near Division Campus,Construction of 3 Storeyed Building staff quarter 6Nos. of E type Qtr. for Jagatsinghpur Irrigation Division near Division Campus,Please refer Tender documents. ,NA ,"65,54,947",Civil Works - Buildings,NA ,Tender,90.0,270.0,Jagatsinghpur,754103.0,NA ,NA ,NA ,"O/o the Executive Engineer, Jagatsinghpur Irrigati",No ,No,0.0,No,fixed,,Nil,Nil,13-May-2021 10:00 AM,28-May-2021 11:00 AM,13-May-2021 10:00 AM,27-May-2021 05:00 PM,13-May-2021 10:00 AM ,21-May-2021 05:00 PM ,13-May-2021 10:00 AM,27-May-2021 05:00 PM,07-Jun-2021 10:30 AM,AOC,1.0,1545221.0,RAJESH KUMAR SAHANI,INR,"5,572,361","CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE,Jagatsinghpur Irr Division,Jagatsinghpur",2021_CELBB_68408_3,JSD-01 of 2021-22,3. Construction of 3 Storeyed Building staff quarter 6Nos. of E type Qtr. for Jagatsinghpur Irrigation Division near Division Campus,"E.E, Jagatsinghpur Irrigation Division",Internal,DAO of JSD and Estimator of JSD,Pratap Kumar Satapathy,04-Jun-2021 11:09 AM,07-Jun-2021 10:30 AM,techsummary_353363.pdf (62.43 KB),Superintending Engineer,Internal,,kamadev das,01-Aug-2025 11:11 AM,finsummary_353363.pdf (273.86 KB),01-Aug-2025,"INR 5,572,361",270.0,kamadev das,01-Aug-2025 11:15 AM,Building.pdf (274.00 KB),Finance,11 nos. of bidder have participated in this Financial Bid,Pratap Kumar Satapathy,07-Jun-2021 11:21 AM,,BOQ Comparative Chart,Technical,11 nos. of bidder have participated,Pratap Kumar Satapathy,28-May-2021 11:59 AM,,1,1545988,AJIT KUMAR NAYAK,25-May-2021 02:43 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,01-Aug-2025 11:11 AM,AOC
2.0,Finance,.xls,Bill of Quantity,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1547117,ANIL KUMAR DASH,26-May-2021 02:19 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,01-Aug-2025 11:11 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1543506,ASHOK KUMAR MAHALA,24-May-2021 09:44 AM,Rejected-Finance,Due to unsuccessful tender on lottery system,01-Aug-2025 11:11 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1544150,BINGU MUDULI,24-May-2021 03:07 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,01-Aug-2025 11:11 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1539285,DIPTIREKHA BEHERA,17-May-2021 03:08 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,01-Aug-2025 11:11 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1547974,M/S.ANIL KUMAR PRUSTY,27-May-2021 01:52 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,01-Aug-2025 11:11 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1547531,PRANAB KISHORE DASH,27-May-2021 09:11 AM,Rejected-Finance,Due to unsuccessful tender on lottery system,01-Aug-2025 11:11 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1543732,PRAVAT KUMAR BEHERA,25-May-2021 09:52 AM,Rejected-Finance,Due to unsuccessful tender on lottery system,01-Aug-2025 11:11 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1543809,PRIYADARSINI DAS,27-May-2021 09:05 AM,Rejected-Finance,Due to unsuccessful tender on lottery system,01-Aug-2025 11:11 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1545221,RAJESH KUMAR SAHANI,25-May-2021 07:55 AM,Accepted-AOC,Work completed,01-Aug-2025 11:15 AM,AOC
