Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
Supply of DDGS for Radhadamodarpur,Supply of DDGS-RICE for Radhadamodarpur,Please refer Tender Document ,NA ,"15,60,00,000",Miscellaneous Goods,NA ,Rate Contract,90.0,60.0,Radhadamodarpur,754029.0,NA ,NA ,NA ,"D2, Sahid Nagar, BBSR",No ,No,1.0,ICICI BANK,26-Jun-2025 10:00 AM,18-Jul-2025 11:30 AM,26-Jun-2025 10:00 AM,17-Jul-2025 05:00 PM,NA ,NA ,26-Jun-2025 10:00 AM,17-Jul-2025 05:00 PM,590.0,0.0,Nil,Nil,No,"2,00,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"The Tender Paper Cost, EMD, Copy of GST, PAN, GST RETURN,IT Return, Turnover Certificate",Managing Director,"D2, Sahid Nagar, BBSR",Odisha State Co. Milk Producers Federation Ltd.,07 /MM/CFP/55/ 2025-2026/11,2025_OMFED_114849_12,Yes,Open Tender,Item Rate,Goods,1.0,No,No,Online,No,No,No,AOC,DY. Manager MM,Internal,"GM FIN, Mgr DO, IC MKTG, IC HR",Sudhir Ranjan Mallik,05-Aug-2025 11:11 AM,techsummary_544407.pdf (1598.77 KB),DY. Manager MM,Internal,"GM FIN, Mgr DO, IC MKTG, IC HR",Sudhir Ranjan Mallik,05-Aug-2025 12:46 PM,finsummary_544407.pdf (1598.77 KB),Finance,tender is process for technical evaluation,Sudhir Ranjan Mallik,22-Jul-2025 04:27 PM,,BOQ Comparative Chart,Odisha State Co. Milk Producers Federation Ltd.,2025_OMFED_114849_12,07 /MM/CFP/55/ 2025-2026/11,Supply of DDGS for Radhadamodarpur,1.0,3001358.0,Friendshiptime.com Private Limited,INR,"13,999",1,3002420,CHANDA FOOD & FEEDS,17-Jul-2025 04:25 PM,Rejected-Finance,Not L1 rate,05-Aug-2025 12:46 PM,05-Aug-2025,"INR 9,519,320",60.0,Sudhir Ranjan Mallik,05-Aug-2025 01:20 PM,3499.pdf (1575.00 KB),AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3001358,Friendshiptime.com Private Limited,16-Jul-2025 06:32 PM,Accepted-AOC,L1 BIDDER,05-Aug-2025 01:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3002002,MAA BHIMESHWARI TRADERS,17-Jul-2025 04:20 PM,Rejected-Finance,Not L1 rate,05-Aug-2025 12:46 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2998699,PRATISHTHA COMMERCIAL PVT LTD.,16-Jul-2025 06:41 PM,Rejected-Finance,Not L1 rate,05-Aug-2025 12:46 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3002096,TARATARINI CASHEW INDUSTRIES,17-Jul-2025 12:52 PM,Rejected-Finance,Not L1 rate,05-Aug-2025 12:46 PM,,,,,,,AOC
