S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,26-Jun-2025 10:00 AM,18-Jul-2025 11:30 AM,26-Jun-2025 10:00 AM,17-Jul-2025 05:00 PM,NA ,NA ,26-Jun-2025 10:00 AM,17-Jul-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"The Tender Paper Cost, EMD, Copy of GST, PAN, GST RETURN,IT Return, Turnover Certificate","2,00,000",Yes,fixed,,Nil,Nil,590.0,0.0,Nil,Nil,No,Supply of DORB for Radhadamodarpur,Supply of DORB for Radhadamodarpur,Please refer Tender Document ,NA ,"15,60,00,000",Miscellaneous Goods,NA ,Tender,90.0,60.0,Radhadamodarpur,754029.0,NA ,NA ,NA ,"D2, Sahid Nagar, BBSR",No ,No,Odisha State Co. Milk Producers Federation Ltd.,07 /MM/CFP/55/ 2025-2026/11,2025_OMFED_114849_9,Yes,Open Tender,Item Rate,Goods,1.0,No,No,Online,No,No,No,Managing Director,"D2, Sahid Nagar, BBSR",AOC,1,2996108,GUPTA FEED PRODUCTS PVT LTD,17-Jul-2025 01:13 PM,Rejected-Finance,Not L1 rate,05-Aug-2025 12:25 PM,05-Aug-2025,"INR 19,494,000",60.0,Sudhir Ranjan Mallik,05-Aug-2025 01:35 PM,3502.pdf (1637.00 KB),DY. Manager MM,Internal,"GM FIN, Mgr DO, IC MKTG, IC HR",Sudhir Ranjan Mallik,05-Aug-2025 11:24 AM,techsummary_544398.pdf (1598.77 KB),DY. Manager MM,Internal,"GM FIN, Mgr DO, IC MKTG, IC HR",Sudhir Ranjan Mallik,05-Aug-2025 12:25 PM,finsummary_544398.pdf (1598.77 KB),Odisha State Co. Milk Producers Federation Ltd.,2025_OMFED_114849_9,07 /MM/CFP/55/ 2025-2026/11,Supply of DORB for Radhadamodarpur,1.0,3001282.0,Priti Oil Ltd,INR,"12,996",Finance,tender is process for technical evaluation,Sudhir Ranjan Mallik,22-Jul-2025 04:18 PM,,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3002459,MAA BHIMESHWARI TRADERS,17-Jul-2025 04:02 PM,Rejected-Finance,Not L1 rate,05-Aug-2025 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2998683,PRATISHTHA COMMERCIAL PVT LTD.,16-Jul-2025 06:36 PM,Rejected-Finance,Not L1 rate,05-Aug-2025 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3001282,Priti Oil Ltd,16-Jul-2025 05:28 PM,Accepted-AOC,L1 BIDDER,05-Aug-2025 01:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2991969,VIJAY LAXMI SUPPLIERS,17-Jul-2025 11:52 AM,Rejected-Finance,Not L1 rate,05-Aug-2025 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
