Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Deputy Director Geology,"OFFICE OF THE DEPUTY DIRECTOR, GEOLOGY, GROUND WATER DEVELOPMENT DIVISION, BOLANGIR, Laltikra, P.O Rajendra College, Dist- Bolangir, PIN -767002",1.0,ICICI BANK,Ground Water Survey and Investigation,05/GWDBLGR/CHHATA/2025-26,2025_GWSI_113821_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Document,24-May-2025 11:45 AM,06-Jun-2025 11:30 AM,24-May-2025 11:45 AM,05-Jun-2025 05:00 PM,NA ,NA ,24-May-2025 11:45 AM,05-Jun-2025 05:00 PM,"10,372",Yes,fixed,,Nil,Nil,Construction of 04(Four) no. of RRHS Structure on different Govt. Building under Jharbandh Block of Bargarh district under CHHATA scheme,Construction of 04(Four) no. of RRHS Structure on different Govt. Building under Jharbandh Block of Bargarh district under CHHATA scheme,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,60.0,Jharbandh Block,768042.0,NA ,NA ,NA ,"Deputy Director Geology, GWD Division, Bolangir",No ,No,AOC,03-Jul-2025,"INR 881,658",60.0,Abinash Nayak,05-Aug-2025 02:07 PM,05.pdf (466.00 KB),Abhijeet Kumar Behera,Internal,,Abinash Nayak,09-Jun-2025 12:33 PM,finsummary_541013.pdf (1501.78 KB),Finance,Bid opening Summary,Abinash Nayak,07-Jun-2025 12:33 PM,finance_541013.pdf,BOQ Comparative Chart,1,2953010,KAUSHIKA PANIGRAHI,05-Jun-2025 04:37 PM,Rejected-AOC,Not Selected in Transparent Lottery,05-Aug-2025 02:08 PM,Ground Water Survey and Investigation,2025_GWSI_113821_1,05/GWDBLGR/CHHATA/2025-26,Construction of 04(Four) no. of RRHS Structure on different Govt. Building under Jharbandh Block of Bargarh district under CHHATA scheme,1.0,2950067.0,PRATAP KUMAR PRADHAN,INR,"881,658",Abhijeet Kumar Behera,Internal,,Abinash Nayak,09-Jun-2025 12:29 PM,techsummary_541013.pdf (1501.78 KB),AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2951769,LOKNATH RANA,04-Jun-2025 11:47 PM,Rejected-AOC,Not Selected in Transparent Lottery,05-Aug-2025 02:08 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2950324,MADHUSMITA PAIKARAY,03-Jun-2025 07:00 PM,Rejected-AOC,Not Selected in Transparent Lottery,05-Aug-2025 02:08 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,2952479,M/s Alok Kumar Mishra,05-Jun-2025 01:32 PM,Rejected-AOC,Not Selected in Transparent Lottery,05-Aug-2025 02:08 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,2946204,NIKESH KUMBHAR,01-Jun-2025 05:56 PM,Rejected-AOC,Not Selected in Transparent Lottery,05-Aug-2025 02:08 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,2950067,PRATAP KUMAR PRADHAN,03-Jun-2025 04:28 PM,Accepted-AOC,Selected in Transparent Lottery,05-Aug-2025 02:08 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,2946231,RAGHUMMANI KUMBHAR,01-Jun-2025 05:51 PM,Rejected-AOC,Not Selected in Transparent Lottery,05-Aug-2025 02:08 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,2952622,Reshmarani Sahu,05-Jun-2025 02:07 PM,Rejected-AOC,Not Selected in Transparent Lottery,05-Aug-2025 02:08 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,2951359,S.D TRADE ENTERPRISES,05-Jun-2025 12:40 PM,Rejected-AOC,Not Selected in Transparent Lottery,05-Aug-2025 02:08 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,2952432,SHIBANANDA MOHANTY,05-Jun-2025 01:10 PM,Rejected-AOC,Not Selected in Transparent Lottery,05-Aug-2025 02:08 PM,,,,,,,,,,,,,,,,AOC
