Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
Sujit Kumar Mohanty,Internal,"EE,ESTR,DA",SUJIT KUMAR MOHANTY,19-May-2025 04:29 PM,techsummary_535416.pdf (1274.91 KB),1,2884216,AGRAWALLA POWER INFRASTRUCTURE,16-Apr-2025 11:13 AM,Rejected-Technical,Rejected,19-May-2025 04:29 PM,19-Aug-2025,"INR 2,863,264",90.0,SUJIT KUMAR MOHANTY,19-Aug-2025 02:13 PM,Achutpur.pdf (1275.00 KB),WORK ORDER AND AGREEMENT COMPLETED,Finance,TENDER OPENED,SUJIT KUMAR MOHANTY,17-Apr-2025 06:14 PM,finance_535416.pdf,BOQ Comparative Chart,1.0,2885308.0,MODERN WINDING AND ELECTRICALS,INR,"2,863,264","Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",2025_OLIC_112212_24,BID NO-740/2024-25 DT.02.04.2025,REVIVAL AND RE-ENERGISATION OF ACHUTPUR BANABILI-I TALABODHI AND PANASPUR-I AND III LIP UNDER TANGI BLOCK OF KHORDHA DISTRICT UNDER PLAN FUND 2024-25,Sujit Kumar Mohanty,Internal,"EE,ESTR,DA",SUJIT KUMAR MOHANTY,19-Aug-2025 02:11 PM,finsummary_535416.pdf (1274.91 KB),AOC,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER PAPER COST EMD AND ALL OTHER DOCUMENTS AS PER DTCN,REVIVAL AND RE-ENERGISATION OF ACHUTPUR BANABILI-I TALABODHI AND PANASPUR-I AND III LIP UNDER TANGI BLOCK OF KHORDHA DISTRICT UNDER PLAN FUND 2024-25,REVIVAL AND RE-ENERGISATION OF ACHUTPUR BANABILI-I TALABODHI AND PANASPUR-I AND III LIP UNDER TANGI BLOCK OF KHORDHA DISTRICT UNDER PLAN FUND 2024-25,Please refer Tender Documents ,NA ,"30,13,645",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,TANGI,751012.0,NA ,NA ,NA ,EE LI DIVISION BHUBANESWAR,No ,No,07-Apr-2025 10:00 AM,17-Apr-2025 11:00 AM,07-Apr-2025 10:00 AM,16-Apr-2025 05:00 PM,07-Apr-2025 10:00 AM ,15-Apr-2025 05:00 PM ,07-Apr-2025 10:00 AM,16-Apr-2025 05:00 PM,"30,136",Yes,percentage,1.0%,Nil,Nil,"7,080",0.0,Nil,Nil,Yes,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",BID NO-740/2024-25 DT.02.04.2025,2025_OLIC_112212_24,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Executive Engineer,EE LI DIVISION BHUBANESWAR,AOC
,,,,,,2,2886338,BABA ELECTRICAL CONSTRUCTION,16-Apr-2025 04:23 PM,Rejected-Technical,Rejected,19-May-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,2885419,GITANJALI SARANGI PROPRIETOR- GITANJALI ENTERPRISES,16-Apr-2025 12:54 PM,Rejected-Technical,Rejected,19-May-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2885067,MADAN MOHAN BASTIA,15-Apr-2025 04:51 PM,Rejected-Technical,Rejected,19-May-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,2885308,MODERN WINDING AND ELECTRICALS,15-Apr-2025 08:12 PM,Accepted-AOC,WORK ORDER AND AGREEMENT COMPLETED,19-Aug-2025 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,2886032,M/S DILIP KUMAR SAHOO,16-Apr-2025 01:44 PM,Rejected-Technical,Rejected,19-May-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,2883050,M/S. M.C.C. ASSOCIATES,12-Apr-2025 07:20 PM,Rejected-Finance,REJECTED,19-Aug-2025 02:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,2884248,PRADEEP KUMAR AGRAWALLA,16-Apr-2025 02:07 PM,Rejected-Technical,Rejected,19-May-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,2885486,RAJIBA LOCHAN BEHERA,16-Apr-2025 04:00 AM,Rejected-Technical,Rejected,19-May-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,2885735,SAMBIT BISOYI,16-Apr-2025 12:06 PM,Rejected-Technical,Rejected,19-May-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,11,2886410,SUBHASHREE SWAIN,16-Apr-2025 04:53 PM,Rejected-Technical,Rejected,19-May-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
