Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
10-Apr-2025 12:15 PM,19-Apr-2025 11:30 AM,10-Apr-2025 12:15 PM,17-Apr-2025 05:00 PM,NA ,NA ,10-Apr-2025 12:15 PM,17-Apr-2025 05:00 PM,23-Jun-2025 09:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Online payment receipt of Paper cost, Bid Security, GSTIN, PAN, Registration Certificates","10,000",0.0,Nil,Nil,No,Repair to Bhandaripokhari -Maninathpur road such as repair reconstruction of damaged C.C road from 0/00 km to 7/500 km In Stretchesfor the year2025-2026.,Repair to Bhandaripokhari -Maninathpur road such as repair reconstruction of damaged C.C road from 0/00 km to 7/500 km In Stretchesfor the year2025-2026.,Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,90.0,90.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/O the Superitending Engineer (RnB) Division , Bh",No ,No,"72,343",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"Superitending Engineer (RnB) Division , Bhadrak","O/O the Superitending Engineer (RnB) Division , Bhadrak",EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BHADRAK,SE RandB BDK-1/2025-26-1,2025_EICCL_112379_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,DebiprasannaGhose,Internal,"DebiprasannaGhose,Upendra Kumar,Sushree sangita Nayak",Debi Prasanna Ghose,02-Aug-2025 01:11 PM,finsummary_535914.pdf (129.15 KB),EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BHADRAK,2025_EICCL_112379_1,SE RandB BDK-1/2025-26-1,Repair to Bhandaripokhari -Maninathpur road such as repair reconstruction of damaged C.C road from 0/00 km to 7/500 km In Stretchesfor the year2025-2026.,Technical,Admitted TechnicalEvaluation,Debi Prasanna Ghose,21-Jun-2025 06:55 PM,,1.0,2886556.0,SATYABRATA PATI,INR,"6,149,866.53",02-Aug-2025,"INR 6,149,866.53",90.0,Debi Prasanna Ghose,02-Aug-2025 01:14 PM,bbbbbbscan.pdf (129.00 KB),Winner of the transparent lottery system,1,2887505,BIBEKANANDA MISHRA,17-Apr-2025 04:44 PM,Rejected-Technical,Technically DisQualified,21-Jun-2025 07:17 PM,Finance,Technically Submitted,Debi Prasanna Ghose,02-Aug-2025 01:04 PM,finance_535914.pdf,BOQ Comparative Chart,DebiprasannaGhose,Internal,"DebiprasannaGhose,Upendra Kumar,Sushree sangita Nayak",Debi Prasanna Ghose,21-Jun-2025 07:17 PM,23-Jun-2025 09:00 AM,techsummary_535914.pdf (896.70 KB),AOC
,,,,,,,,,,,.pdf,"No relation Certificates, work experience, Machineries,affidavit for Schedule F, Schedule E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2887510,DIBYA RANJAN DAS,17-Apr-2025 04:49 PM,Rejected-Technical,Technically DisQualified,21-Jun-2025 07:17 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,"EMD,GSTIN,ValidRC Affidavit and other connected documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2887247,Dibyasingha Majhi,17-Apr-2025 01:44 PM,Rejected-Finance,Looser of the transparent lottery system,02-Aug-2025 01:11 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2885982,JYOTIRMAYA SWAIN,16-Apr-2025 01:29 PM,Rejected-Technical,Technically DisQualified,21-Jun-2025 07:17 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2887103,MADHUSMITA SAMAL,17-Apr-2025 01:01 PM,Rejected-Finance,Looser of the transparent lottery system,02-Aug-2025 01:11 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2883531,MANAS RANJAN MOHANTY,16-Apr-2025 05:45 PM,Rejected-Finance,Looser of the transparent lottery system,02-Aug-2025 01:11 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2887182,M/S BISWAJIT BEHURIA,17-Apr-2025 01:18 PM,Rejected-Finance,Looser of the transparent lottery system,02-Aug-2025 01:11 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2887181,M/S RANJAN KUMAR BEHERA,17-Apr-2025 01:17 PM,Rejected-Technical,Technically DisQualified,21-Jun-2025 07:17 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2886277,Naresh Ku Nayak,16-Apr-2025 04:16 PM,Rejected-Technical,Technically DisQualified,21-Jun-2025 07:17 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2887064,Sabya Sachi Biswal,17-Apr-2025 01:16 PM,Rejected-Technical,Technically DisQualified,21-Jun-2025 07:17 PM,,,,,,,,,,,,,,AOC
