Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
Finance,attached,Kailash Chandra Jena,13-Jun-2025 10:16 AM,finance_535998.pdf,BOQ Comparative Chart,1.0,2894578.0,KRISHNA MALLIK,INR,"599,636",Municipal Bodies||Polasara NAC,2025_ORULB_112336_29,NAC/PLS-01/2025-26,Construction of Road and Drain near LaxminarayanMandir at Bazarsahi in W. No - 10 NAC Polasara,1,2894545,D. Pandaba Patro,25-Apr-2025 12:39 PM,Rejected-AOC,highest,17-Aug-2025 08:08 PM,19-Jun-2025,"INR 599,636.17",60.0,Kailash Chandra Jena,17-Aug-2025 08:08 PM,29aoc.pdf (623.00 KB),CHAIRPERSON,Internal,"Tahasildar, Executive Officer, Municipal Engineer, Assistant Engineer, Junior Engineer, Accountant",Kailash Chandra Jena,13-Jun-2025 10:17 AM,techsummary_535998.pdf (2110.11 KB),CHAIRPERSON,Internal,"Tahasildar, Executive Officer, Municipal Engineer, Assistant Engineer, Junior Engineer, Accountant",Kailash Chandra Jena,13-Jun-2025 10:21 AM,finsummary_535998.pdf (2110.11 KB),AOC,1,ICICI BANK,11-Apr-2025 11:00 AM,30-Apr-2025 11:00 AM,11-Apr-2025 11:00 AM,25-Apr-2025 05:30 PM,NA ,NA ,11-Apr-2025 11:00 AM,25-Apr-2025 05:30 PM,Executive officer NAC Polasara,NOTIFIED AREA COUNCIL POLASARA MAIN ROAD NEAR BUS STAND POLASARA,"4,720",0.0,Nil,Nil,No,"6,002",Yes,fixed,,Nil,Nil,Construction of Road and Drain near LaxminarayanMandir at Bazarsahi in W. No - 10 NAC Polasara,Construction of Road and Drain near LaxminarayanMandir at Bazarsahi in W. No - 10 NAC Polasara,Please refer Tender documents. ,NA ,"6,00,239",Civil Works - Others,NA ,Tender,90.0,60.0,NAC AREA POLASARA,761105.0,NA ,NA ,NA ,OFFICE OF EXECUTIVE OFFICER NAC POLASARA,No ,No,Municipal Bodies||Polasara NAC,NAC/PLS-01/2025-26,2025_ORULB_112336_29,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN AND OTHERS DOCUMENTS,AOC
,,,,,,,,,,,,,,,2,2894578,KRISHNA MALLIK,25-Apr-2025 01:02 PM,Accepted-AOC,lowest,17-Aug-2025 08:08 PM,,,,,,,,,,,,,,,,,,,AOC,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
