Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,tender is process for technical evaluation,Sudhir Ranjan Mallik,22-Jul-2025 03:00 PM,,BOQ Comparative Chart,1.0,2986363.0,JAI LAKSHMI SOLVENTS PVT LTD,INR,"18,240",Odisha State Co. Milk Producers Federation Ltd.,2025_OMFED_114849_5,07 /MM/CFP/55/ 2025-2026/11,Supply of DOMC for Jagannathpur,DY. Manager MM,Internal,"GM FIN, Mgr DO, IC MKTG, IC HR",Sudhir Ranjan Mallik,05-Aug-2025 12:08 PM,finsummary_544382.pdf (1598.77 KB),DY. Manager MM,Internal,"GM FIN, Mgr DO, IC MKTG, IC HR",Sudhir Ranjan Mallik,05-Aug-2025 11:34 AM,techsummary_544382.pdf (1598.77 KB),05-Aug-2025,"INR 9,120,000",60.0,Sudhir Ranjan Mallik,05-Aug-2025 02:14 PM,3507.pdf (1591.00 KB),1,2996182,GUPTA FEED PRODUCTS PVT LTD,17-Jul-2025 01:16 PM,Rejected-Finance,Not L1 rate,05-Aug-2025 12:08 PM,AOC,"2,00,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"The Tender Paper Cost, EMD, Copy of GST, PAN, GST RETURN,IT Return, Turnover Certificate",Managing Director,"D2, Sahid Nagar, BBSR",Supply of DOMC for Jagannathpur,Supply of DOMC for Jagannathpur,Please refer Tender Document ,NA ,"15,60,00,000",Miscellaneous Goods,NA ,Tender,90.0,60.0,Jagannathpur,752101.0,NA ,NA ,NA ,"D2, Sahid Nagar, BBSR",No ,No,1.0,ICICI BANK,590.0,0.0,Nil,Nil,No,26-Jun-2025 10:00 AM,18-Jul-2025 11:30 AM,26-Jun-2025 10:00 AM,17-Jul-2025 05:00 PM,NA ,NA ,26-Jun-2025 10:00 AM,17-Jul-2025 05:00 PM,Odisha State Co. Milk Producers Federation Ltd.,07 /MM/CFP/55/ 2025-2026/11,2025_OMFED_114849_5,Yes,Open Tender,Item Rate,Goods,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2986363,JAI LAKSHMI SOLVENTS PVT LTD,17-Jul-2025 04:40 PM,Accepted-AOC,L1 BIDDER,05-Aug-2025 02:14 PM,AOC,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2998678,PRATISHTHA COMMERCIAL PVT LTD.,16-Jul-2025 06:33 PM,Rejected-Finance,Not L1 rate,05-Aug-2025 12:08 PM,AOC,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3002030,TARATARINI CASHEW INDUSTRIES,17-Jul-2025 12:36 PM,Rejected-Finance,Not L1 rate,05-Aug-2025 12:08 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3001880,VIJAY LAXMI SUPPLIERS,17-Jul-2025 11:49 AM,Rejected-Finance,Not L1 rate,05-Aug-2025 12:08 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3002106,vikas trading company,17-Jul-2025 12:57 PM,Rejected-Finance,Not L1 rate,05-Aug-2025 12:08 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
