EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"1,33,210",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Tender Cost, EMD, PAN, GSTIN, Affidavit, Electrical License and Other Tender documents as per DTCN.",EIC-CIVIL||SE R and B Electrical,Bid Identification No.S.E.E.C (RandB) 13/2024-25,2025_EICCL_109690_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,S.E. Electrical Circle (RandB) Bhubaneswar,"S.E. Electrical Circle (RandB) Bhubaneswar, Nirman Soudha, Power House square, Unit-V,751001.",1.0,ICICI BANK,Supply and Installation of Solar Street Lights on L.C. No.45 Near Jaleswar Station at Laxmannath Railway Station of S.E. Railway at 1st KM on Jaleswar-Batagram-Chandaneswar Road (S.H.) in the District of Balasore,Supply and Installation of Solar Street Lights on L.C. No.45 Near Jaleswar Station at Laxmannath Railway Station of S.E. Railway at 1st KM on Jaleswar-Batagram-Chandaneswar Road (S.H.) in the District of Balasore,Please refer Tender documents. ,NA ,"1,33,20,980",Electrical Works,NA ,Tender,90.0,180.0,"Jaleswar, Balasore",756032.0,NA ,NA ,NA ,S.E. Electrical Circle (RandB) Bhubaneswar,No ,No,21-Jan-2025 05:00 PM,05-Feb-2025 11:30 AM,21-Jan-2025 05:00 PM,04-Feb-2025 05:00 PM,21-Jan-2025 05:00 PM ,27-Jan-2025 05:00 PM ,21-Jan-2025 05:00 PM,04-Feb-2025 05:00 PM,01-Mar-2025 05:00 PM,AOC,"S.E. Electrical (RandB) Odisha, Bhubaneswar",Internal,"AEE SEEC (RandB) Odisha, BBSR, PA to SEEC (RandB) Odisha,BBSR, AEE GE Sub Division, Balasore, DAO, Balasore (RandB) Division No.II and SE, Balasore (RandB) Division No.II",Bapuji Behera,26-Mar-2025 12:38 PM,finsummary_526768.pdf (673.45 KB),Technical,Opened,Nihar Chandra Naik,06-Feb-2025 11:17 AM,,EIC-CIVIL||SE R and B Electrical,2025_EICCL_109690_2,Bid Identification No.S.E.E.C (RandB) 13/2024-25,Supply and Installation of Solar Street Lights on L.C. No.45 Near Jaleswar Station at Laxmannath Railway Station of S.E. Railway at 1st KM on Jaleswar-Batagram-Chandaneswar Road (S.H.) in the District of Balasore,1.0,2796490.0,SANSKRUTI ASSOCIATES PRIVATE LIMITED,INR,"11,324,165",1,2795420,AKHANDALAMANI ELECTRICALS AND CONSTRUCTION,03-Feb-2025 06:54 PM,Rejected-Technical,Not fulfilled the criteria as per DTCN Clause No 11 (a).,25-Feb-2025 05:22 PM,20-Aug-2025,"INR 13,320,980",180.0,Nihar Chandra Naik,20-Aug-2025 12:09 PM,AOC34.pdf (212.00 KB),AOC,Finance,Opened,Nihar Chandra Naik,03-Mar-2025 05:54 PM,,BOQ Comparative Chart,"S.E. Electrical Circle (RandB) Odisha, BBSR",Internal,"PA to SEEC (RandB) Odisha, BBSR, AEE, SEEC (RandB) Odisha, BBSR, S.E. Balasore (RandB) Division No.II, DAO Balasore (RandB) Division No.II, AEE G.E Sub-Division, Balasore.",Nihar Chandra Naik,25-Feb-2025 05:22 PM,01-Mar-2025 05:00 PM,techsummary_526768.pdf (697.01 KB),AOC
,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,2796697,Arihant Electricals and Engineers,04-Feb-2025 02:23 PM,Rejected-Technical,Not fulfilled the criteria as per DTCN Clause No 11 (a).,25-Feb-2025 05:22 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,2796063,DIVINE ENTERPRISES,04-Feb-2025 09:35 AM,Rejected-Technical,Not fulfilled the criteria as per DTCN Clause No 11 (d).,25-Feb-2025 05:22 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,2795610,ICON BUILDERS,03-Feb-2025 07:36 PM,Rejected-AOC,OK,20-Aug-2025 12:09 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,2796749,MAA TARATARINI ELECTRICALS,04-Feb-2025 02:16 PM,Rejected-Technical,Not fulfilled the criteria as per DTCN Clause No 11 (a).,25-Feb-2025 05:22 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,2796619,MARUTI CONSTRUCTIONS,04-Feb-2025 01:36 PM,Rejected-AOC,OK,20-Aug-2025 12:09 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,2795811,MESSERS BIRAJA ELECTRICAL AND CONSTRUCTION,04-Feb-2025 01:23 PM,Rejected-Technical,Not fulfilled the criteria as per DTCN Clause No 11 (d).,25-Feb-2025 05:22 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,2796683,MESSERS OMM SAI ELECTRICALS,04-Feb-2025 02:13 PM,Rejected-Technical,Not fulfilled the criteria as per DTCN Clause No 11 (a) and 11 (d),25-Feb-2025 05:22 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,2795688,MODERN WINDING AND ELECTRICALS,03-Feb-2025 08:10 PM,Rejected-AOC,OK,20-Aug-2025 12:09 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,2796731,MS PATI POWER CONSTRUCTION,04-Feb-2025 02:18 PM,Rejected-Technical,Not fulfilled the criteria as per DTCN Clause No 11 (a).,25-Feb-2025 05:22 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,11,2784170,M/S SARALA ENGINEERING WORKS,28-Jan-2025 06:32 PM,Rejected-AOC,OK,20-Aug-2025 12:09 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,12,2794932,ODISA CONSTRUCTION,03-Feb-2025 02:48 PM,Rejected-AOC,OK,20-Aug-2025 12:09 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,13,2796185,PABITRA ELECTRICAL WORKSHOP,04-Feb-2025 03:14 PM,Rejected-AOC,OK,20-Aug-2025 12:09 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,14,2797027,POWER FRIENDS,04-Feb-2025 04:49 PM,Rejected-Technical,Not fulfilled the criteria as per DTCN Clause No 11 (a).,25-Feb-2025 05:22 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,15,2796490,SANSKRUTI ASSOCIATES PRIVATE LIMITED,04-Feb-2025 01:32 PM,Accepted-AOC,OK,20-Aug-2025 12:09 PM,,,,,,,,,,,,,,,,,,,,,AOC
