S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,"13,200",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,dtcn,Const of drain from Ashok Dora house to School Ward No-8 of Attabira NAC,Const of drain from Ashok Dora house to School Ward No-8 of Attabira NAC,road and drain ,NA ,"13,20,000",Civil Works - Roads,NA ,Tender,45.0,NA ,ATTABIRA NAC,768027.0,NA ,NA ,NA ,ATTABIRA NAC,No ,No,26-Jun-2025 03:00 PM,09-Jul-2025 11:00 AM,26-Jun-2025 03:00 PM,08-Jul-2025 05:00 PM,NA ,NA ,26-Jun-2025 03:00 PM,08-Jul-2025 05:00 PM,Municipal Bodies||Attabira NAC,02/2025-26,2025_ORULB_114904_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,EXECUTIVE OFFICER,ATTABIRA NAC,AOC,CHAIRPERSON,Internal,CP EO AEE AE STO ME,Pujarani Swain,22-Aug-2025 05:07 PM,finsummary_544553.pdf (913.45 KB),Municipal Bodies||Attabira NAC,2025_ORULB_114904_8,02/2025-26,Const of drain from Ashok Dora house to School Ward No-8 of Attabira NAC,1,2991867,Korapella Nagamani,INR,"1,117,347.956",Finance,open,Pujarani Swain,22-Aug-2025 04:42 PM,finance_544553.pdf,BOQ Comparative Chart,22-Aug-2025,"INR 1,045,870.797",45.0,Pujarani Swain,22-Aug-2025 05:10 PM,8.pdf (913.00 KB),1,2991867,Korapella Nagamani,08-Jul-2025 01:58 PM,Accepted-AOC,APPROVED,22-Aug-2025 05:10 PM,CP,Internal,CP EO AE AEE STO,Pujarani Swain,22-Aug-2025 04:51 PM,techsummary_544553.pdf (913.45 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2,2992904,PRADIP MALLIK,INR,"1,045,870.797",,,,,,,,,,,,,2,2992904,PRADIP MALLIK,08-Jul-2025 10:54 AM,Accepted-AOC,APPROVED,22-Aug-2025 05:10 PM,,,,,,,AOC
,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,3,2993218,RAJASHREE PANIGRAHI,INR,"111,857.392",,,,,,,,,,,,,3,2993218,RAJASHREE PANIGRAHI,08-Jul-2025 03:31 PM,Accepted-AOC,APPROVED,22-Aug-2025 05:10 PM,,,,,,,AOC
