S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
1.0,Revocation,Revocation,15-May-2025 04:35 PM,1476.pdf ,587.64,Technical Opening,14-Aug-2025,"INR 16,413,189",180.0,Durjyodhan Behera,14-Aug-2025 06:36 PM,6056Laxmankhunta.pdf (567.00 KB),Work awarded to 1st lowest bidder through lottery system,CE RW I||RWCIRCLE-BALASORE,2025_CERWI_109376_16,CCE-BLS-NCB-16 OF 2024-25,Construction of L076-P W D Road Hirapur to Lachhaman khunta Road under MMSY-Improvement to existing RD road in the District of Balasore for the year 2024-25.,1.0,2785912.0,Rakesh Panda,INR,"16,413,189",1,2781406,AMIT KUMAR DAS,28-Jan-2025 03:47 PM,Rejected-AOC,l2,14-Aug-2025 06:36 PM,Finance,4 Numbers bidder admitted,Saibalini Singh,20-May-2025 06:19 PM,finance_525955.pdf,BOQ Comparative Chart,"CCE R.W.CIRCLE,BALASORE",Internal,"AE Estimator , R.W. Circle,Balasore, PA to CCE, R.W. Circle,Balasore,DAO,R.W Division,Balasore, E.E. R.WD-II,Bls",Saibalini Singh,15-May-2025 07:05 PM,17-May-2025 01:00 PM,techsummary_525955.pdf (5786.62 KB),Technical,Six numbers bidder Admitted,Subhadra Behera,15-May-2025 06:12 PM,,CCE RW CIRCLE BALASORE,Internal,"PA TO CCE RW CIRCLE BALASORE AND JE ESTIMATOR CCE RW CIRCLE BALASORE AND DAO RW DIVISION, BALASORE",Durjyodhan Behera,14-Aug-2025 06:27 PM,finsummary_525955.pdf (46.99 KB),AOC,16-Jan-2025 04:00 PM,30-Jan-2025 11:00 AM,16-Jan-2025 04:00 PM,29-Jan-2025 05:00 PM,16-Jan-2025 04:00 PM ,28-Jan-2025 05:00 PM ,16-Jan-2025 04:00 PM,29-Jan-2025 05:00 PM,17-May-2025 01:00 PM,Construction of L076-P W D Road Hirapur to Lachhaman khunta Road under MMSY-Improvement to existing RD road in the District of Balasore for the year 2024-25.,Construction of L076-P W D Road Hirapur to Lachhaman khunta Road under MMSY-Improvement to existing RD road in the District of Balasore for the year 2024-25.,Please refer Tender documents. ,NA ,"1,82,35,000",Civil Works - Roads,NA ,Tender,90.0,180.0,Balasore,756001.0,NA ,NA ,NA ,"O/o The CCE R.W.CIRCLE,BALASORE",No ,No,1.0,ICICI BANK,"1,82,350",Yes,percentage,1.0%,Nil,Nil,1.0,DTCN Corrigendum,Other,,"10,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BALASORE,CCE-BLS-NCB-16 OF 2024-25,2025_CERWI_109376_16,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"CCE R.W.CIRCLE,BALASORE","O/o The CCE R.W.CIRCLE,BALASORE",1.0,Fee/PreQual/Technical,.pdf,"TENDER PAPER COST,EMD,CONTRACTOR REGISTRATION CERTIFICATE,PAN,GSTIN,AFFIDAVIT,ETC",AOC
,,,,,,,,,,,,,,,,,,,,,,,2,2779709,Balukeswar Behera,29-Jan-2025 10:06 AM,Rejected-AOC,L3,14-Aug-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"WORK EXPERIENCE,ATO,PROFFIT LOSS ACCOUNT ,MACHINERIES,ETC",AOC
,,,,,,,,,,,,,,,,,,,,,,,3,2786232,GYANABRATA SAHOO,29-Jan-2025 01:57 PM,Rejected-Technical,Submission of misleading document of machinery,15-May-2025 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER DOCUMENTS AS PER DTCN,AOC
,,,,,,,,,,,,,,,,,,,,,,,4,2786532,JADU NATH SAHU,29-Jan-2025 03:55 PM,Rejected-AOC,L1,14-Aug-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,AOC
,,,,,,,,,,,,,,,,,,,,,,,5,2783362,MANORANJAN BISWAL,29-Jan-2025 10:51 AM,Rejected-Technical,Dusqualified,15-May-2025 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,6,2785912,Rakesh Panda,29-Jan-2025 11:53 AM,Accepted-AOC,L1,14-Aug-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
