Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,SE CTC (RandB)-36 of 2024-25,2024_EICCL_107373_2,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,SE Cuttack RandB Division No.I,O/O SE Cuttack RandB Division No.I Cuttack,21-Nov-2024 12:00 PM,03-Dec-2024 11:00 AM,21-Nov-2024 12:00 PM,02-Dec-2024 05:00 PM,NA ,NA ,21-Nov-2024 12:00 PM,02-Dec-2024 05:00 PM,"26,400",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Regd Certificate, GSTIN, PAN, Affidavit and other mandatory documents as per DTCN","6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"SITC of CCTV Surveillance System at Different Departments of Mental Health Institute , SCBMCH, Cuttack",E.I. Work,As per DTCN ,NA ,"26,35,178",Electrical Works,NA ,Tender,90.0,60.0,Cuttack,753001.0,NA ,NA ,NA ,O/O SE Cuttack RandB Division No.I Cuttack,No ,No,AOC,1,2674962,ANIL KUMAR SAHU,02-Dec-2024 01:07 PM,Rejected-AOC,Rejected,13-Aug-2025 07:01 PM,13-Aug-2025,"INR 2,240,138",60.0,Mohammed Shahbaz,13-Aug-2025 07:01 PM,107373_2_AOC.pdf (723.00 KB),The agency has been finalised on transparent lottery system and the date of commencement may be treated as 25.03.2025 to complete the work by 24.05.2025 in all respect,Er Ashis Kumar Nayak SE,Internal,Er Madhusmita Sahoo JE Estr Er Rajan Kumar Biswal AEE Estr Mr Abadhut Das Sr DAO,Ashis Kumar Nayak,29-Jan-2025 05:31 PM,techsummary_517286.pdf (758.22 KB),EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,2024_EICCL_107373_2,SE CTC (RandB)-36 of 2024-25,"SITC of CCTV Surveillance System at Different Departments of Mental Health Institute , SCBMCH, Cuttack",Er Ashis Kumar Nayak SE,Internal,Er Madhusmita Sahoo JE Estr Er Rajan Kumar Biswal AEE Estr Mr Abadhut Das Sr DAO,Mohammed Shahbaz,13-Aug-2025 06:56 PM,finsummary_517286.pdf (1002.36 KB),Finance,10nos bids received,Pravas Kumar Majhi,03-Dec-2024 12:46 PM,,BOQ Comparative Chart,1.0,2676095.0,M/S GANGA ELECTRIC,INR,"2,240,138",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,2,2675551,Debajyoti millennium pvt ltd,02-Dec-2024 03:22 PM,Rejected-AOC,Rejected,13-Aug-2025 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2676011,MARUTI CONSTRUCTIONS,02-Dec-2024 02:58 PM,Rejected-AOC,Rejected,13-Aug-2025 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2676095,M/S GANGA ELECTRIC,02-Dec-2024 03:46 PM,Accepted-AOC,Accepted,13-Aug-2025 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2675636,M/S GIRISH CHANDRA PATRA,02-Dec-2024 01:19 PM,Rejected-AOC,Rejected,13-Aug-2025 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2675566,PERFECT COMPUTER,02-Dec-2024 02:50 PM,Rejected-AOC,Rejected,13-Aug-2025 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2673399,RAKESH PATTANAYAK,29-Nov-2024 03:54 PM,Rejected-Technical,Disqualified,29-Jan-2025 05:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2675657,SANJIT KUMAR PATTNAIK,02-Dec-2024 01:21 PM,Rejected-AOC,Rejected,13-Aug-2025 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2675563,SHREE ENTERPRISES,02-Dec-2024 01:44 PM,Rejected-AOC,Rejected,13-Aug-2025 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2675985,SMART I TECHNOLOGIES,02-Dec-2024 03:39 PM,Rejected-Technical,Disqualified,29-Jan-2025 05:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
