Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER CALL NOTICE, EMD AND OTHER DOCUMENTS AS PER DTCN","4,720",0.0,Nil,Nil,Yes,05-Apr-2025 10:00 AM,16-Apr-2025 10:00 AM,05-Apr-2025 10:00 AM,15-Apr-2025 05:00 PM,05-Apr-2025 10:00 AM ,15-Apr-2025 04:00 PM ,05-Apr-2025 10:00 AM,15-Apr-2025 05:00 PM,"REINFORCEMENT OF MADHYASASANA II TW, BARIKALA II TW, AND PURANA ODAPADA II TW","REINFORCEMENT OF MADHYASASANA II TW, BARIKALA II TW, AND PURANA ODAPADA II TW",Please refer Tender documents. ,NA ,"9,31,434",Civil Works - Lift Irrigation Schemes,NA ,Rate Contract,90.0,365.0,BIRIDI AND RAGHUNATHPUR BLOCK,754001.0,NA ,NA ,NA ,EE LI CUTTACK,No ,No,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",BD ID NO. 02/Dt29.01.25,2025_OLIC_112115_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"9,314",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,OFFICE OF THE EE LI CUTTACK,OFFICE OF THE EE LI CUTTACK,AOC,1.0,2883520.0,M/S. RASHMIKANTA JENA,INR,"791,811.7","Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",2025_OLIC_112115_7,BD ID NO. 02/Dt29.01.25,"REINFORCEMENT OF MADHYASASANA II TW, BARIKALA II TW, AND PURANA ODAPADA II TW",B MISHRA,Internal,EE LI CUTTACK AND OTHERS,SHDHANA BEHERA,12-Aug-2025 05:42 PM,techsummary_535073.pdf (301.13 KB),19-Aug-2025,"INR 931,433.6",90.0,SHDHANA BEHERA,19-Aug-2025 01:13 PM,PKG7.pdf (301.00 KB),WORK ORDER ISSUED,B MISHRA,Internal,EE LI CUTTACK AND OTHERS,SHDHANA BEHERA,19-Aug-2025 01:10 PM,finsummary_535073.pdf (301.13 KB),Finance,11 Bidders Participant,SHDHANA BEHERA,16-Apr-2025 05:34 PM,,BOQ Comparative Chart,1,2884122,AGRAWALLA POWER INFRASTRUCTURE,14-Apr-2025 09:04 PM,Rejected-Technical,OK,12-Aug-2025 05:42 PM,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2884427,ALOK KUMAR SETHY,15-Apr-2025 11:43 AM,Rejected-Technical,OK,12-Aug-2025 05:42 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2883698,Arif Ali Khan,14-Apr-2025 12:30 PM,Rejected-Technical,OK,12-Aug-2025 05:42 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2884029,CHANDAN KUMAR SAHOO,14-Apr-2025 07:19 PM,Rejected-Technical,OK,12-Aug-2025 05:42 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2883856,HEMANTA KUMAR BISWAL,14-Apr-2025 04:51 PM,Rejected-Technical,OK,12-Aug-2025 05:42 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2883520,M/S. RASHMIKANTA JENA,14-Apr-2025 10:40 PM,Accepted-AOC,OK,19-Aug-2025 01:13 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2884114,NIRUPAMA BEHERA,14-Apr-2025 08:48 PM,Rejected-Technical,OK,12-Aug-2025 05:42 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2884408,Rakesh Kumar Mohapatra,15-Apr-2025 01:21 PM,Rejected-Technical,OK,12-Aug-2025 05:42 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2884781,SAMBIT BISOYI,15-Apr-2025 01:56 PM,Rejected-Technical,OK,12-Aug-2025 05:42 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2884821,SAROJA KUMAR MOHAPATRA,15-Apr-2025 02:39 PM,Rejected-Technical,OK,12-Aug-2025 05:42 PM,AOC
